"champ";"statut";"annee";"periode";"date du resultat";"ipe";exofj;fj;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 14:40:06";="620101360";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;5;0.0325266719;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:06";="620101360";R: FJ à la charge de AMO;exonération du FJ;983;6.3947436898;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:06";="620101360";FJ non applicable;FJ non applicable;6847;44.54202446;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:06";="620101360";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;620;4.033307312;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:06";="620101360";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;45;0.2927400468;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;1718;51.903323263;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;3;0.0906344411;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";R: FJ à la charge de AMO;exonération du FJ;364;10.996978852;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";FJ non applicable;FJ non applicable;847;25.589123867;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;336;10.151057402;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:33";="590781662";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;42;1.2688821752;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:05:24";="590781621";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;1471;34.86608201;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:24";="590781621";R: FJ à la charge de AMO;exonération du FJ;239;5.6648494904;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:24";="590781621";FJ non applicable;FJ non applicable;2141;50.746622422;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:24";="590781621";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;203;4.811566722;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:24";="590781621";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;165;3.9108793553;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;1174;11.962502547;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;1;0.0101895252;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";R: FJ à la charge de AMO;exonération du FJ;371;3.7803138374;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";FJ non applicable;FJ non applicable;7924;80.741797432;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;337;3.4338699817;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:20:03";="590052056";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;7;0.0713266762;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;592;68.597914253;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";R: FJ à la charge de AMO;exonération du FJ;11;1.2746234067;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";FJ non applicable;FJ non applicable;258;29.89571263;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:25";="590781795";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;2;0.2317497103;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;652;20.19200991;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";R: FJ à la charge de AMO;exonération du FJ;4;0.1238773614;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:29";="620100677";FJ non applicable;FJ non applicable;2573;79.684112728;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;11311;34.551119528;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";L: FJ à la charge du régime Als-Mos;exonération du FJ;2;0.0061092953;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;5;0.0152732382;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";R: FJ à la charge de AMO;exonération du FJ;1105;3.3753856493;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";FJ non applicable;FJ non applicable;19176;58.575923267;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1110;3.3906588875;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;5;0.0152732382;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:29";="590781415";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;23;0.0702568959;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;11466;24.88443258;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;7;0.0151919613;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";R: FJ à la charge de AMO;exonération du FJ;681;1.4779608047;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";FJ non applicable;FJ non applicable;33305;72.281181501;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;615;1.3347223127;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;2;0.0043405604;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:35";="620103440";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;1;0.0021702802;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;966;64.832214765;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";R: FJ à la charge de AMO;exonération du FJ;9;0.6040268456;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";FJ non applicable;FJ non applicable;433;29.060402685;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:14:27";="800000085";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;82;5.5033557047;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;41358;32.669794777;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";A: FJ à la charge de l'assuré;FJ non applicable;1;0.0007899269;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;75;0.059244514;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";R: FJ à la charge de AMO;exonération du FJ;3589;2.8350474746;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";FJ non applicable;FJ non applicable;78303;61.853642353;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;3232;2.5530435882;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;32;0.0252776593;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:50:59";="590780193";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;4;0.0031597074;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;3935;44.213483146;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;4;0.0449438202;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";R: FJ à la charge de AMO;exonération du FJ;526;5.9101123596;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";FJ non applicable;FJ non applicable;4126;46.359550562;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;308;3.4606741573;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:26:10";="020004404";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;1;0.0112359551;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;6045;43.586415747;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;4;0.0288413007;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";R: FJ à la charge de AMO;exonération du FJ;777;5.6024226693;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";FJ non applicable;FJ non applicable;6718;48.438964597;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;289;2.0837839787;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;2;0.0144206504;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:26:26";="590781605";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;34;0.2451510563;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;83;61.940298507;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";R: FJ à la charge de AMO;exonération du FJ;2;1.4925373134;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:40";="590781811";FJ non applicable;FJ non applicable;49;36.567164179;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;1468;49.294828744;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";R: FJ à la charge de AMO;exonération du FJ;195;6.5480188046;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";FJ non applicable;FJ non applicable;1171;39.321692411;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;112;3.7609133647;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:34:25";="800000093";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;32;1.0745466756;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;8265;24.101831331;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;2;0.0058322641;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";R: FJ à la charge de AMO;exonération du FJ;1767;5.152805319;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";FJ non applicable;FJ non applicable;16146;47.083867958;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1203;3.5081068471;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;6894;20.103814301;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:53:48";="600100713";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;15;0.0437419806;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 15:00:06";="020000048";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;385;97.222222222;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:06";="020000048";R: FJ à la charge de AMO;exonération du FJ;5;1.2626262626;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:00:06";="020000048";FJ non applicable;FJ non applicable;6;1.5151515152;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;21625;32.174792817;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;15;0.0223177754;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";R: FJ à la charge de AMO;exonération du FJ;2278;3.389326152;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";FJ non applicable;FJ non applicable;41264;61.394712175;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;2010;2.9905818988;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;8;0.0119028135;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:44:13";="590782215";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;11;0.0163663686;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;12310;31.789892312;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;15;0.0387366681;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";R: FJ à la charge de AMO;exonération du FJ;1795;4.6354879529;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";FJ non applicable;FJ non applicable;21315;55.044805413;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1500;3.873666813;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;1728;4.4624641686;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:46";="620100685";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;60;0.1549466725;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:54:20";="800000069";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;907;27.261797415;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:20";="800000069";R: FJ à la charge de AMO;exonération du FJ;3;0.0901713255;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:20";="800000069";FJ non applicable;FJ non applicable;1982;59.573189059;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:54:20";="800000069";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;435;13.0748422;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:07:13";="020000071";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;209;93.721973094;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:13";="020000071";R: FJ à la charge de AMO;exonération du FJ;1;0.4484304933;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:13";="020000071";FJ non applicable;FJ non applicable;12;5.3811659193;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:07:13";="020000071";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;1;0.4484304933;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;10222;50;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;8;0.0391312855;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";R: FJ à la charge de AMO;exonération du FJ;985;4.8180395226;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";FJ non applicable;FJ non applicable;8219;40.202504402;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;961;4.7006456662;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;1;0.0048914107;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:19:29";="600100721";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;48;0.2347877128;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:16:26";="620100057";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;5404;19.576872917;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:26";="620100057";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;2;0.0072453268;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:26";="620100057";R: FJ à la charge de AMO;exonération du FJ;3834;13.889291407;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:26";="620100057";FJ non applicable;FJ non applicable;16977;61.501956238;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:26";="620100057";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1199;4.3435733952;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:16:26";="620100057";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;188;0.6810607158;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:23:04";="600101984";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;8054;25.663575821;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:04";="600101984";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;7;0.0223050696;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:04";="600101984";R: FJ à la charge de AMO;exonération du FJ;1729;5.509352197;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:04";="600101984";FJ non applicable;FJ non applicable;20005;63.744702546;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:04";="600101984";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1580;5.0345728579;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:23:04";="600101984";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;8;0.0254915081;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;6945;44.711259898;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;14;0.0901306895;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";R: FJ à la charge de AMO;exonération du FJ;1416;9.1160754523;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";FJ non applicable;FJ non applicable;6571;42.303482907;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;489;3.1481362261;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:36";="800000028";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;98;0.6309148265;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;8142;30.37493005;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;3;0.0111919418;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";R: FJ à la charge de AMO;exonération du FJ;2230;8.3193434061;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";FJ non applicable;FJ non applicable;15212;56.75060623;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;910;3.3948890132;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;2;0.0074612945;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:03:31";="590783239";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;306;1.1415780638;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:34";="590785374";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;1439;31.289410741;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:34";="590785374";R: FJ à la charge de AMO;exonération du FJ;3;0.0652315721;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:34";="590785374";FJ non applicable;FJ non applicable;3157;68.645357686;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;11317;25.457776578;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";L: FJ à la charge du régime Als-Mos;exonération du FJ;1;0.0022495164;2023.7;X020000063;01SEP23;16:55:02
