"champ";"statut";"annee";"periode";"date du resultat";"ipe";exotm;natass;tremb;taux;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 09:29:31";="590782652";3 : Soins particuliers exonérés;10 : Maladie;100;100%;237;2.7971202644;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:31";="590782652";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;2590;30.56768559;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:31";="590782652";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;676;7.9782839608;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:31";="590782652";9 : FSV ou FSI;10 : Maladie;90;80%;2;0.0236043904;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:31";="590782652";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;486;5.7358668712;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:31";="590782652";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;1;0.0118021952;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:31";="590782652";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;21;0.2478460994;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:31";="590782652";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;32;0.3776702467;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:49:10";="590780052";0 : Pas d'exonération;10 : Maladie;80;80%;613;47.190146266;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:10";="590780052";0 : Pas d'exonération;10 : Maladie;80;100%;1;0.0769822941;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:10";="590780052";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;476;36.643571978;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:10";="590780052";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;129;9.9307159353;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:10";="590780052";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;100;100%;68;5.2347959969;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:10";="590780052";9 : FSV ou FSI;10 : Maladie;90;80%;1;0.0769822941;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:10";="590780052";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;11;0.8468052348;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";0 : Pas d'exonération;10 : Maladie;80;80%;1213;35.908821788;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";0 : Pas d'exonération;10 : Maladie;80;90%;6;0.1776198934;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";0 : Pas d'exonération;30 : Maternité;100;100%;1;0.0296033156;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";0 : Pas d'exonération;41 : Accident du;100;100%;7;0.207223209;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;585;17.317939609;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";3 : Soins particuliers exonérés;10 : Maladie;100;100%;113;3.3451746596;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;1088;32.208407342;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0296033156;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;347;10.272350503;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;6;0.1776198934;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:11";="600100648";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;11;0.3256364713;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";0 : Pas d'exonération;10 : Maladie;80;80%;2325;32.974046235;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";0 : Pas d'exonération;10 : Maladie;80;90%;1;0.0141823855;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";0 : Pas d'exonération;41 : Accident du;100;100%;277;3.9285207772;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;2351;33.342788257;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;4;0.0567295419;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";3 : Soins particuliers exonérés;10 : Maladie;100;100%;22;0.3120124805;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;870;12.338675365;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0141823855;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;788;11.175719756;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;6;0.0850943129;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";9 : FSV ou FSI;10 : Maladie;90;80%;5;0.0709119274;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;6;0.0850943129;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;2;0.028364771;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;75;1.0636789108;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:54";="620000026";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;318;4.5099985818;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";0 : Pas d'exonération;10 : Maladie;80;80%;1131;32.868352223;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";0 : Pas d'exonération;10 : Maladie;80;90%;3;0.0871839582;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";0 : Pas d'exonération;30 : Maternité;100;100%;1;0.0290613194;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";0 : Pas d'exonération;41 : Accident du;100;100%;2;0.0581226388;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;9;0.2615518745;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;80%;1;0.0290613194;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;11;0.3196745132;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;100%;1;0.0290613194;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;1313;38.157512351;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0290613194;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;966;28.073234525;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:52";="620003350";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;100;100%;2;0.0581226388;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";0 : Pas d'exonération;10 : Maladie;80;80%;302;31.524008351;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";0 : Pas d'exonération;10 : Maladie;80;90%;1;0.1043841336;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";0 : Pas d'exonération;10 : Maladie;80;100%;1;0.1043841336;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;1;0.1043841336;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;100%;1;0.1043841336;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";3 : Soins particuliers exonérés;10 : Maladie;100;100%;28;2.9227557411;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";3 : Soins particuliers exonérés;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.1043841336;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;473;49.373695198;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.1043841336;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;92;9.6033402923;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;100;100%;48;5.0104384134;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";9 : FSV ou FSI;10 : Maladie;90;100%;1;0.1043841336;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;8;0.8350730689;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";0 : Pas d'exonération;10 : Maladie;80;80%;2065;22.519083969;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";0 : Pas d'exonération;10 : Maladie;80;90%;5;0.054525627;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";0 : Pas d'exonération;10 : Maladie;80;100%;1;0.0109051254;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";0 : Pas d'exonération;30 : Maternité;100;100%;645;7.0338058888;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";0 : Pas d'exonération;41 : Accident du;100;100%;23;0.2508178844;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;4;0.0436205016;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";3 : Soins particuliers exonérés;10 : Maladie;100;100%;6;0.0654307525;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";4 : Soins conformes au protocole ALD;10 : Maladie;100;0;171;1.8647764449;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;1564;17.05561614;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;767;8.3642311887;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;100;100%;547;5.9651035987;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";9 : FSV ou FSI;10 : Maladie;90;80%;29;0.3162486369;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";9 : FSV ou FSI;10 : Maladie;90;100%;4;0.0436205016;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;100;100%;2692;29.356597601;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0109051254;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";X: séjours non facturables, en attente de droits ou pb de codage;XX: séjours non facturables, en attente de droits ou pb de codage;;80%;1;0.0109051254;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;Non renseigné;19;0.2071973828;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;165;1.7993456925;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;12;0.1308615049;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;311;3.3914940022;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;1;0.0109051254;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;4;0.0436205016;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:25";="620025346";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;133;1.4503816794;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";0 : Pas d'exonération;10 : Maladie;80;80%;1127;36.133376082;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;1;0.0320615582;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";0 : Pas d'exonération;30 : Maternité;100;100%;1;0.0320615582;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";0 : Pas d'exonération;41 : Accident du;100;100%;1;0.0320615582;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;7;0.2244309073;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;80%;8;0.2564924655;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;1;0.0320615582;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;80%;2;0.0641231164;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";3 : Soins particuliers exonérés;10 : Maladie;100;100%;1;0.0320615582;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;1243;39.852516832;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;266;8.528374479;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:56";="590001749";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;100;100%;461;14.780378326;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";0 : Pas d'exonération;10 : Maladie;80;80%;258;23.47588717;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;1;0.0909918107;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";0 : Pas d'exonération;30 : Maternité;100;100%;1;0.0909918107;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";0 : Pas d'exonération;41 : Accident du;100;100%;1;0.0909918107;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;5;0.4549590537;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";3 : Soins particuliers exonérés;10 : Maladie;100;100%;15;1.3648771611;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;699;63.603275705;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:05";="590781670";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;119;10.828025478;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";0 : Pas d'exonération;10 : Maladie;80;80%;3579;15.270074238;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";0 : Pas d'exonération;10 : Maladie;80;90%;5;0.0213328782;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;3;0.0127997269;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;1;0.0042665756;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";0 : Pas d'exonération;30 : Maternité;100;100%;615;2.6239440225;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";0 : Pas d'exonération;41 : Accident du;100;100%;24;0.1023978155;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;1889;8.059561396;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0042665756;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";3 : Soins particuliers exonérés;10 : Maladie;100;100%;96;0.4095912621;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";3 : Soins particuliers exonérés;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0042665756;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;11437;48.796825668;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0085331513;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;1742;7.432374776;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0042665756;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;Non renseigné;43;0.1834627528;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;457;1.9498250704;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;12;0.0511989078;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;3453;14.732485707;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;23;0.0981312399;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:57";="020000261";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;54;0.2303950849;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";0 : Pas d'exonération;10 : Maladie;80;80%;6103;21.696469835;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";0 : Pas d'exonération;10 : Maladie;80;90%;11;0.0391055494;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;8;0.0284403996;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;1;0.0035550499;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";0 : Pas d'exonération;30 : Maternité;100;100%;860;3.0573429557;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";0 : Pas d'exonération;41 : Accident du;100;100%;104;0.3697251946;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;1948;6.9252372996;2023.7;X620100651;29AUG23;16:13:10
