"champ";"statut";"annee";"periode";"date du resultat";"ipe";parc_UM;ponder;ponder_cn;dms;age_moy;age_med;pct_homme;nb_um_rea;nb_um_si;nb_um_sc;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 16:13:53";="620100651";71 Obstétrique seule;16;16;4.75;28.375;28;0;0;0;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:53";="620100651";07A UHCD strutures des urgences générales;15;15;0.2;66.666666667;66;40;0;0;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:53";="620100651";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;11;11;20.181818182;81.636363636;86;54.545454545;0;0;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:53";="620100651";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);10;10;1.8;4.1663013699;1.101369863;30;0;0;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:53";="620100651";08 Soins et accompagnement des malades en phase terminale (unité de soins palliatifs);7;7;11.142857143;74.857142857;72;71.428571429;0;0;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:53";="620100651";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-02B Autres soins intensifs (hors UNV, USIC, néonatologie);7;7;8.5714285714;67.857142857;64;71.428571429;0;54;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;50;50;9.38;81.2;84;50;0;0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;34;34;8.9411764706;78.411764706;83.5;55.882352941;0;0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";07A UHCD strutures des urgences générales;17;17;0.5294117647;57.823529412;53;47.058823529;0;0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);10;10;10.3;67.6;71;60;0;0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";02A Soins intensifs en cardiologie = USIC-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;6;6;6;66;72;50;0;19;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;29.75;75.5;80;50;0;0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";07A UHCD strutures des urgences générales-02A Soins intensifs en cardiologie = USIC-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;2;2;11;78.5;78.5;100;0;14;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";07A UHCD strutures des urgences générales-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);2;2;8.5;75.5;75.5;50;0;0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";01A Réanimation adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;2;2;10;65;65;50;9;0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:50";="590780284";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-03A Soins surveillance continue adulte hors grands brûlés-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;39;76;76;0;0;0;2;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;45;45;11.711111111;79.511111111;84;53.333333333;0;0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;28;28;8.2857142857;82.214285714;86.5;60.714285714;0;0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";07A UHCD strutures des urgences générales;12;12;0.1666666667;70.5;73.5;33.333333333;0;0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;8.5;69.75;71;50;0;0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);2;2;4;78;78;50;0;0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";02A Soins intensifs en cardiologie = USIC;2;2;9.5;78.5;78.5;50;0;19;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;13;87;87;0;0;0;2;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-02A Soins intensifs en cardiologie = USIC-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;29;83;83;0;0;8;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";02A Soins intensifs en cardiologie = USIC-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;18;83;83;100;0;9;4;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:55";="020000287";07A UHCD strutures des urgences générales-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);1;1;6;84;84;0;0;0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";27 Médecine gériatrique;32;32;17.125;87.5625;88.5;31.25;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;29;29;12.172413793;64.137931034;67;62.068965517;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;16;16;14.75;69.4375;73.5;31.25;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";07A UHCD strutures des urgences générales-27 Médecine gériatrique;13;13;12.230769231;88.230769231;88;15.384615385;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";07A UHCD strutures des urgences générales;12;12;1;56.416666667;63;16.666666667;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";71 Obstétrique seule;6;6;4.6666666667;32.5;32;0;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;5;5;9.4;71.8;74;40;0;0;18;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);4;4;1;3.4616438356;0.3917808219;50;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";14A Soins surveillance continue pédiatrique hors grands brûlés;4;4;3.5;2.4184931507;0.3232876712;75;0;0;14;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:57";="590797353";07B UHCD strutures des urgences pédiatriques;3;3;1;3;4;66.666666667;0;0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;109;109;9.0366972477;76.211009174;78;56.880733945;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";07A UHCD strutures des urgences générales;44;44;0.7727272727;69.113636364;74;54.545454545;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);36;36;9.5555555556;66.444444444;68.5;44.444444444;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";27 Médecine gériatrique;27;27;14.666666667;87.407407407;88;40.740740741;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";27 Médecine gériatrique-27 Médecine gériatrique;22;22;20.818181818;88.863636364;90;22.727272727;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;15;15;16.266666667;61;66;73.333333333;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);14;14;1.4285714286;2.0530332681;0.3315068493;57.142857143;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-27 Médecine gériatrique;10;10;17.1;90.9;92.5;60;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";17 UNV hors SI;9;9;19.777777778;72.888888889;71;33.333333333;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:40";="590782421";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-27 Médecine gériatrique;6;6;14.333333333;87.166666667;87.5;16.666666667;0;0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:55";="800000051";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;14;14;11.357142857;80.642857143;81.5;42.857142857;0;0;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:16";="800000135";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;2;2;39;78.5;78.5;50;0;0;0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;78;78;10.512820513;72.846153846;73.5;51.282051282;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";27 Médecine gériatrique;53;53;17.943396226;87.037735849;87;39.622641509;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";07A UHCD strutures des urgences générales;18;18;0.5555555556;67.833333333;77;33.333333333;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);10;10;4.7;66;65.5;50;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";71 Obstétrique seule;9;9;4.1111111111;26.777777778;27;0;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";07A UHCD strutures des urgences générales-27 Médecine gériatrique;5;5;14.2;87.8;89;0;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;5;5;20;67.8;70;40;0;0;36;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;22.25;64.75;71.5;75;0;0;25;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;7.5;69.75;69;75;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:28";="590782165";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;3;3;15;72;70;66.666666667;0;0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;36;36;7.7777777778;76.138888889;76;44.444444444;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";07A UHCD strutures des urgences générales-27 Médecine gériatrique;20;20;16.5;86.8;88;30;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;17;17;11.117647059;79.529411765;84;52.941176471;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";27 Médecine gériatrique;14;14;15.142857143;87.857142857;87;35.714285714;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);12;12;6.75;71.166666667;72.5;50;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";07A UHCD strutures des urgences générales;11;11;1;77.272727273;73;54.545454545;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";40 Unité d'hospitalisation d'oncologie médicale;4;4;10.5;76.5;77;100;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";01A Réanimation adulte hors grands brûlés-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;3;3;15.666666667;55.666666667;56;66.666666667;20;0;11;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";08 Soins et accompagnement des malades en phase terminale (unité de soins palliatifs);3;3;4;77.333333333;77;33.333333333;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:28";="620101360";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);2;2;1;6.6767123288;6.6767123288;50;0;0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";27 Médecine gériatrique;26;26;11.807692308;86.038461538;85;15.384615385;0;0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;16;16;9.625;62.3125;66;43.75;0;0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;7;7;5.7142857143;69;73;14.285714286;0;0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);5;5;9.2;46.6;60;40;0;0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";07A UHCD strutures des urgences générales;4;4;0.5;28.562328767;26.068493151;75;0;0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";73 Gynécologie obstétrique indifférenciée;3;3;2.6666666667;32.666666667;33;0;0;0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";07A UHCD strutures des urgences générales-27 Médecine gériatrique;3;3;13.333333333;84;86;33.333333333;0;0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-27 Médecine gériatrique;2;2;8;91;91;0;0;0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";03A Soins surveillance continue adulte hors grands brûlés;2;2;10;88.5;88.5;50;0;0;20;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:05";="590781662";03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;2;2;31.5;63;63;50;0;0;18;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:51";="590781621";07A UHCD strutures des urgences générales-27 Médecine gériatrique;30;30;13;86.366666667;87;46.666666667;0;0;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:51";="590781621";07A UHCD strutures des urgences générales;26;26;0.5384615385;64.923076923;68;42.307692308;0;0;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:51";="590781621";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;13;13;11.923076923;69.923076923;71;69.230769231;0;0;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:51";="590781621";07A UHCD strutures des urgences générales-03A Soins surveillance continue adulte hors grands brûlés;7;7;8.5714285714;61.285714286;65;71.428571429;0;0;60;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:51";="590781621";27 Médecine gériatrique;5;5;8;81.4;85;60;0;0;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:51";="590781621";07A UHCD strutures des urgences générales-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;12.5;68.75;70.5;75;0;0;27;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:51";="590781621";19 Unité d'addictologie de recours et de référence;4;4;14;57;57;50;0;0;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:51";="590781621";07A UHCD strutures des urgences générales-03A Soins surveillance continue adulte hors grands brûlés-27 Médecine gériatrique;1;1;27;86;86;0;0;0;2;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:51";="590781621";07A UHCD strutures des urgences générales-27 Médecine gériatrique-03A Soins surveillance continue adulte hors grands brûlés-27 Médecine gériatrique;1;1;32;80;80;0;0;0;6;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:35";="590052056";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);2;2;3.5;69;69;50;0;0;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:35";="590052056";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-03A Soins surveillance continue adulte hors grands brûlés-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;19;59;59;100;0;0;5;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:35";="590052056";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-03A Soins surveillance continue adulte hors grands brûlés-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);1;1;11;64;64;100;0;0;9;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:34:49";="590781795";27 Médecine gériatrique;44;44;16.454545455;84.022727273;85;34.090909091;0;0;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:49";="590781795";27 Médecine gériatrique-27 Médecine gériatrique;1;1;35;91;91;0;0;0;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";27 Médecine gériatrique;17;17;21.647058824;85.823529412;86;29.411764706;0;0;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;14;14;6.9285714286;24.142857143;26;0;0;0;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";19 Unité d'addictologie de recours et de référence;4;4;7.5;46.75;43;100;0;0;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;76;76;10.092105263;72.236842105;73;59.210526316;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";27 Médecine gériatrique;44;44;13.181818182;86.681818182;86;36.363636364;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";07A UHCD strutures des urgences générales;34;34;1.0882352941;74.323529412;74.5;44.117647059;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);28;28;6.5714285714;68.321428571;71.5;35.714285714;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;22;22;14.681818182;66.545454545;70.5;40.909090909;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";07A UHCD strutures des urgences générales-27 Médecine gériatrique;21;21;13.952380952;88.142857143;88;19.047619048;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);9;9;1.8888888889;3.900152207;0.4794520548;55.555555556;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";02A Soins intensifs en cardiologie = USIC-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;8;8;10.375;69.875;66.5;75;0;28;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-02B Autres soins intensifs (hors UNV, USIC, néonatologie)-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);5;5;18.2;80.2;87;40;0;22;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);5;5;11.8;69.6;76;40;0;0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;83;83;10.156626506;71.34939759;74;54.21686747;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";07A UHCD strutures des urgences générales;41;41;0.8048780488;75.024390244;76;34.146341463;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";27 Médecine gériatrique;31;31;16.806451613;87.032258065;86;45.161290323;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);30;30;8.2333333333;66;70.5;43.333333333;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;27;27;12.740740741;76.740740741;77;66.666666667;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";07A UHCD strutures des urgences générales-27 Médecine gériatrique;13;13;14.384615385;88.538461538;89;46.153846154;0;0;0;2023.7;X620103440;31AUG23;10:37:57
