"champ";"statut";"annee";"periode";"date du resultat";"ipe";exotm;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";4 : Soins conformes au protocole ALD;699;63.603275705;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";5 : Assuré ou bénéficiaire exonéré (régime exonérant);119;10.828025478;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";0 : Pas d'exonération;4302;17.856549892;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";1 : Soins en rapport avec K>60 ou montant>120¤;1890;7.8449277769;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";3 : Soins particuliers exonérés;217;0.9007139299;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";4 : Soins conformes au protocole ALD;11441;47.48879296;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";5 : Assuré ou bénéficiaire exonéré (régime exonérant);1745;7.2430682384;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";X: séjours non facturables, en attente de droits ou pb de codage;450;1.8678399469;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";Nouveaux-nés, radiothérapie ou prélèvement d'organes;3970;16.478499087;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";Séjours en attente de taux de prise en charge;77;0.3196081687;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";0 : Pas d'exonération;7943;26.86259258;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";1 : Soins en rapport avec K>60 ou montant>120¤;1950;6.5947444959;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";2 : Soins relatifs à un séjour > 30 jours;5;0.0169096013;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";3 : Soins particuliers exonérés;1847;6.2464067097;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";4 : Soins conformes au protocole ALD;12731;43.055226758;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";5 : Assuré ou bénéficiaire exonéré (régime exonérant);4124;13.947039129;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";9 : FSV ou FSI;44;0.1488044912;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";X: séjours non facturables, en attente de droits ou pb de codage;261;0.8826811864;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";Nouveaux-nés, radiothérapie ou prélèvement d'organes;643;2.1745747235;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";Séjours en attente de taux de prise en charge;21;0.0710203253;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";0 : Pas d'exonération;3;0.0135513597;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";4 : Soins conformes au protocole ALD;16;0.0722739181;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";X: séjours non facturables, en attente de droits ou pb de codage;1;0.0045171199;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";Nouveaux-nés, radiothérapie ou prélèvement d'organes;22118;99.909657602;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";0 : Pas d'exonération;3935;23.799443571;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";2 : Soins relatifs à un séjour > 30 jours;3;0.0181444297;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";3 : Soins particuliers exonérés;9;0.054433289;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";4 : Soins conformes au protocole ALD;7501;45.367122293;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";5 : Assuré ou bénéficiaire exonéré (régime exonérant);1856;11.225353816;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10;0.0604814322;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;3136;18.966977138;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";X: séjours non facturables, en attente de droits ou pb de codage;25;0.1512035805;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";Séjours en attente de taux de prise en charge;59;0.35684045;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";0 : Pas d'exonération;2107;37.517806268;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";1 : Soins en rapport avec K>60 ou montant>120¤;722;12.856125356;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";3 : Soins particuliers exonérés;270;4.8076923077;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";4 : Soins conformes au protocole ALD;1744;31.054131054;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";5 : Assuré ou bénéficiaire exonéré (régime exonérant);448;7.9772079772;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";9 : FSV ou FSI;3;0.0534188034;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";X: séjours non facturables, en attente de droits ou pb de codage;27;0.4807692308;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";Nouveaux-nés, radiothérapie ou prélèvement d'organes;280;4.9857549858;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:33";="020000287";Séjours en attente de taux de prise en charge;15;0.2670940171;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";0 : Pas d'exonération;13020;42.795161714;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";2 : Soins relatifs à un séjour > 30 jours;8;0.0262950302;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";3 : Soins particuliers exonérés;50;0.164343939;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";4 : Soins conformes au protocole ALD;10367;34.075072311;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";5 : Assuré ou bénéficiaire exonéré (régime exonérant);1429;4.6969497765;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;6;0.0197212727;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;4053;13.321719695;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";X: séjours non facturables, en attente de droits ou pb de codage;239;0.7855640284;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1207;3.9672626874;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";Séjours en attente de taux de prise en charge;45;0.1479095451;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";0 : Pas d'exonération;9807;22.523598447;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";1 : Soins en rapport avec K>60 ou montant>120¤;3730;8.5666383409;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";3 : Soins particuliers exonérés;716;1.6444270917;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";4 : Soins conformes au protocole ALD;22502;51.680025723;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";5 : Assuré ou bénéficiaire exonéré (régime exonérant);2860;6.5685216233;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";9 : FSV ou FSI;1;0.0022966859;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";X: séjours non facturables, en attente de droits ou pb de codage;1275;2.9282744999;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1873;4.3016926575;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:11";="590782421";Séjours en attente de taux de prise en charge;777;1.7845249305;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";0 : Pas d'exonération;174;32.523364486;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";1 : Soins en rapport avec K>60 ou montant>120¤;3;0.5607476636;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";4 : Soins conformes au protocole ALD;241;45.046728972;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";5 : Assuré ou bénéficiaire exonéré (régime exonérant);98;18.317757009;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;2;0.3738317757;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";9 : FSV ou FSI;3;0.5607476636;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";Séjours en attente de taux de prise en charge;14;2.6168224299;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";0 : Pas d'exonération;15;7.8947368421;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";1 : Soins en rapport avec K>60 ou montant>120¤;4;2.1052631579;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";2 : Soins relatifs à un séjour > 30 jours;2;1.0526315789;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";4 : Soins conformes au protocole ALD;162;85.263157895;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";5 : Assuré ou bénéficiaire exonéré (régime exonérant);3;1.5789473684;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";X: séjours non facturables, en attente de droits ou pb de codage;1;0.5263157895;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";Séjours en attente de taux de prise en charge;3;1.5789473684;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";0 : Pas d'exonération;3638;31.362068966;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";1 : Soins en rapport avec K>60 ou montant>120¤;2951;25.439655172;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";3 : Soins particuliers exonérés;201;1.7327586207;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";4 : Soins conformes au protocole ALD;2920;25.172413793;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";5 : Assuré ou bénéficiaire exonéré (régime exonérant);1294;11.155172414;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";9 : FSV ou FSI;1;0.0086206897;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";X: séjours non facturables, en attente de droits ou pb de codage;100;0.8620689655;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";Nouveaux-nés, radiothérapie ou prélèvement d'organes;492;4.2413793103;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";Séjours en attente de taux de prise en charge;3;0.025862069;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";0 : Pas d'exonération;6293;40.151853506;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";1 : Soins en rapport avec K>60 ou montant>120¤;2054;13.105340394;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";3 : Soins particuliers exonérés;226;1.4419702673;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";4 : Soins conformes au protocole ALD;4789;30.555732789;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";5 : Assuré ou bénéficiaire exonéré (régime exonérant);1493;9.5259363236;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";9 : FSV ou FSI;9;0.0574235947;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";X: séjours non facturables, en attente de droits ou pb de codage;140;0.8932559178;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";Nouveaux-nés, radiothérapie ou prélèvement d'organes;624;3.9813692337;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";Séjours en attente de taux de prise en charge;45;0.2871179736;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";0 : Pas d'exonération;1426;41.598599767;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";3 : Soins particuliers exonérés;70;2.0420070012;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";4 : Soins conformes au protocole ALD;849;24.766627771;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";5 : Assuré ou bénéficiaire exonéré (régime exonérant);247;7.2053675613;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;432;12.60210035;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";X: séjours non facturables, en attente de droits ou pb de codage;23;0.6709451575;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";Nouveaux-nés, radiothérapie ou prélèvement d'organes;339;9.8891481914;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";Séjours en attente de taux de prise en charge;42;1.2252042007;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";0 : Pas d'exonération;2534;57.827476038;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";1 : Soins en rapport avec K>60 ou montant>120¤;12;0.2738475582;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";2 : Soins relatifs à un séjour > 30 jours;2;0.0456412597;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";3 : Soins particuliers exonérés;2;0.0456412597;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";4 : Soins conformes au protocole ALD;1027;23.436786855;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";5 : Assuré ou bénéficiaire exonéré (régime exonérant);393;8.9685075308;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;19;0.4335919671;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";X: séjours non facturables, en attente de droits ou pb de codage;13;0.296668188;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";Nouveaux-nés, radiothérapie ou prélèvement d'organes;204;4.6554084893;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:25";="590781621";Séjours en attente de taux de prise en charge;176;4.0164308535;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";0 : Pas d'exonération;1843;18.539382356;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";2 : Soins relatifs à un séjour > 30 jours;2;0.0201187003;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";3 : Soins particuliers exonérés;4;0.0402374007;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";4 : Soins conformes au protocole ALD;2725;27.411729202;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";5 : Assuré ou bénéficiaire exonéré (régime exonérant);332;3.3397042551;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";7 : Soins dispensés en risque maladie et exonérés dans le cadre d'un dispositif de prévention;591;5.9450759481;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;4095;41.19303893;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";X: séjours non facturables, en attente de droits ou pb de codage;4;0.0402374007;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";Nouveaux-nés, radiothérapie ou prélèvement d'organes;338;3.4000603561;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";Séjours en attente de taux de prise en charge;7;0.0704154512;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:33:47";="590781795";0 : Pas d'exonération;287;33.102652826;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:47";="590781795";1 : Soins en rapport avec K>60 ou montant>120¤;4;0.461361015;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:47";="590781795";2 : Soins relatifs à un séjour > 30 jours;1;0.1153402537;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:47";="590781795";3 : Soins particuliers exonérés;22;2.5374855825;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:47";="590781795";4 : Soins conformes au protocole ALD;450;51.903114187;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:47";="590781795";5 : Assuré ou bénéficiaire exonéré (régime exonérant);97;11.188004614;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:47";="590781795";X: séjours non facturables, en attente de droits ou pb de codage;4;0.461361015;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:47";="590781795";Séjours en attente de taux de prise en charge;2;0.2306805075;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:44";="620100677";0 : Pas d'exonération;1387;42.874806801;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:44";="620100677";3 : Soins particuliers exonérés;11;0.3400309119;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:44";="620100677";4 : Soins conformes au protocole ALD;1397;43.183925811;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:44";="620100677";5 : Assuré ou bénéficiaire exonéré (régime exonérant);436;13.477588872;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:44";="620100677";X: séjours non facturables, en attente de droits ou pb de codage;4;0.1236476043;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";0 : Pas d'exonération;5997;17.782588068;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";1 : Soins en rapport avec K>60 ou montant>120¤;5;0.0148262365;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";2 : Soins relatifs à un séjour > 30 jours;6;0.0177914838;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";3 : Soins particuliers exonérés;7497;22.23045902;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";4 : Soins conformes au protocole ALD;10316;30.589491164;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";5 : Assuré ou bénéficiaire exonéré (régime exonérant);3410;10.111493299;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;19;0.0563396987;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";9 : FSV ou FSI;356;1.0556280394;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;4437;13.156802277;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";X: séjours non facturables, en attente de droits ou pb de codage;540;1.6012335429;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1118;3.3151464832;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:17";="590781415";Séjours en attente de taux de prise en charge;23;0.0682006879;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";0 : Pas d'exonération;5413;11.556115369;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";1 : Soins en rapport avec K>60 ou montant>120¤;2;0.0042697637;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";2 : Soins relatifs à un séjour > 30 jours;17;0.0362929912;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";3 : Soins particuliers exonérés;15517;33.126961423;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";4 : Soins conformes au protocole ALD;14308;30.545889285;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";5 : Assuré ou bénéficiaire exonéré (régime exonérant);5668;12.100510237;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;8;0.0170790547;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";9 : FSV ou FSI;177;0.3778740847;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;4567;9.7500053372;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";X: séjours non facturables, en attente de droits ou pb de codage;541;1.1549710724;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";Nouveaux-nés, radiothérapie ou prélèvement d'organes;622;1.3278965009;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:18";="620103440";Séjours en attente de taux de prise en charge;1;0.0021348818;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:19";="800000085";0 : Pas d'exonération;615;40.945406125;2023.7;X800000085;31AUG23;11:13:08
