"champ";"statut";"annee";"periode";"date du resultat";"ipe";diag;ponder;ponder_cn;dms;dur_med;age_moy;age_med;pct_homme;pct_rea;pct_sc;pct_si;sej_rea;moy_rea;med_rea;moy_age;med_age;pct_homme_rea;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";U0710;39;39;7.8717948718;5;76.143097998;83;43.58974359;7.6923076923;2.5641025641;0;3;6.6666666667;8;79.333333333;79;66.666666667;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";U0712;3;3;3;3;85.666666667;85;66.666666667;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";U0714;22;22;9.1363636364;8.5;78.954545455;85;63.636363636;4.5454545455;0;0;1;6;6;78;78;100;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:27";="620101360";Total;64;64;8.078125;6;77.555950342;83.5;51.5625;6.25;1.5625;0;4;6.5;7;79;78.5;75;Tous diagnostics;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";U0710;28;28;9.5357142857;8.5;71.401761252;77;28.571428571;0;7.1428571429;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";U0714;1;1;10;10;73;73;0;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";Total;29;29;9.5517241379;9;71.456872933;76;27.586206897;0;6.8965517241;0;0;;;;;;Tous diagnostics;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:48";="590781621";U0710;15;15;6.7333333333;7;79.533333333;79;33.333333333;0;0;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:48";="590781621";U0714;16;16;4.5;1;73.5625;74.5;50;0;6.25;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:48";="590781621";Total;31;31;5.5806451613;5;76.451612903;79;41.935483871;0;3.2258064516;0;0;;;;;;Tous diagnostics;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";U0710;1;1;2;2;67;67;100;0;0;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";Total;1;1;2;2;67;67;100;0;0;0;0;;;;;;Tous diagnostics;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:34:47";="590781795";U0710;3;3;9.3333333333;8;89.333333333;89;0;0;0;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:47";="590781795";U0712;1;1;4;4;92;92;0;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:47";="590781795";U0714;2;2;20;20;84;84;50;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:47";="590781795";Total;6;6;12;10.5;88;88;16.666666667;0;0;0;0;;;;;;Tous diagnostics;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";U0710;2;2;12.5;12.5;84;84;0;0;0;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:03";="620100677";Total;2;2;12.5;12.5;84;84;0;0;0;0;0;;;;;;Tous diagnostics;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";U0710;60;60;5.55;4;69.438538813;73.5;60;1.6666666667;1.6666666667;1.6666666667;1;6;6;71;71;0;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";U0712;3;3;2.3333333333;1;70.666666667;71;100;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";U0714;26;26;4.4615384615;3;69.444889357;79.5;46.153846154;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:42";="590781415";Total;89;89;5.1235955056;4;69.481791596;76;57.303370787;1.1235955056;1.1235955056;1.1235955056;1;6;6;71;71;0;Tous diagnostics;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0710;116;116;7.9913793103;5;69.979570146;76.5;51.724137931;4.3103448276;7.7586206897;0;5;6.2;5;64.6;72;20;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0711;1;1;1;1;86;86;0;0;0;0;0;;;;;;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0712;6;6;5.8333333333;5.5;60;63;50;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0714;17;17;7.8823529412;5;66.367767929;80;41.176470588;0;5.8823529412;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0715;1;1;7;7;70;70;100;0;0;0;0;;;;;;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";Total;141;141;7.829787234;5;69.233207034;76;50.354609929;3.5460992908;7.0921985816;0;5;6.2;5;64.6;72;20;Tous diagnostics;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";U0710;29;29;8.7586206897;7;79.655172414;81;62.068965517;0;0;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";U0712;1;1;10;10;74;74;0;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";U0714;3;3;10.666666667;10;78;81;66.666666667;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:39";="800000085";Total;33;33;8.9696969697;7;79.333333333;81;60.606060606;0;0;0;0;;;;;;Tous diagnostics;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:48:19";="590780193";U0710;201;201;8.5373134328;5;64.861609759;73;55.721393035;5.4726368159;6.4676616915;12.437810945;11;13.272727273;9;54.909090909;59;72.727272727;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:19";="590780193";U0711;3;3;8.6666666667;4;67.666666667;69;100;0;33.333333333;0;0;;;;;;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:19";="590780193";U0712;4;4;1.25;1;29.75;23;25;0;25;25;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:19";="590780193";U0714;43;43;3.4418604651;1;51.396686843;72;48.837209302;0;4.6511627907;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:19";="590780193";U0715;1;1;0;0;13;13;100;0;0;0;0;;;;;;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:19";="590780193";Total;252;252;7.5198412698;3;61.834290063;73;54.761904762;4.3650793651;6.746031746;10.317460317;11;13.272727273;9;54.909090909;59;72.727272727;Tous diagnostics;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:25";="020004404";U0710;73;73;14.123287671;9;79.273972603;81;38.356164384;5.4794520548;2.7397260274;2.7397260274;4;17.5;18;73.25;76;75;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:25";="020004404";U0711;5;5;6.6;5;75.6;82;60;0;0;0;0;;;;;;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:25";="020004404";U0714;6;6;5.1666666667;0;60.666666667;59;33.333333333;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:25";="020004404";Total;84;84;13.035714286;8.5;77.726190476;81;39.285714286;4.7619047619;2.380952381;2.380952381;4;17.5;18;73.25;76;75;Tous diagnostics;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:52";="590781605";U0710;49;49;11.673469388;11;75.897959184;79;51.020408163;8.1632653061;4.0816326531;0;4;11;8;71.75;72;100;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:52";="590781605";U0712;1;1;8;8;82;82;0;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:52";="590781605";U0714;24;24;8.0833333333;8;70.583333333;79;62.5;4.1666666667;4.1666666667;0;1;10;10;79;79;100;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:52";="590781605";Total;74;74;10.459459459;9;74.256756757;79;54.054054054;6.7567567568;4.0540540541;0;5;10.8;10;73.2;78;100;Tous diagnostics;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:20";="590781811";Total;;;;0;;0;;;;;;;0;;0;;Tous diagnostics;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:54";="800000093";U0710;19;19;8.2631578947;6;81.947368421;82;68.421052632;0;5.2631578947;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:54";="800000093";U0712;1;1;3;3;88;88;100;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:54";="800000093";U0714;5;5;6.8;4;69.8;83;20;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:54";="800000093";Total;25;25;7.76;6;79.76;83;60;0;4;0;0;;;;;;Tous diagnostics;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:31";="600100713";U0710;51;51;10.823529412;7;62.549073328;78;56.862745098;7.8431372549;1.9607843137;0;4;37;44.5;59;63.5;50;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:31";="600100713";U0714;14;14;3.3571428571;2;34.792367906;15;50;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:31";="600100713";Total;65;65;9.2153846154;6;56.570706006;76;55.384615385;6.1538461538;1.5384615385;0;4;37;44.5;59;63.5;50;Tous diagnostics;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:42";="020000048";Total;;;;0;;0;;;;;;;0;;0;;Tous diagnostics;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:59";="590782215";U0710;143;143;7.6573426573;5;71.883360475;80;53.846153846;0;4.1958041958;2.7972027972;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:59";="590782215";U0712;6;6;9.8333333333;7.5;78.166666667;85.5;33.333333333;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:59";="590782215";U0714;66;66;5.7424242424;4;45.762141968;66;42.424242424;0;0;6.0606060606;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:59";="590782215";Total;215;215;7.1302325581;5;64.040101943;75;49.76744186;0;2.7906976744;3.7209302326;0;;;;;;Tous diagnostics;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:03";="620100685";U0710;80;80;8.9125;6;71.317465753;74;52.5;3.75;16.25;0;3;10;9;44.722374429;61;66.666666667;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:03";="620100685";U0711;2;2;1;1;69.5;69.5;0;0;0;0;0;;;;;;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:03";="620100685";U0712;3;3;12;7;83;81;33.333333333;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:03";="620100685";U0714;29;29;1.7931034483;1;52.355880964;72;44.827586207;0;17.24137931;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:03";="620100685";U0715;1;1;1;1;30;30;0;0;0;0;0;;;;;;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:03";="620100685";Total;115;115;6.9913043478;4;66.449720071;74;48.695652174;2.6086956522;15.652173913;0;3;10;9;44.722374429;61;66.666666667;Tous diagnostics;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:53";="800000069";U0710;26;26;6.8461538462;6;84.692307692;89;30.769230769;0;0;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:53";="800000069";U0714;5;5;5.8;7;82.2;82;40;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:53";="800000069";Total;31;31;6.6774193548;6;84.290322581;86;32.258064516;0;0;0;0;;;;;;Tous diagnostics;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:49";="020000071";U0710;2;2;20.5;20.5;91.5;91.5;50;0;0;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:49";="020000071";Total;2;2;20.5;20.5;91.5;91.5;50;0;0;0;0;;;;;;Tous diagnostics;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";U0710;73;73;9.5890410959;8;73.106924376;81;57.534246575;4.1095890411;0;0;3;11.333333333;7;65.333333333;67;100;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";U0712;6;6;1.1666666667;1;69;74;66.666666667;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";U0714;20;20;10.3;5;66.265753425;83.5;70;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:52";="600100721";Total;99;99;9.2222222222;7;71.475965131;81;60.606060606;3.0303030303;0;0;3;11.333333333;7;65.333333333;67;100;Tous diagnostics;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:46";="620100057";U0710;43;43;8.3720930233;4;58.108824466;72;74.418604651;11.627906977;13.953488372;4.6511627907;5;12.6;4;71.8;73;60;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:46";="620100057";U0711;21;21;12.666666667;13;87.238095238;88;42.857142857;0;0;0;0;;;;;;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:46";="620100057";U0712;1;1;6;6;57;57;100;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:46";="620100057";U0714;35;35;4.4;2;49.534559687;68;54.285714286;0;20;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:46";="620100057";U0715;4;4;12.5;12.5;85;86;0;0;0;0;0;;;;;;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:46";="620100057";Total;104;104;8.0384615385;5.5;62.12874078;76;58.653846154;4.8076923077;12.5;1.9230769231;5;12.6;4;71.8;73;60;Tous diagnostics;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";U0710;98;98;9.9591836735;5;62.499440872;79.5;60.204081633;2.0408163265;4.0816326531;1.0204081633;2;64.5;64.5;66.5;66.5;100;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";U0712;1;1;4;4;57;57;0;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";U0714;23;23;3.6086956522;2;37.165098273;15;39.130434783;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:36";="600101984";Total;122;122;8.7131147541;4;57.678216932;77;55.737704918;1.6393442623;3.2786885246;0.8196721311;2;64.5;64.5;66.5;66.5;100;Tous diagnostics;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:08:01";="800000028";U0710;108;108;10.175925926;8;76.538127854;78.5;50;7.4074074074;4.6296296296;0;8;10.125;10;66.375;67;75;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:01";="800000028";U0712;2;2;3;3;67.5;67.5;100;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:01";="800000028";U0714;24;24;7.0416666667;4.5;65.553424658;79.5;66.666666667;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:08:01";="800000028";Total;134;134;9.5074626866;8;74.435820896;78;53.731343284;5.9701492537;3.7313432836;0;8;10.125;10;66.375;67;75;Tous diagnostics;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";U0710;92;92;10.347826087;7;70.624151281;77.5;52.173913043;10.869565217;11.956521739;0;10;11.2;10.5;63.4;64;50;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";U0711;1;1;2;2;0.1342465753;0.1342465753;0;0;0;0;0;;;;;;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";U0712;3;3;1.3333333333;1;64.333333333;73;100;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";U0714;14;14;3.6428571429;2.5;53.616634051;72.5;50;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";U0715;1;1;1;1;0.0493150685;0.0493150685;0;0;0;0;0;;;;;;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:52";="590783239";Total;111;111;9.0990990991;6;67.038183389;77;52.252252252;9.009009009;9.9099099099;0;10;11.2;10.5;63.4;64;50;Tous diagnostics;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:13:08";="590785374";U0710;19;19;6.4210526316;5;69;67;42.105263158;0;0;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:08";="590785374";U0714;1;1;3;3;42;42;100;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:13:08";="590785374";Total;20;20;6.25;5;67.65;65;45;0;0;0;0;;;;;;Tous diagnostics;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:49";="020000063";U0710;71;71;9.4507042254;7;65.654717345;76;53.521126761;14.084507042;7.0422535211;0;10;13.6;16.5;62.2;64;80;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:49";="020000063";U0714;47;47;3.1489361702;2;44.731856602;64;53.191489362;0;0;2.1276595745;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:49";="020000063";Total;118;118;6.9406779661;4;57.321035524;73;53.389830508;8.4745762712;4.2372881356;0.8474576271;10;13.6;16.5;62.2;64;80;Tous diagnostics;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:18";="590000188";U0710;3;3;7.3333333333;1;49;61;0;0;0;0;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:18";="590000188";U0714;1;1;0;0;73;73;0;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:18";="590000188";Total;4;4;5.5;0.5;55;63.5;0;0;0;0;0;;;;;;Tous diagnostics;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:28";="620103432";U0710;49;49;9.7959183673;8;67.503550461;75;69.387755102;14.285714286;0;0;7;16.428571429;10;68.571428571;69;71.428571429;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:28";="620103432";U0712;1;1;1;1;86;86;100;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620103432;04SEP23;15:53:55
