finess;vide...2;finess_rs;vide...4;rs;statut;hprox;label_statut;valo_2022;valo_2023;vide...11;LAST_YEAR_Valo;YEAR_Valo;evolution;vide...15;vol_sej_hors_GHSi_22;vol_sej_hors_GHSi_23;vide...18;Nb_sej_2023_M8;Nb_sej_2024_M8;Evolution_vol_sej;vide...22;regul_ass_mal_23;vide...24;Mnt_ref_23
600010862;;600010862-SAS CENTRE CHIRURGICAL DE CHANTILLY;;SAS CENTRE CHIRURGICAL DE CHANTILLY;OQN;0;OQN;-0,02015188856658261;0,09721926885061648;;NA;NA;NA;;0,055538366336633699;0,12128712871287101;;4731;4887;0,03297400126823082;;NA;;5716606,00000
590780342;;590780342-CLINIQUE AMBROISE PARE;;CLINIQUE AMBROISE PARE;OQN;0;OQN;0,17471642123788927;0,26085255614444730;;NA;NA;NA;;0,219420832733036003;0,30168563607549298;;5782;5928;0,02525077827741266;;NA;;5547442,00000
620100750;;620100750-CLINIQUE AMBROISE PARE;;CLINIQUE AMBROISE PARE;OQN;0;OQN;0,03926537309242054;0,10747928226498361;;NA;NA;NA;;0,121698113207547004;0,18840970350404301;;5896;6397;0,08497286295793759;;NA;;5547442,00000
020000360;;020000360-CLINIQUE COURLANCY SOISSONS;;CLINIQUE COURLANCY SOISSONS;OQN;0;OQN;-0,01246679890145436;-0,10912365320784996;;NA;NA;NA;;-0,067124105011933194;-0,16258949880668300;;3740;3580;-0,04278074866310160;;400807,6753631644;;5247097,00000
620100487;;620100487-CLINIQUE DES ACACIAS;;CLINIQUE DES ACACIAS;OQN;0;OQN;-0,17855894762153271;-0,22553731392614987;;NA;NA;NA;;-0,086872212526662801;-0,11363195656389399;;2976;2759;-0,07291666666666667;;815694,2852483331;;5166673,00000
590781571;;590781571-CLINIQUE DU CAMBRESIS;;CLINIQUE DU CAMBRESIS;OQN;0;OQN;-0,00663782080695314;-0,00504624307803863;;NA;NA;NA;;0,066508937960042105;0,09595162986330180;;2746;2537;-0,07611070648215586;;17351,3836955046;;4912108,00000
590780094;;590780094-CENTRE LEONARD DE VINCI;;CENTRE LEONARD DE VINCI;OQN;0;OQN;0,06745274367513775;0,11090919177007377;;NA;NA;NA;;-0,010752688172042999;0,05913978494623660;;1132;1518;0,34098939929328620;;NA;;4347676,00000
590813176;;590813176-CLINIQUE DES HETRES;;CLINIQUE DES HETRES;OQN;0;OQN;-0,04091112730614999;0,00243476727294514;;NA;NA;NA;;-0,161224489795917997;-0,11224489795918401;;2831;3074;0,08583539385376192;;NA;;3596608,00000
800018491;;800018491-IOP SOPP AMIENS;;IOP SOPP AMIENS;OQN;0;OQN;0,35533657424720982;0,49435795621130518;;NA;NA;NA;;0,391591096455070009;0,51360263808738704;;3481;4157;0,19419706980752657;;NA;;2908064,00000
590782546;;590782546-SAS CLINIQUE DE VILLENEUVE D'ASCQ;;SAS CLINIQUE DE VILLENEUVE D'ASCQ;OQN;0;OQN;0,04544937326872014;-0,13154533264328563;;NA;NA;NA;;0,056129985228951303;0,28537666174298398;;2653;2893;0,09046362608367886;;NA;;2879968,00000
590790655;;590790655-SAINT ROCH CHIRURGIE;;SAINT ROCH CHIRURGIE;OQN;0;OQN;0,25126418227225328;0,92762690783133073;;NA;NA;NA;;0,723071046600457956;1,73453017570665002;;4574;5257;0,14932225623087014;;NA;;2818573,00000
590782256;;590782256-NOUVELLE CLINIQUE DES DENTELLIERES;;NOUVELLE CLINIQUE DES DENTELLIERES;OQN;0;OQN;0,23769166098366842;0,43012189136058665;;NA;NA;NA;;0,225505443234837011;0,39502332814930002;;675;0;0,00000000000000000;;NA;;2791741,00000
590806360;;590806360-CLINIQUE DE LA MITTERIE;;CLINIQUE DE LA MITTERIE;OQN;0;OQN;-0,22445290559761263;-0,21489477540823609;;NA;NA;NA;;-0,382046297932497003;-0,32037462449196003;;2337;3528;0,50962772785622590;;414227,0645867055;;2753687,00000
600013999;;600013999-CENTRE CHIRURGICAL;;CENTRE CHIRURGICAL;OQN;0;OQN;0,44136237366087294;0,59603959377171789;;NA;NA;NA;;0,545942080800858154;0,63389345727565249;;3101;2742;-0,11576910673976137;;NA;;1219646,00000
620116046;;620116046-SAS CLINIQUE CHIR. DES 7 VALLEES;;SAS CLINIQUE CHIR. DES 7 VALLEES;OQN;0;OQN;0,56275058098231456;0,82252287153848080;;NA;NA;NA;;0,459821428571428992;0,62152777777777801;;2087;2028;-0,02827024436990896;;NA;;1119944,00000
600100184;;600100184-CLINIQUE DU VALOIS;;CLINIQUE DU VALOIS;OQN;0;OQN;-0,41896510202674792;-0,52523754847405291;;NA;NA;NA;;-0,742890995260664044;-0,72393364928909998;;142;202;0,42253521126760563;;377376,7181567607;;1026411,00000
590817839;;590817839-CLINIQUE DU VAL DE LYS;;CLINIQUE DU VAL DE LYS;OQN;0;OQN;-0,49583927463444499;-0,42328506200341570;;NA;NA;NA;;-0,808823529411765052;-0,76470588235294101;;5;37;6,40000000000000036;;19979,1819120798;;67429,00000
