"champ";"statut";"annee";"periode";"date du resultat";"ipe";natass;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";13 : Maladie Régime Local Alsace-Moselle;6;0.060356101;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";30 : Maternité;381;3.8326124132;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";41 : Accident du;3;0.0301780505;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";90 : Prévention;591;5.9450759481;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";XX: séjours non facturables, en attente de droits ou pb de codage;4;0.0402374007;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";Nouveaux-nés, radiothérapie ou prélèvement d'organes;338;3.4000603561;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";Séjours en attente de taux de prise en charge;7;0.0704154512;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";10 : Maladie;861;99.307958478;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";XX: séjours non facturables, en attente de droits ou pb de codage;4;0.461361015;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";Séjours en attente de taux de prise en charge;2;0.2306805075;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:45";="620100677";10 : Maladie;3225;99.690880989;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:45";="620100677";41 : Accident du;6;0.1854714065;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:45";="620100677";XX: séjours non facturables, en attente de droits ou pb de codage;4;0.1236476043;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";10 : Maladie;30815;91.3740956;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";13 : Maladie Régime Local Alsace-Moselle;11;0.0326177203;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";20;5;0.0148262365;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";30 : Maternité;1271;3.7688293204;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";41 : Accident du;59;0.1749495908;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";XX: séjours non facturables, en attente de droits ou pb de codage;422;1.2513343613;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1118;3.3151464832;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";Séjours en attente de taux de prise en charge;23;0.0682006879;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";10 : Maladie;45113;96.31092419;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";13 : Maladie Régime Local Alsace-Moselle;27;0.0576418095;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";20;6;0.012809291;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";30 : Maternité;658;1.404752247;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";41 : Accident du;102;0.2177579471;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";XX: séjours non facturables, en attente de droits ou pb de codage;312;0.6660831323;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";Nouveaux-nés, radiothérapie ou prélèvement d'organes;622;1.3278965009;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";Séjours en attente de taux de prise en charge;1;0.0021348818;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";10 : Maladie;1408;93.741677763;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";XX: séjours non facturables, en attente de droits ou pb de codage;12;0.7989347537;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";Séjours en attente de taux de prise en charge;82;5.4593874834;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";10 : Maladie;120776;90.81380223;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";13 : Maladie Régime Local Alsace-Moselle;143;0.1075244562;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";30 : Maternité;4251;3.1964088335;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";41 : Accident du;714;0.5368703616;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";XX: séjours non facturables, en attente de droits ou pb de codage;3806;2.8618047566;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";Nouveaux-nés, radiothérapie ou prélèvement d'organes;3299;2.4805816848;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";Séjours en attente de taux de prise en charge;4;0.0030076771;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";10 : Maladie;8265;89.64208243;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";13 : Maladie Régime Local Alsace-Moselle;5;0.0542299349;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";30 : Maternité;463;5.021691974;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";41 : Accident du;27;0.2928416486;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";XX: séjours non facturables, en attente de droits ou pb de codage;150;1.6268980477;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";Nouveaux-nés, radiothérapie ou prélèvement d'organes;309;3.3514099783;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";Séjours en attente de taux de prise en charge;1;0.010845987;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";10 : Maladie;13260;93.558173993;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";13 : Maladie Régime Local Alsace-Moselle;5;0.0352783462;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";30 : Maternité;413;2.9139913921;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";41 : Accident du;44;0.3104494461;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";XX: séjours non facturables, en attente de droits ou pb de codage;126;0.889014323;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";Nouveaux-nés, radiothérapie ou prélèvement d'organes;291;2.053199746;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";Séjours en attente de taux de prise en charge;34;0.2398927538;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:04";="590781811";10 : Maladie;134;97.101449275;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:04";="590781811";30 : Maternité;1;0.7246376812;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:04";="590781811";XX: séjours non facturables, en attente de droits ou pb de codage;3;2.1739130435;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";10 : Maladie;2776;89.46181115;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";13 : Maladie Régime Local Alsace-Moselle;1;0.0322268772;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";30 : Maternité;141;4.5439896874;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";41 : Accident du;12;0.3867225266;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";XX: séjours non facturables, en attente de droits ou pb de codage;29;0.9345794393;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";Nouveaux-nés, radiothérapie ou prélèvement d'organes;112;3.6094102481;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";Séjours en attente de taux de prise en charge;32;1.0312600709;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";10 : Maladie;25266;72.378824338;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";13 : Maladie Régime Local Alsace-Moselle;2;0.0057293457;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";30 : Maternité;1236;3.540735648;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";41 : Accident du;42;0.1203162599;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";XX: séjours non facturables, en attente de droits ou pb de codage;242;0.6932508308;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";Nouveaux-nés, radiothérapie ou prélèvement d'organes;8105;23.218173485;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";Séjours en attente de taux de prise en charge;15;0.0429700928;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:22";="020000048";10 : Maladie;396;99;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:22";="020000048";XX: séjours non facturables, en attente de droits ou pb de codage;4;1;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";10 : Maladie;63429;91.8528709;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";13 : Maladie Régime Local Alsace-Moselle;36;0.0521323583;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";30 : Maternité;2487;3.6014770835;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";41 : Accident du;379;0.5488378828;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";XX: séjours non facturables, en attente de droits ou pb de codage;667;0.965896749;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";Nouveaux-nés, radiothérapie ou prélèvement d'organes;2046;2.9628556947;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";Séjours en attente de taux de prise en charge;11;0.0159293317;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";10 : Maladie;34374;85.532994924;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";13 : Maladie Régime Local Alsace-Moselle;36;0.0895789788;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";30 : Maternité;1707;4.2475365781;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";41 : Accident du;86;0.2139942271;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";XX: séjours non facturables, en attente de droits ou pb de codage;677;1.6845824624;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";Nouveaux-nés, radiothérapie ou prélèvement d'organes;3248;8.0820145317;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";Séjours en attente de taux de prise en charge;60;0.149298298;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";10 : Maladie;2928;86.781268524;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";13 : Maladie Régime Local Alsace-Moselle;2;0.0592768228;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";30 : Maternité;1;0.0296384114;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";41 : Accident du;1;0.0296384114;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";XX: séjours non facturables, en attente de droits ou pb de codage;4;0.1185536455;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";Séjours en attente de taux de prise en charge;438;12.981624185;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";10 : Maladie;222;98.230088496;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";XX: séjours non facturables, en attente de droits ou pb de codage;3;1.3274336283;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";Séjours en attente de taux de prise en charge;1;0.4424778761;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";10 : Maladie;18662;89.347440992;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";13 : Maladie Régime Local Alsace-Moselle;9;0.0430890027;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";30 : Maternité;1095;5.242495332;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";41 : Accident du;48;0.2298080146;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";XX: séjours non facturables, en attente de droits ou pb de codage;56;0.2681093503;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";Nouveaux-nés, radiothérapie ou prélèvement d'organes;969;4.6392492938;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";Séjours en attente de taux de prise en charge;48;0.2298080146;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";10 : Maladie;25414;83.921672225;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";13 : Maladie Régime Local Alsace-Moselle;5;0.0165109137;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";30 : Maternité;948;3.1304692402;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";41 : Accident du;50;0.1651091371;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";XX: séjours non facturables, en attente de droits ou pb de codage;2468;8.1497870092;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1208;3.9890367533;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";Séjours en attente de taux de prise en charge;190;0.6274147211;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";10 : Maladie;27989;86.289924775;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";13 : Maladie Régime Local Alsace-Moselle;8;0.0246639536;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";30 : Maternité;2050;6.3201381181;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";41 : Accident du;67;0.2065606117;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";XX: séjours non facturables, en attente de droits ou pb de codage;717;2.2105068442;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1597;4.9235417437;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";Séjours en attente de taux de prise en charge;8;0.0246639536;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";10 : Maladie;14387;91.299657317;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";13 : Maladie Régime Local Alsace-Moselle;15;0.0951897449;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";30 : Maternité;652;4.1375809113;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";41 : Accident du;29;0.1840335068;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";XX: séjours non facturables, en attente de droits ou pb de codage;85;0.5394085544;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";Nouveaux-nés, radiothérapie ou prélèvement d'organes;492;3.1222236324;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";Séjours en attente de taux de prise en charge;98;0.6219063333;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";10 : Maladie;24820;90.077665675;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";13 : Maladie Régime Local Alsace-Moselle;6;0.0217754228;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";30 : Maternité;1110;4.0284532191;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";41 : Accident du;32;0.1161355883;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";XX: séjours non facturables, en attente de droits ou pb de codage;360;1.3065253684;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";Nouveaux-nés, radiothérapie ou prélèvement d'organes;920;3.3388981636;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";Séjours en attente de taux de prise en charge;306;1.1105465631;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";10 : Maladie;4610;98.694069792;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";13 : Maladie Régime Local Alsace-Moselle;2;0.0428173839;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";30 : Maternité;2;0.0428173839;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";XX: séjours non facturables, en attente de droits ou pb de codage;57;1.2202954399;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";10 : Maladie;38458;85.291638944;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";13 : Maladie Régime Local Alsace-Moselle;16;0.0354845864;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";20;2;0.0044355733;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";30 : Maternité;883;1.958305611;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";41 : Accident du;165;0.3659347971;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";XX: séjours non facturables, en attente de droits ou pb de codage;154;0.3415391439;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";Nouveaux-nés, radiothérapie ou prélèvement d'organes;5397;11.969394544;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";Séjours en attente de taux de prise en charge;15;0.0332667997;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";10 : Maladie;21397;43.389301213;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";13 : Maladie Régime Local Alsace-Moselle;7;0.014194752;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";30 : Maternité;1;0.0020278217;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";41 : Accident du;12;0.0243338606;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";XX: séjours non facturables, en attente de droits ou pb de codage;99;0.2007543497;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";Nouveaux-nés, radiothérapie ou prélèvement d'organes;27798;56.369388003;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";10 : Maladie;10930;91.571715818;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";13 : Maladie Régime Local Alsace-Moselle;14;0.1172922252;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";20;41;0.3434986595;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";30 : Maternité;375;3.1417560322;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";41 : Accident du;21;0.1759383378;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";XX: séjours non facturables, en attente de droits ou pb de codage;111;0.9299597855;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";Nouveaux-nés, radiothérapie ou prélèvement d'organes;440;3.6863270777;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";Séjours en attente de taux de prise en charge;4;0.0335120643;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";10 : Maladie;10815;84.57808712;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";13 : Maladie Régime Local Alsace-Moselle;4;0.0312817705;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";30 : Maternité;897;7.0149370454;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";41 : Accident du;55;0.430124345;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";XX: séjours non facturables, en attente de droits ou pb de codage;265;2.0724172988;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";Nouveaux-nés, radiothérapie ou prélèvement d'organes;737;5.7636662235;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";Séjours en attente de taux de prise en charge;14;0.1094861969;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";10 : Maladie;11077;83.417426011;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";13 : Maladie Régime Local Alsace-Moselle;9;0.067776188;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";30 : Maternité;570;4.2924919045;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";41 : Accident du;33;0.2485126892;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";XX: séjours non facturables, en attente de droits ou pb de codage;860;6.4763912945;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";Nouveaux-nés, radiothérapie ou prélèvement d'organes;726;5.4672791626;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";Séjours en attente de taux de prise en charge;4;0.0301227502;2023.7;X590781803;05SEP23;12:09:07
