"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;eff;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:25:21";="620025346";Dont durée de séjour différente de 0;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:21";="620025346";Dont mode de sortie différent de 9;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:21";="620025346";Dont mode d'entrée différent de 8;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:21";="620025346";Dont poids d'entrée manquant;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:21";="620025346";Dont âge gestationnel manquant;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:21";="620025346";Dont séjours classés en erreur (CM90);0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:21";="620025346";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:52";="590001749";Nombre de mort-nés (DP=P95);0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:52";="590001749";Dont âge en jour différent de 0;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:52";="590001749";Dont durée de séjour différente de 0;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:52";="590001749";Dont mode de sortie différent de 9;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:52";="590001749";Dont mode d'entrée différent de 8;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:52";="590001749";Dont poids d'entrée manquant;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:52";="590001749";Dont âge gestationnel manquant;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:52";="590001749";Dont séjours classés en erreur (CM90);0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:52";="590001749";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:47:02";="590781670";Nombre de mort-nés (DP=P95);0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:02";="590781670";Dont âge en jour différent de 0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:02";="590781670";Dont durée de séjour différente de 0;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:02";="590781670";Dont mode de sortie différent de 9;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:02";="590781670";Dont mode d'entrée différent de 8;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:02";="590781670";Dont poids d'entrée manquant;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:02";="590781670";Dont âge gestationnel manquant;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:02";="590781670";Dont séjours classés en erreur (CM90);0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:02";="590781670";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:51:25";="020000261";Nombre de mort-nés (DP=P95);6;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:25";="020000261";Dont âge en jour différent de 0;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:25";="020000261";Dont durée de séjour différente de 0;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:25";="020000261";Dont mode de sortie différent de 9;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:25";="020000261";Dont mode d'entrée différent de 8;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:25";="020000261";Dont poids d'entrée manquant;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:25";="020000261";Dont âge gestationnel manquant;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:25";="020000261";Dont séjours classés en erreur (CM90);0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:25";="020000261";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:14:29";="620100651";Nombre de mort-nés (DP=P95);5;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:29";="620100651";Dont âge en jour différent de 0;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:29";="620100651";Dont durée de séjour différente de 0;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:29";="620100651";Dont mode de sortie différent de 9;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:29";="620100651";Dont mode d'entrée différent de 8;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:29";="620100651";Dont poids d'entrée manquant;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:29";="620100651";Dont âge gestationnel manquant;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:29";="620100651";Dont séjours classés en erreur (CM90);0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:29";="620100651";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:48";="620027839";Nombre de mort-nés (DP=P95);0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:48";="620027839";Dont âge en jour différent de 0;0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:48";="620027839";Dont durée de séjour différente de 0;0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:48";="620027839";Dont mode de sortie différent de 9;0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:48";="620027839";Dont mode d'entrée différent de 8;0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:48";="620027839";Dont poids d'entrée manquant;0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:48";="620027839";Dont âge gestationnel manquant;0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:48";="620027839";Dont séjours classés en erreur (CM90);0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:48";="620027839";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:36:17";="590780284";Nombre de mort-nés (DP=P95);0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:17";="590780284";Dont âge en jour différent de 0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:17";="590780284";Dont durée de séjour différente de 0;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:17";="590780284";Dont mode de sortie différent de 9;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:17";="590780284";Dont mode d'entrée différent de 8;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:17";="590780284";Dont poids d'entrée manquant;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:17";="590780284";Dont âge gestationnel manquant;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:17";="590780284";Dont séjours classés en erreur (CM90);0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:17";="590780284";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:43:19";="020000287";Nombre de mort-nés (DP=P95);3;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:19";="020000287";Dont âge en jour différent de 0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:19";="020000287";Dont durée de séjour différente de 0;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:19";="020000287";Dont mode de sortie différent de 9;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:19";="020000287";Dont mode d'entrée différent de 8;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:19";="020000287";Dont poids d'entrée manquant;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:19";="020000287";Dont âge gestationnel manquant;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:19";="020000287";Dont séjours classés en erreur (CM90);0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:19";="020000287";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:33:32";="590797353";Nombre de mort-nés (DP=P95);7;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:32";="590797353";Dont âge en jour différent de 0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:32";="590797353";Dont durée de séjour différente de 0;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:32";="590797353";Dont mode de sortie différent de 9;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:32";="590797353";Dont mode d'entrée différent de 8;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:32";="590797353";Dont poids d'entrée manquant;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:32";="590797353";Dont âge gestationnel manquant;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:32";="590797353";Dont séjours classés en erreur (CM90);0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:32";="590797353";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:30:18";="590782421";Nombre de mort-nés (DP=P95);14;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:18";="590782421";Dont âge en jour différent de 0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:18";="590782421";Dont durée de séjour différente de 0;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:18";="590782421";Dont mode de sortie différent de 9;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:18";="590782421";Dont mode d'entrée différent de 8;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:18";="590782421";Dont poids d'entrée manquant;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:18";="590782421";Dont âge gestationnel manquant;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:18";="590782421";Dont séjours classés en erreur (CM90);0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:18";="590782421";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:12:21";="800000051";Nombre de mort-nés (DP=P95);0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:21";="800000051";Dont âge en jour différent de 0;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:21";="800000051";Dont durée de séjour différente de 0;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:21";="800000051";Dont mode de sortie différent de 9;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:21";="800000051";Dont mode d'entrée différent de 8;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:21";="800000051";Dont poids d'entrée manquant;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:21";="800000051";Dont âge gestationnel manquant;0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:21";="800000051";Dont séjours classés en erreur (CM90);0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:21";="800000051";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:35";="800000135";Nombre de mort-nés (DP=P95);0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:35";="800000135";Dont âge en jour différent de 0;0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:35";="800000135";Dont durée de séjour différente de 0;0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:35";="800000135";Dont mode de sortie différent de 9;0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:35";="800000135";Dont mode d'entrée différent de 8;0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:35";="800000135";Dont poids d'entrée manquant;0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:35";="800000135";Dont âge gestationnel manquant;0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:35";="800000135";Dont séjours classés en erreur (CM90);0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:35";="800000135";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:57";="590782165";Nombre de mort-nés (DP=P95);2;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:57";="590782165";Dont âge en jour différent de 0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:57";="590782165";Dont durée de séjour différente de 0;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:57";="590782165";Dont mode de sortie différent de 9;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:57";="590782165";Dont mode d'entrée différent de 8;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:57";="590782165";Dont poids d'entrée manquant;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:57";="590782165";Dont âge gestationnel manquant;0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:57";="590782165";Dont séjours classés en erreur (CM90);0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:57";="590782165";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:59";="620101360";Nombre de mort-nés (DP=P95);4;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:59";="620101360";Dont âge en jour différent de 0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:59";="620101360";Dont durée de séjour différente de 0;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:59";="620101360";Dont mode de sortie différent de 9;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:59";="620101360";Dont mode d'entrée différent de 8;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:59";="620101360";Dont poids d'entrée manquant;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:59";="620101360";Dont âge gestationnel manquant;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:59";="620101360";Dont séjours classés en erreur (CM90);0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:59";="620101360";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:27";="590781662";Nombre de mort-nés (DP=P95);3;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:27";="590781662";Dont âge en jour différent de 0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:27";="590781662";Dont durée de séjour différente de 0;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:27";="590781662";Dont mode de sortie différent de 9;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:27";="590781662";Dont mode d'entrée différent de 8;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:27";="590781662";Dont poids d'entrée manquant;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:27";="590781662";Dont âge gestationnel manquant;0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:27";="590781662";Dont séjours classés en erreur (CM90);0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:27";="590781662";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:05:18";="590781621";Nombre de mort-nés (DP=P95);1;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:18";="590781621";Dont âge en jour différent de 0;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:18";="590781621";Dont durée de séjour différente de 0;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:18";="590781621";Dont mode de sortie différent de 9;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:18";="590781621";Dont mode d'entrée différent de 8;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:18";="590781621";Dont poids d'entrée manquant;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:18";="590781621";Dont âge gestationnel manquant;0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:18";="590781621";Dont séjours classés en erreur (CM90);0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:05:18";="590781621";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:58";="590052056";Nombre de mort-nés (DP=P95);1;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:58";="590052056";Dont âge en jour différent de 0;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:58";="590052056";Dont durée de séjour différente de 0;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:58";="590052056";Dont mode de sortie différent de 9;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:58";="590052056";Dont mode d'entrée différent de 8;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:58";="590052056";Dont poids d'entrée manquant;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:58";="590052056";Dont âge gestationnel manquant;0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:58";="590052056";Dont séjours classés en erreur (CM90);0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:58";="590052056";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:35:20";="590781795";Nombre de mort-nés (DP=P95);0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:20";="590781795";Dont âge en jour différent de 0;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:20";="590781795";Dont durée de séjour différente de 0;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:20";="590781795";Dont mode de sortie différent de 9;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:20";="590781795";Dont mode d'entrée différent de 8;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:20";="590781795";Dont poids d'entrée manquant;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:20";="590781795";Dont âge gestationnel manquant;0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:20";="590781795";Dont séjours classés en erreur (CM90);0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:35:20";="590781795";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:24";="620100677";Nombre de mort-nés (DP=P95);0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:24";="620100677";Dont âge en jour différent de 0;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:24";="620100677";Dont durée de séjour différente de 0;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:24";="620100677";Dont mode de sortie différent de 9;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:24";="620100677";Dont mode d'entrée différent de 8;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:24";="620100677";Dont poids d'entrée manquant;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:24";="620100677";Dont âge gestationnel manquant;0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:24";="620100677";Dont séjours classés en erreur (CM90);0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:24";="620100677";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="590781415";Nombre de mort-nés (DP=P95);3;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="590781415";Dont âge en jour différent de 0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="590781415";Dont durée de séjour différente de 0;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="590781415";Dont mode de sortie différent de 9;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="590781415";Dont mode d'entrée différent de 8;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="590781415";Dont poids d'entrée manquant;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="590781415";Dont âge gestationnel manquant;0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="590781415";Dont séjours classés en erreur (CM90);0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="590781415";Enfant né vivant (DP Z38) avec un DA de mort-né (DP P95);0;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:39:26";="620103440";Nombre de mort-nés (DP=P95);5;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:26";="620103440";Dont âge en jour différent de 0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:26";="620103440";Dont durée de séjour différente de 0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:26";="620103440";Dont mode de sortie différent de 9;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:39:26";="620103440";Dont mode d'entrée différent de 8;0;2023.7;X620103440;31AUG23;10:37:57
