"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;nb;nb2;libelle;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";1779;1;60;VARICELLE ZONA : SD : RECHERCHE DES IGG;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";1804;52;416;CRP (PROTEINE C REACTIVE) (DOSAGE) (SANG);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";1806;3;18;ALBUMINE (DOSAGE) (SANG);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";1817;3;57;PREALBUMINE (DOSAGE) (SANG);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";1821;19;1140;PEPTIDES NATRIURETIQUES (ANP, BNP, NT-PROBNP) (DOSAGE) (SANG);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";2258;15;90;PROTEINES SERIQUES OU PLASMATIQUES TOTALES (PROTIDES);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";3784;1;45;HEPATITE C (VHC) : SD DE DEPISTAGE : AC ANTI-VHC;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";4500;1;145;HEPATITE B (VHB): DEPISTAGE ET/OU DIAGNOSTIC;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";5202;1;140;EX MICROBIO SECRETIONS, ULCERATIONS, EXSUDATS (ANO) GENITAUX FEMME (PV);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";7307;37;2590;PROCALCITONINE (DOSAGE) (SANG);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";7335;20;1160;TROPONINE (DOSAGE) (SANG);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";7402;8;200;HCG OU BETA HCG (SANG);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";9001;15;390;SUPPLEMENT POUR ACTES EN URGENCE NUIT;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";9004;15;390;SUPPLEMENT POUR ACTES EN URGENCE (SAMEDI APRES 12H, DIMANCHE, FERIE);2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";9005;55;935;FORFAIT DE PRISE EN CHARGE PRE-ANALYTIQUE DU PATIENT;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";9105;55;275;FORFAIT DE SECURITE POUR ECHANTILLON SANGUIN;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/22 17:50:47";="590782439";9106;1;9;FORFAIT DE SECURITE POUR ECHANTILLONS BACTERIO, MYCO ET PARASITO;2023.7;X590782439;22AUG23;17:50:43
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";126;1098;17568;TEMPS DE QUICK (TQ,TP) EN L'ABSENCE DE TRAITEMENT PAR AVK;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";127;155;3100;INR : TEMPS DE QUICK EN CAS DE TRAITEMENT PAR AVK;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";174;63;945;FIBRINOGENE (FACTEUR I) : DOSAGE FONCTIONNEL;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";178;5;250;FACTEUR VIII (ANTIHEMOPHILIQUE A): DOSAGE ACTIVITE COAGULANTE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";179;5;250;FACTEUR IX (ANTIHEMOPHILIQUE B) : DOSAGE ACTIVITE COAGULANTE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";180;5;250;FACTEUR XI : DOSAGE ACTIVITE COAGULANTE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";182;2;40;ANTICOAGULANT CIRCULANT (DEPISTAGE) - CORRECTION TCA;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";186;1;30;ACTIVITE ANTI-XA (DE L'HEPARINE OU D'UN DERIVE HEPARINIQUE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";189;3;120;ANTITHROMBINE (DOSAGE FONCTIONNEL);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";190;4;200;PROTEINE S (DOSAGE FONCTIONNEL);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";191;3;150;PROTEINE C (DOSAGE FONCTIONNEL);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";214;193;11580;BACTERIE AEROBIE OU MICROAEROPHILE NOMMEMENT DESIGNEE : RECH. ISOLEE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";240;2;60;MYCOBACTERIES : EXAMEN MICROSCOPIQUE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";253;4;280;EX. MYCO ISOLE : IDENTIF DE GENRE LEVURES ET CHAMPIGNONS FILAMENTEUX;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";269;1;40;ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";271;1;40;ANTIBIOGRAMME CHAMPIGNON (FONGIGRAMME) (ATB , FG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";286;8;760;EX. PARASITO. DES SELLES AVEC 2 METHODES DE CONCENTRATION;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";316;2;60;COMPLEMENT CH50 PAR REACTION D'HEMOLYSE (DOSAGE) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";320;22;1188;ALPHA-FOETOPROTEINE (AFP) (DOSAGE) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";324;88;2640;BETA 2 MICROGLOBULINE (DOSAGE) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";330;16;720;ESTRADIOL (FEMME) (E2) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";334;3;135;PROGESTERONE (PG) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";343;14;630;PROLACTINE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";350;4;200;HEPATITE A (VHA) : SD : IGM (INFECTION RECENTE) PAR EIA;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";357;4;200;TESTOSTERONE (HOMME) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";388;224;9408;INFECTION A VIH 1 ET 2 : SD DE DEPISTAGE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";413;96;1920;EPREUVE SIMPLIFIEE D'HYPERGLYCEMIE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";462;10;490;CORTISOL (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";463;1;120;ALDOSTERONE OU TETRAHYDRO-ALDOSTERONE (URINE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";472;19;855;L.H. (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";473;23;1035;F.S.H. (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";476;5;365;CORTISOL LIBRE (URINE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";477;6;780;CATECHOLAMINES (OU METANEPHRINES) (URINE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";478;1;140;CATECHOLAMINES (SANG), CLHP : AU MOINS 2 DOSAGES (DOPAMINE, ADR, NORADR);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";500;1;120;DEPISTAGE D'UN DEFICIT EN DIHYDROPYRIMIDINE DESHYDROGENASE (DPD );2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";514;830;4150;PHOSPHATASES ALCALINES (PH. ALC.) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";519;1048;5240;GAMMA GLUTAMYL TRANSFERASE (GAMMAT GT , GGT) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";521;41;246;LACTATE DESHYDROGENASE (LDH) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";522;1516;13644;TRANSAMINASES (ALAT ET ASAT, TGP ET TGO)(SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";523;4;220;ENZYME DE CONVERSION DE L'ANGIOTENSINE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";524;86;516;LIPASEMIE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";530;7;49;SANG : ACIDE LACTIQUE (LACTATES);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";532;686;4116;SANG : ACIDE URIQUE (URICEMIE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";534;2;60;ALCOOL (ETHYLIQUE OU METHYLIQUE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";547;204;6120;SANG : CUIVRE (CUPREMIE , CU);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";552;959;4795;SANG : GLUCOSE (GLYCEMIE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";557;11;220;LITHIUM (LI , LITHIEMIE , LI SERIQUE , LI ERYTHROCYTAIRE) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";559;6;150;SANG : METHEMOGLOBINE (METHB);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";563;412;2472;SANG : PHOSPHORE MINERAL (PHOSPHOREMIE , P);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";570;57;2736;ELECTROPHORESE DES PROTEINES SERIQUES (PROTEINOGRAMME);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";571;3;18;SANG : BICARBONATES OU CO2 TOTAL (RESERVE ALCALINE, RA);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";578;687;4122;SANG : CALCIUM (CALCEMIE, CA);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";580;1;5;SANG : CHOLESTEROL TOTAL (CHOL);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";584;277;1662;SANG : MAGNESIUM PLASMATIQUE OU GLOBULAIRE (MAGNESEMIE , MG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";590;5;30;SANG : TRIGLYCERIDES (TG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";591;1254;6270;SANG: UREE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";592;1872;11232;SANG : CREATININE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";622;13;91;UR. : ACIDE URIQUE  (URICURIE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";624;20;120;UR. : CALCIUM (CALCIURIE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";627;11;66;UR. : CREATININE (CREATININURIE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";629;13;78;UR. : PHOSPHORE MINERAL(PHOSPHATURIE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";630;23;161;UR. : PH : MESURE ELECTROMETRIQUE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";640;1;6;UR. : RECHERCHE DE SANG (HEMATIES ET/OU HEMOGLOBINE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";663;10;700;ANTIDEPRESSEURS TRICYCLIQUES : RECH DANS UN AUTRE LIQ QUE SANG;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";667;10;700;BENZODIAZEPINES : RECHERCHE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";672;10;700;BARBITURIQUES : RECHERCHE DANS UN AUTRE LIQUIDE BIOLOGIQUE QUE LE SANG;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";714;2;156;ALDOSTERONE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";727;4;272;ESTRADIOL (HOMME ET ENFANT) (E2) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";776;2;156;RENINE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";779;6;330;TRANSFERRINE DESIALYLEE OU DEGLYCOSYLEE (CDT) (DOSAGE) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";780;3;225;SOMATOMEDINE (IGF1-SMC) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";793;2;246;HORMONE ANTI-MULLERIENNE AMH;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";821;5;300;THYROGLOBULINE (DOSAGE) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";901;1;800;CARYOTYPE CONSTITUTIONNEL POSTNATAL SANGUIN;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";966;1;50;IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (LATEX);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";983;228;13224;PARATHORMONE (1-84 OU BIOACTIVE) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";996;777;12432;SANG : EXPLORATION D'UNE ANOMALIE LIPIDIQUE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";999;19;1330;SANG : GAZ DU SANG;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1008;1;150;EBV-CHARGE VIRALE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1009;13;1755;EBV- SEROLOGIE SPECIFIQUE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1010;1;100;EBV- RECHERCHE DU STATUT IMMUNITAIRE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1014;6;150;FACTEUR II (PROTHROMBINE)- DOSAGE ACTIVITE COAGULANTE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1015;10;250;FACTEUR V (PROACCELERINE)- DOSAGE ACTIVITE COAGULANTE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1017;5;125;FACTEUR X (FACTEUR STUART) - DOSAGE ACTIVITE COAGULANTE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1020;3;600;ANTICOAGULANT DE TYPE LUPIQUE (RECHERCHE ET IDENTIFICATION);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1022;8;480;D DIMERES (DOSAGE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1031;3;450;MUTATIONS G1691A DU GENE DU FV (FV LEIDEN) + G202010A DU GENE DU FII;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1033;6;510;C DIFFICILE _DIAGNOSTIC D'UNE INFECTION;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1103;1;300;PHENOTYPAGE DES CELLULES ANORMALES (MOELLE OU SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1104;2806;61732;HEMOGRAMME Y COMPRIS PLAQUETTES (NFS , NFP);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1106;3;150;SUIVI HEMOPATHIE MALIGNE CONNUE (MOELLE OU SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1107;5;75;PLAQUETTES (THROMBOCYTES) : ETUDE ISOLEE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1109;265;5035;RETICULOCYTES (RC) : NUMERATION;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1120;2;240;RECH. ANOMALIE DE L'HEMOGLOBINE (3 TECHNIQUES MIN.);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1122;9;702;LYMPHOCYTES HELPERS/SUPPRESSEURS (CD4, CD8, CD3 ...);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1124;180;720;VITESSE DE SEDIMENTATION (VS);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1127;1055;16880;TEMPS DE CEPHALINE + ACTIVATEUR (TCA);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1128;1;42;EXPLORATION DE BASE DE L'HEMOSTASE (TP + TCA + PLAQ.);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1131;18;1170;RAI : IDENTIFICATION;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1132;17;1190;CALCITONINE (DOSAGE) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1133;86;1204;UR.:ALBUMINURIE:DOSAGE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1134;5;395;ANDROSTENEDIONE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1135;4;280;17-OH-PROGESTERONE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1136;3;204;TESTOSTERONE (FEMME ET ENFANT) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1137;2;130;C-PEPTIDE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1139;752;22560;25-(OH)-VITAMINE D (D2+D3);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1140;545;17985;GROUPAGE SANGUIN ABO-RH (D) (GS);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1141;582;20370;RAI : DEPISTAGE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1145;550;18150;PHENOTYPES RH (C, C, E, E)  ET KELL (K);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1146;12;180;AG ERYTHROC. (CW, KIDD, DUFFY, S, S ...) CHAQUE AG;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1149;8;160;RAI : TITRAGE D'UN ANTICORPS IDENTIFIE;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1150;8;760;RAI : DOSAGE PONDERAL D'UN ANTICORPS;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1152;12;420;EPREUVE DIRECTE COMPATIBILITE POUR CHAQUE UNITE SANG;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1153;7;105;TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1154;2;30;TEST DIRECT DE COOMBS (ANTIGLOBULINE SPECIFIQUE);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1180;1;380;GROUPAGES TISSULAIRES : PHENOTYPE HLA CLASSE I;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1181;1;700;GROUPAGES TISSULAIRES : PHENOTYPE HLA CLASSE II;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1200;4;160;IGE TOTALES SERIQUES;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1201;6;300;IGE SPEC. DEPISTAGE : RECH. PNEUMALLERGENES MELANGES;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1202;12;600;IGE SPEC. DEPISTAGE : RECH. TROPHALLERGENES MELANGES;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1204;20;1000;IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (PNEUMALLERGENES);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1205;14;700;IGE SPEC. : IDENTIF. ALLERGENE UNIQUE (TROPHALLERGENES);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1207;1;27;THYROXINE LIBRE (T4 L OU FT4) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1208;999;19980;T.S.H. (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1209;1;54;T3 LIBRE + T4 LIBRE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1210;1;44;T.S.H. + T3 LIBRE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1211;22;880;T.S.H. + T4 LIBRE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1212;102;5304;T.S.H. + T3 LIBRE + T4 LIBRE (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1213;1622;30818;FERRITINE (DOSAGE) (SANG);2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1241;2;120;MYCOBACTERIES : ISOLEMENT RAPIDE A PARTIR CRACHATS,TUBAGES,UR,LIQ..;2023.7;X590781605;24AUG23;9:38:44
"mco";"dgf";"2023";"7";"2023/08/24 09:38:52";="590781605";1256;163;3260;SYPHILIS : SD DE DEPISTAGE_ TEST TREPONEMIQUE (TT);2023.7;X590781605;24AUG23;9:38:44
