"champ";"statut";"annee";"periode";"date du resultat";"ipe";exofj;mfj0;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:24:45";="620025346";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;119;1.2634037584;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";A: FJ à la charge de l'assuré;montant FJ numérique;1248;39.770554493;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";L: FJ à la charge du régime Als-Mos;montant FJ numérique;1;0.0318674315;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;1;0.0318674315;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";FJ non applicable;montant FJ numérique;382;12.173358827;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";FJ non applicable;montant FJ non numérique ou à 0;1487;47.386870618;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:17";="590001749";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;19;0.6054811982;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";A: FJ à la charge de l'assuré;montant FJ numérique;750;68.243858053;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";R: FJ à la charge de AMO;montant FJ numérique;1;0.0909918107;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;2;0.1819836215;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:27";="590781670";FJ non applicable;montant FJ non numérique ou à 0;346;31.483166515;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";A: FJ à la charge de l'assuré;montant FJ numérique;6304;26.166362278;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";A: FJ à la charge de l'assuré;montant FJ non numérique ou à 0;4;0.0166030217;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";L: FJ à la charge du régime Als-Mos;montant FJ numérique;6;0.0249045326;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";R: FJ à la charge de AMO;montant FJ numérique;599;2.4863025071;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;367;1.5233272456;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";FJ non applicable;montant FJ numérique;1;0.0041507554;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";FJ non applicable;montant FJ non numérique ou à 0;12314;51.112402457;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ numérique;46;0.1909347501;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;404;1.6769051967;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ numérique;86;0.3569649676;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;3884;16.121534119;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";Séjours en attente de taux de prise en charge;montant FJ numérique;42;0.1743317284;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:36";="020000261";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;35;0.1452764403;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";A: FJ à la charge de l'assuré;montant FJ numérique;9659;32.665967736;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";A: FJ à la charge de l'assuré;montant FJ non numérique ou à 0;15;0.0507288038;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";L: FJ à la charge du régime Als-Mos;montant FJ numérique;8;0.027055362;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";R: FJ à la charge de AMO;montant FJ numérique;724;2.4485102641;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;154;0.5208157192;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";FJ non applicable;montant FJ numérique;162;0.5478710812;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";FJ non applicable;montant FJ non numérique ou à 0;17922;60.610774798;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ numérique;18;0.0608745646;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;243;0.8218066218;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ numérique;98;0.3314281849;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;545;1.8431465386;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";Séjours en attente de taux de prise en charge;montant FJ numérique;13;0.0439649633;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:28";="620100651";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;8;0.027055362;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";FJ non applicable;montant FJ non numérique ou à 0;19;0.0858252778;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;1;0.0045171199;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:39:59";="620027839";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;22118;99.909657602;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";A: FJ à la charge de l'assuré;montant FJ numérique;6669;40.335067134;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";A: FJ à la charge de l'assuré;montant FJ non numérique ou à 0;1468;8.878674247;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";L: FJ à la charge du régime Als-Mos;montant FJ numérique;5;0.0302407161;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";R: FJ à la charge de AMO;montant FJ numérique;16;0.0967702915;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;14;0.0846740051;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";FJ non applicable;montant FJ numérique;44;0.2661183017;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";FJ non applicable;montant FJ non numérique ou à 0;8173;49.431474537;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;86;0.5201403169;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";Séjours en attente de taux de prise en charge;montant FJ numérique;31;0.1874924398;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:27";="590780284";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;28;0.1693480102;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";A: FJ à la charge de l'assuré;montant FJ numérique;2199;39.155982906;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";L: FJ à la charge du régime Als-Mos;montant FJ numérique;4;0.0712250712;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";R: FJ à la charge de AMO;montant FJ numérique;287;5.1103988604;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;353;6.2856125356;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";FJ non applicable;montant FJ non numérique ou à 0;2451;43.643162393;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ numérique;6;0.1068376068;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;21;0.3739316239;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;280;4.9857549858;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";Séjours en attente de taux de prise en charge;montant FJ numérique;8;0.1424501425;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:32";="020000287";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;7;0.1246438746;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";A: FJ à la charge de l'assuré;montant FJ numérique;7925;26.048514331;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";A: FJ à la charge de l'assuré;montant FJ non numérique ou à 0;826;2.7149618722;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";L: FJ à la charge du régime Als-Mos;montant FJ numérique;5;0.0164343939;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";L: FJ à la charge du régime Als-Mos;montant FJ non numérique ou à 0;1;0.0032868788;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";R: FJ à la charge de AMO;montant FJ numérique;985;3.2375755982;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;58;0.1906389692;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";FJ non applicable;montant FJ numérique;110;0.3615566658;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";FJ non applicable;montant FJ non numérique ou à 0;18907;62.145017092;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;355;1.1668419669;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ numérique;118;0.387851696;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;1089;3.5794109913;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";Séjours en attente de taux de prise en charge;montant FJ numérique;18;0.059163818;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:29";="590797353";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;27;0.0887457271;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";A: FJ à la charge de l'assuré;montant FJ numérique;12234;28.097655084;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";A: FJ à la charge de l'assuré;montant FJ non numérique ou à 0;12;0.0275602306;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";L: FJ à la charge du régime Als-Mos;montant FJ numérique;4;0.0091867435;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";R: FJ à la charge de AMO;montant FJ numérique;1353;3.1074159987;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;594;1.3642314141;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";FJ non applicable;montant FJ numérique;48;0.1102409223;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";FJ non applicable;montant FJ non numérique ou à 0;25371;58.269217519;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ numérique;119;0.27330562;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;1156;2.6549688799;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ numérique;347;0.7969500011;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;1526;3.5047426563;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";Séjours en attente de taux de prise en charge;montant FJ numérique;445;1.0220252176;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:10";="590782421";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;332;0.7624997129;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";A: FJ à la charge de l'assuré;montant FJ numérique;348;65.046728972;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";R: FJ à la charge de AMO;montant FJ numérique;3;0.5607476636;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";FJ non applicable;montant FJ numérique;1;0.1869158879;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";FJ non applicable;montant FJ non numérique ou à 0;169;31.588785047;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";Séjours en attente de taux de prise en charge;montant FJ numérique;8;1.4953271028;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:31";="800000051";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;6;1.1214953271;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";A: FJ à la charge de l'assuré;montant FJ numérique;186;97.894736842;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;1;0.5263157895;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:58";="800000135";Séjours en attente de taux de prise en charge;montant FJ numérique;3;1.5789473684;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";A: FJ à la charge de l'assuré;montant FJ numérique;4375;37.715517241;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";A: FJ à la charge de l'assuré;montant FJ non numérique ou à 0;3;0.025862069;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";L: FJ à la charge du régime Als-Mos;montant FJ numérique;7;0.0603448276;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";R: FJ à la charge de AMO;montant FJ numérique;531;4.5775862069;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;6;0.0517241379;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";FJ non applicable;montant FJ numérique;191;1.6465517241;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";FJ non applicable;montant FJ non numérique ou à 0;5892;50.793103448;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ numérique;22;0.1896551724;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;78;0.6724137931;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;492;4.2413793103;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";Séjours en attente de taux de prise en charge;montant FJ numérique;1;0.0086206897;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:04";="590782165";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;2;0.0172413793;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";A: FJ à la charge de l'assuré;montant FJ numérique;6859;43.763159574;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";A: FJ à la charge de l'assuré;montant FJ non numérique ou à 0;13;0.0829451924;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";L: FJ à la charge du régime Als-Mos;montant FJ numérique;5;0.0319019971;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";R: FJ à la charge de AMO;montant FJ numérique;845;5.391437504;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;163;1.0400051043;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";FJ non applicable;montant FJ numérique;69;0.4402475595;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";FJ non applicable;montant FJ non numérique ou à 0;6910;44.088559944;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ numérique;9;0.0574235947;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;131;0.8358323231;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ numérique;79;0.5040515536;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;545;3.4773176801;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";Séjours en attente de taux de prise en charge;montant FJ numérique;36;0.2296943789;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:01";="620101360";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;9;0.0574235947;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";A: FJ à la charge de l'assuré;montant FJ numérique;1735;50.6126021;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";A: FJ à la charge de l'assuré;montant FJ non numérique ou à 0;22;0.6417736289;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";L: FJ à la charge du régime Als-Mos;montant FJ numérique;2;0.0583430572;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";L: FJ à la charge du régime Als-Mos;montant FJ non numérique ou à 0;1;0.0291715286;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";R: FJ à la charge de AMO;montant FJ numérique;5;0.1458576429;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;373;10.880980163;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";FJ non applicable;montant FJ numérique;25;0.7292882147;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";FJ non applicable;montant FJ non numérique ou à 0;884;25.787631272;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;339;9.8891481914;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:40";="590781662";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;42;1.2252042007;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:24";="590781621";A: FJ à la charge de l'assuré;montant FJ numérique;1471;33.569146508;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:24";="590781621";R: FJ à la charge de AMO;montant FJ numérique;240;5.4769511639;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:24";="590781621";FJ non applicable;montant FJ numérique;5;0.1141031492;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:24";="590781621";FJ non applicable;montant FJ non numérique ou à 0;2265;51.688726609;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:24";="590781621";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ numérique;2;0.0456412597;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:24";="590781621";X: séjours non facturables, en attente de droits ou pb de codage;montant FJ non numérique ou à 0;19;0.4335919671;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:24";="590781621";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;montant FJ non numérique ou à 0;204;4.6554084893;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:24";="590781621";Séjours en attente de taux de prise en charge;montant FJ numérique;48;1.0953902328;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:24";="590781621";Séjours en attente de taux de prise en charge;montant FJ non numérique ou à 0;128;2.9210406207;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";A: FJ à la charge de l'assuré;montant FJ numérique;1117;11.236294135;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";A: FJ à la charge de l'assuré;montant FJ non numérique ou à 0;105;1.0562317674;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";L: FJ à la charge du régime Als-Mos;montant FJ numérique;1;0.0100593502;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";R: FJ à la charge de AMO;montant FJ numérique;357;3.5911880093;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";R: FJ à la charge de AMO;montant FJ non numérique ou à 0;17;0.1710089528;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:16";="590052056";FJ non applicable;montant FJ numérique;427;4.2953425209;2023.7;X590052056;30AUG23;15:19:03
