"champ";"statut";"annee";"periode";"date du resultat";"ipe";code_erreur;nbsej;eff;lib;pct;bloq;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C241;5;5;CODE CATÉGORIE DU NOMBRE D'INTERVENTIONS TOTALES ATTENDU MAIS NON RENSEIGNÉ;3.4722222222;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C252;106;106;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;73.611111111;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C254;1;1;INDICATEUR DE SÉJOUR NON PROGRAMMÉ NON ATTENDU MAIS RENSEIGNÉ;0.6944444444;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C265;4;4;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;2.7777777778;0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:19:51";="600100648";C040;1;1;DIAGNOSTIC PRINCIPAL ABSENT;0.6944444444;1;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C084;3;3;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;0.3937007874;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C085;1;1;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.1312335958;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C087;3;3;DIAGNOSTIC PRINCIPAL IMPRECIS;0.3937007874;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C088;38;38;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;4.9868766404;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C090;1;1;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;0.1312335958;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C091;1;1;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.1312335958;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C093;102;109;DIAGNOSTIC ASSOCIÉ IMPRECIS;14.304461942;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C096;3;3;DIAGNOSTIC RELIÉ INVRAISEMBLABLE CAR RARE;0.3937007874;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C112;466;466;GESTE COMPLEMENTAIRE SANS ACTE PRINCIPAL;61.154855643;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C148;2;4;ACTE INCOMPATIBLE AVEC LE SEXE INDIQUÉ;0.5249343832;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C223;13;13;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;1.7060367454;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C252;5;5;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;0.656167979;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C265;26;26;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;3.4120734908;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";G222;9;9;SÉJOUR  AVEC ACTE OPÉRATOIRE NON MINEUR RECLASSANT DANS UN GHM MÉDICAL;1.1811023622;0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C040;59;59;DIAGNOSTIC PRINCIPAL ABSENT;7.7427821522;1;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:36";="620000026";C193;10;21;DATE D'ENTREE DU RUM INCOMPATIBLE AVEC L'UTILISATION DE L'EXTENSION D'UN ACTE CCAM;2.7559055118;1;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:23:25";="590065223";C014;1;1;DATE DE NAISSANCE NON NUMÉRIQUE;50;1;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:25";="590065223";C168;1;1;POIDS D'ENTREE REQUIS PAR RAPPORT A L'AGE;50;1;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 14:21:31";="620003350";C252;277;277;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;47.108843537;0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:31";="620003350";C026;1;1;MODE D'ENTRÉE INCORRECT OU PROVENANCE INCORRECTE POUR COMMENCER UN RSS;0.1700680272;1;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:31";="620003350";C035;1;1;MODE DE SORTIE INCORRECT OU DESTINATION INCORRECTE POUR CLORE UN RSS;0.1700680272;1;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:31";="620003350";C040;235;309;DIAGNOSTIC PRINCIPAL ABSENT;52.551020408;1;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";C085;1;1;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE EN RAISON DE L'ÂGE;1.2345679012;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";C088;1;1;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;1.2345679012;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";C091;1;1;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE EN RAISON DE L'ÂGE;1.2345679012;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";C112;7;7;GESTE COMPLEMENTAIRE SANS ACTE PRINCIPAL;8.6419753086;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";C223;4;4;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;4.9382716049;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";C252;50;50;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;61.728395062;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";C265;5;5;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;6.1728395062;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";G080;5;5;SÉJOUR AVEC ACTE OPERATOIRE MINEUR RECLASSANT DANS UN GHM MÉDICAL;6.1728395062;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";G222;5;5;SÉJOUR  AVEC ACTE OPÉRATOIRE NON MINEUR RECLASSANT DANS UN GHM MÉDICAL;6.1728395062;0;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";C120;1;1;CONFIRMATION DU RSS NÉCESSAIRE MAIS ABSENTE;1.2345679012;1;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:07";="620025346";C126;1;1;AGE GESTATIONNEL  REQUIS ABSENT;1.2345679012;1;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:40";="590001749";C088;1;1;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;10;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:40";="590001749";C090;2;2;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;20;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:40";="590001749";C154;7;7;CONDITION DE CONVERSION POSSIBLE ET VARIABLE A VIDE;70;0;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:49";="590781670";C093;17;17;DIAGNOSTIC ASSOCIÉ IMPRECIS;89.473684211;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:49";="590781670";C099;1;1;DIAGNOSTIC RELIÉ IMPRÉCIS;5.2631578947;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:49";="590781670";C252;1;1;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;5.2631578947;0;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C084;1;1;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;0.2770083102;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C087;3;3;DIAGNOSTIC PRINCIPAL IMPRECIS;0.8310249307;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C088;6;6;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;1.6620498615;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C090;10;12;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;3.324099723;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C093;273;296;DIAGNOSTIC ASSOCIÉ IMPRECIS;81.994459834;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C099;1;1;DIAGNOSTIC RELIÉ IMPRÉCIS;0.2770083102;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C112;12;12;GESTE COMPLEMENTAIRE SANS ACTE PRINCIPAL;3.324099723;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C223;1;1;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;0.2770083102;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C241;3;3;CODE CATÉGORIE DU NOMBRE D'INTERVENTIONS TOTALES ATTENDU MAIS NON RENSEIGNÉ;0.8310249307;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C242;1;1;SEJOUR A FACTURER EN EXTERNE;0.2770083102;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C252;3;3;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;0.8310249307;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";C265;7;7;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;1.9390581717;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";G080;7;7;SÉJOUR AVEC ACTE OPERATOIRE MINEUR RECLASSANT DANS UN GHM MÉDICAL;1.9390581717;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:05";="020000261";G222;8;8;SÉJOUR  AVEC ACTE OPÉRATOIRE NON MINEUR RECLASSANT DANS UN GHM MÉDICAL;2.216066482;0;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C084;11;13;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;0.2760671055;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C085;7;10;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.212359312;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C087;177;188;DIAGNOSTIC PRINCIPAL IMPRECIS;3.9923550648;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C088;61;69;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;1.4652792525;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C090;23;25;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;0.5308982799;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C091;6;6;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.1274155872;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C093;503;554;DIAGNOSTIC ASSOCIÉ IMPRECIS;11.764705882;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C099;12;12;DIAGNOSTIC RELIÉ IMPRÉCIS;0.2548311743;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C102;4;4;DATE DE REALISATION DE L'ACTE CCAM INCOHERENTE;0.0849437248;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C154;2675;2675;CONDITION DE CONVERSION POSSIBLE ET VARIABLE A VIDE;56.806115948;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C179;9;9;GHM 14Z08Z : ABSENCE D’ACTE CCAM INDIQUANT SI L’IVG EST MEDICAMENTEUSE OU INSTRUMENTALE;0.1911233808;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C223;8;8;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;0.1698874496;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C241;869;869;CODE CATÉGORIE DU NOMBRE D'INTERVENTIONS TOTALES ATTENDU MAIS NON RENSEIGNÉ;18.454024209;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C252;183;183;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;3.8861754088;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C265;13;13;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;0.2760671055;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";G080;15;15;SÉJOUR AVEC ACTE OPERATOIRE MINEUR RECLASSANT DANS UN GHM MÉDICAL;0.3185389679;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";G222;17;17;SÉJOUR  AVEC ACTE OPÉRATOIRE NON MINEUR RECLASSANT DANS UN GHM MÉDICAL;0.3610108303;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C054;9;9;DESTINATION ABSENTE;0.1911233808;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C126;10;10;AGE GESTATIONNEL  REQUIS ABSENT;0.212359312;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C162;3;3;DATE DES DERNIERES REGLES REQUISE ABSENTE;0.0637077936;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C168;12;12;POIDS D'ENTREE REQUIS PAR RAPPORT A L'AGE;0.2548311743;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";C193;1;4;DATE D'ENTREE DU RUM INCOMPATIBLE AVEC L'UTILISATION DE L'EXTENSION D'UN ACTE CCAM;0.0849437248;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:02";="620100651";G205;1;1;DIAGNOSTIC D'ACCOUCHEMENT SANS ACTE D'ACCOUCHEMENT;0.0212359312;1;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:24";="620027839";C099;42;42;DIAGNOSTIC RELIÉ IMPRÉCIS;97.674418605;0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:24";="620027839";C252;1;1;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;2.3255813953;0;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C084;3;3;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;0.1179245283;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C085;1;1;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.0393081761;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C086;1;2;DIAGNOSTIC PRINCIPAL INCOMPATIBLE AVEC LE SEXE INDIQUÉ;0.0786163522;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C087;117;119;DIAGNOSTIC PRINCIPAL IMPRECIS;4.677672956;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C088;12;12;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;0.4716981132;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C090;26;30;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;1.179245283;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C091;3;3;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.1179245283;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C092;1;1;DIAGNOSTIC ASSOCIÉ INCOMPATIBLE AVEC LE SEXE INDIQUÉ;0.0393081761;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C093;289;341;DIAGNOSTIC ASSOCIÉ IMPRECIS;13.40408805;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C099;2;2;DIAGNOSTIC RELIÉ IMPRÉCIS;0.0786163522;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C112;96;96;GESTE COMPLEMENTAIRE SANS ACTE PRINCIPAL;3.7735849057;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C223;3;3;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;0.1179245283;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C241;55;55;CODE CATÉGORIE DU NOMBRE D'INTERVENTIONS TOTALES ATTENDU MAIS NON RENSEIGNÉ;2.1619496855;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C252;1157;1157;INDICATEUR DE SÉJOUR NON PROGRAMMÉ ATTENDU MAIS NON RENSEIGNÉ;45.479559748;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C254;199;199;INDICATEUR DE SÉJOUR NON PROGRAMMÉ NON ATTENDU MAIS RENSEIGNÉ;7.822327044;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C265;23;23;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;0.9040880503;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";G080;15;15;SÉJOUR AVEC ACTE OPERATOIRE MINEUR RECLASSANT DANS UN GHM MÉDICAL;0.5896226415;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";G222;29;29;SÉJOUR  AVEC ACTE OPÉRATOIRE NON MINEUR RECLASSANT DANS UN GHM MÉDICAL;1.1399371069;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";C040;416;452;DIAGNOSTIC PRINCIPAL ABSENT;17.767295597;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:57";="590780284";G002;1;1;INCOMPATIBILITE SEXE DIAGNOSTIC PRINCIPAL;0.0393081761;1;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:43:02";="020000287";C223;2;2;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;50;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:02";="020000287";C265;2;2;CONFIRMATION DU RSS NÉCESSAIRE ET PRESENTE POUR UN SÉJOUR COURT MAIS COUTEUX;50;0;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C081;2;2;CODE POSTAL NON NUMÉRIQUE;0.0592943967;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C084;23;23;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE CAR RARE;0.6818855618;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C085;6;6;DIAGNOSTIC PRINCIPAL INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.17788319;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C087;139;141;DIAGNOSTIC PRINCIPAL IMPRECIS;4.1802549659;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C088;19;19;CODES Z A ÉVITER EN DP CAR N'EST HABITUELLEMENT PAS UN MOTIF D'HOSPITALISATION;0.5632967685;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C090;45;47;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE CAR RARE;1.393418322;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C091;71;74;DIAGNOSTIC ASSOCIÉ INVRAISEMBLABLE EN RAISON DE L'ÂGE;2.1938926771;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C093;413;443;DIAGNOSTIC ASSOCIÉ IMPRECIS;13.133708865;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C096;4;4;DIAGNOSTIC RELIÉ INVRAISEMBLABLE CAR RARE;0.1185887934;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C097;1;1;DIAGNOSTIC RELIÉ INVRAISEMBLABLE EN RAISON DE L'ÂGE;0.0296471983;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C099;82;82;DIAGNOSTIC RELIÉ IMPRÉCIS;2.4310702639;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C112;146;146;GESTE COMPLEMENTAIRE SANS ACTE PRINCIPAL;4.3284909576;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C154;5;5;CONDITION DE CONVERSION POSSIBLE ET VARIABLE A VIDE;0.1482359917;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C170;258;258;EXTENSION DOCUMENTAIRE OBLIGATOIRE POUR UN ACTE CCAM MAIS ABSENTE;7.6489771717;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C223;15;15;CONFIRMATION DU RSS NÉCESSAIRE ET PRÉSENTE;0.4447079751;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C241;74;74;CODE CATÉGORIE DU NOMBRE D'INTERVENTIONS TOTALES ATTENDU MAIS NON RENSEIGNÉ;2.1938926771;0;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:05";="590797353";C242;2;2;SEJOUR A FACTURER EN EXTERNE;0.0592943967;0;2023.7;X590797353;30AUG23;10:32:13
