"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib_tab;ref_tab;nb;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 09:49:09";="590780052";Comparaison des prélèvements d'organes FICHCOMP et GENRSA;[1.Q.11.POFG];0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:09";="590780052";Nombre de séances en dehors de la CM 28;[1.Q.12.SHCM28];0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:09";="590780052";Nombre de séjours avec un nombre de médicaments ou de dispositifs médicaux atypique;[1.Q.13.DMIMAT];0;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Synthèse des erreurs de groupage;[1.Q.1.EG];137;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Pourcentage de séjours en erreur;[1.Q.1.NSE];1;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Répartition des différences de groupage;[1.Q.1.RDG];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Analyse des séjours non programmés hors périmètre;[1.Q.2.ADNP];23;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec utilisation du mode d'entrée 8/5 et absence service urgences;[1.Q.2.MEURG];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec mutation et absence d'unité correspondante;[1.Q.2.MSU];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Codes géographiques erronés ou imprécis;[1.Q.3.CGI];13;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec DP incohérent avec un acte de prise en charge de cancérologie;[1.Q.5.DPCAN];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un code imprécis en DP;[1.Q.5.DPI];6;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un acte requérent un code Z en diagnostic principal et ayant pourtant un code non Z en diagnostic principal;[1.Q.5.DPNZ];2;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un code Z en DP pour une affection chronique et sans DR;[1.Q.5.DPZAC];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un code Z en DP et un mode de sortie décès;[1.Q.5.DPZDC];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un code Z en DP et une durée de séjour > 15 jours;[1.Q.5.DPZSL];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un code d'affection aigüe en DR;[1.Q.5.DRAA];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un DR pour un DP non Z;[1.Q.5.DRDPNZ];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un GHM de brûlure sans cause en DAS;[1.Q.5.GBSDA];2;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec une incompatibilité âge / diagnostic;[1.Q.5.IAD];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours de la racine 23C02 avec incompatibilité DP/acte;[1.Q.5.IDA23C02];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec une incompatibilité sexe / diagnostic;[1.Q.5.ISD];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un DP surveillance et traitement de tumeurs et un DR non renseigné ou différent de cancer;[1.Q.5.KIDPDR];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours sans nuitée avec un acte atypique pour un séjour sans nuitée;[1.Q.6.AASSN];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un acte sur brûlure et absence de code diagnostic de brûlure;[1.Q.6.ABSD];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec actes chirurgicaux en doublons;[1.Q.6.ACD];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un codage imprécis d'une complication après un acte à visée diagnostique ou thérapeutique;[1.Q.6.CCIA];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec diagnostic principal requérant un acte et sans acte;[1.Q.6.DPSA];24;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours dans un GHM médical avec un DP chirurgical;[1.Q.6.GMDPC];8;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de RSA de séances de dialyse sans acte de dialyse;[1.Q.6.SDSA];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours sans nuitée avec un geste complémentaire  d'anesthésie;[1.Q.6.SSNA];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Chaînage - codes retour;[1.Q.7.CHCR];14;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Synthèse de la procédure;[1.Q.7.CHSP];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Analyse des données déjà envoyées;[1.Q.7.DDE];12;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Analyse mère-enfant;[1.Q.8.CME];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Analyse des séjours d'accouchement (hors IMG);[1.Q.8.SACC];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Analyse des séjours d'enfants nés vivants;[1.Q.8.SENV];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Analyse des interruptions de grossesse;[1.Q.8.SIG];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Analyse des séjours de mort-nés;[1.Q.8.SMN];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Prélèvements d'organes des séjours non valorisés par l'AM;[1.Q.10.PONV];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Comparaison des prélèvements d'organes FICHCOMP et GENRSA;[1.Q.11.POFG];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séances en dehors de la CM 28;[1.Q.12.SHCM28];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:09";="600100648";Nombre de séjours avec un nombre de médicaments ou de dispositifs médicaux atypique;[1.Q.13.DMIMAT];0;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Synthèse des erreurs de groupage;[1.Q.1.EG];730;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Pourcentage de séjours en erreur;[1.Q.1.NSE];68;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Répartition des différences de groupage;[1.Q.1.RDG];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Analyse des séjours non programmés hors périmètre;[1.Q.2.ADNP];2;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec utilisation du mode d'entrée 8/5 et absence service urgences;[1.Q.2.MEURG];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec mutation et absence d'unité correspondante;[1.Q.2.MSU];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Codes géographiques erronés ou imprécis;[1.Q.3.CGI];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec DP incohérent avec un acte de prise en charge de cancérologie;[1.Q.5.DPCAN];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un code imprécis en DP;[1.Q.5.DPI];3;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un acte requérent un code Z en diagnostic principal et ayant pourtant un code non Z en diagnostic principal;[1.Q.5.DPNZ];27;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un code Z en DP pour une affection chronique et sans DR;[1.Q.5.DPZAC];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un code Z en DP et un mode de sortie décès;[1.Q.5.DPZDC];1;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un code Z en DP et une durée de séjour > 15 jours;[1.Q.5.DPZSL];32;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un code d'affection aigüe en DR;[1.Q.5.DRAA];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un DR pour un DP non Z;[1.Q.5.DRDPNZ];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un GHM de brûlure sans cause en DAS;[1.Q.5.GBSDA];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec une incompatibilité âge / diagnostic;[1.Q.5.IAD];2;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours de la racine 23C02 avec incompatibilité DP/acte;[1.Q.5.IDA23C02];15;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec une incompatibilité sexe / diagnostic;[1.Q.5.ISD];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un DP surveillance et traitement de tumeurs et un DR non renseigné ou différent de cancer;[1.Q.5.KIDPDR];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours sans nuitée avec un acte atypique pour un séjour sans nuitée;[1.Q.6.AASSN];7;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un acte sur brûlure et absence de code diagnostic de brûlure;[1.Q.6.ABSD];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec actes chirurgicaux en doublons;[1.Q.6.ACD];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un codage imprécis d'une complication après un acte à visée diagnostique ou thérapeutique;[1.Q.6.CCIA];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec diagnostic principal requérant un acte et sans acte;[1.Q.6.DPSA];1;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours dans un GHM médical avec un DP chirurgical;[1.Q.6.GMDPC];21;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de RSA de séances de dialyse sans acte de dialyse;[1.Q.6.SDSA];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours sans nuitée avec un geste complémentaire  d'anesthésie;[1.Q.6.SSNA];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Chaînage - codes retour;[1.Q.7.CHCR];65;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Synthèse de la procédure;[1.Q.7.CHSP];1;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Analyse des données déjà envoyées;[1.Q.7.DDE];44;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Analyse mère-enfant;[1.Q.8.CME];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Analyse des séjours d'accouchement (hors IMG);[1.Q.8.SACC];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Analyse des séjours d'enfants nés vivants;[1.Q.8.SENV];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Analyse des interruptions de grossesse;[1.Q.8.SIG];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Analyse des séjours de mort-nés;[1.Q.8.SMN];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Prélèvements d'organes des séjours non valorisés par l'AM;[1.Q.10.PONV];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Comparaison des prélèvements d'organes FICHCOMP et GENRSA;[1.Q.11.POFG];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séances en dehors de la CM 28;[1.Q.12.SHCM28];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:52";="620000026";Nombre de séjours avec un nombre de médicaments ou de dispositifs médicaux atypique;[1.Q.13.DMIMAT];0;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Synthèse des erreurs de groupage;[1.Q.1.EG];1;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Pourcentage de séjours en erreur;[1.Q.1.NSE];1;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Répartition des différences de groupage;[1.Q.1.RDG];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Analyse des séjours non programmés hors périmètre;[1.Q.2.ADNP];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec utilisation du mode d'entrée 8/5 et absence service urgences;[1.Q.2.MEURG];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec mutation et absence d'unité correspondante;[1.Q.2.MSU];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Codes géographiques erronés ou imprécis;[1.Q.3.CGI];1;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec DP incohérent avec un acte de prise en charge de cancérologie;[1.Q.5.DPCAN];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un code imprécis en DP;[1.Q.5.DPI];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un acte requérent un code Z en diagnostic principal et ayant pourtant un code non Z en diagnostic principal;[1.Q.5.DPNZ];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un code Z en DP pour une affection chronique et sans DR;[1.Q.5.DPZAC];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un code Z en DP et un mode de sortie décès;[1.Q.5.DPZDC];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un code Z en DP et une durée de séjour > 15 jours;[1.Q.5.DPZSL];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un code d'affection aigüe en DR;[1.Q.5.DRAA];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un DR pour un DP non Z;[1.Q.5.DRDPNZ];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un GHM de brûlure sans cause en DAS;[1.Q.5.GBSDA];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec une incompatibilité âge / diagnostic;[1.Q.5.IAD];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours de la racine 23C02 avec incompatibilité DP/acte;[1.Q.5.IDA23C02];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec une incompatibilité sexe / diagnostic;[1.Q.5.ISD];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un DP surveillance et traitement de tumeurs et un DR non renseigné ou différent de cancer;[1.Q.5.KIDPDR];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours sans nuitée avec un acte atypique pour un séjour sans nuitée;[1.Q.6.AASSN];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un acte sur brûlure et absence de code diagnostic de brûlure;[1.Q.6.ABSD];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec actes chirurgicaux en doublons;[1.Q.6.ACD];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un codage imprécis d'une complication après un acte à visée diagnostique ou thérapeutique;[1.Q.6.CCIA];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec diagnostic principal requérant un acte et sans acte;[1.Q.6.DPSA];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours dans un GHM médical avec un DP chirurgical;[1.Q.6.GMDPC];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de RSA de séances de dialyse sans acte de dialyse;[1.Q.6.SDSA];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours sans nuitée avec un geste complémentaire  d'anesthésie;[1.Q.6.SSNA];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Chaînage - codes retour;[1.Q.7.CHCR];1;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Synthèse de la procédure;[1.Q.7.CHSP];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Analyse des données déjà envoyées;[1.Q.7.DDE];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Analyse mère-enfant;[1.Q.8.CME];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Analyse des séjours d'accouchement (hors IMG);[1.Q.8.SACC];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Analyse des séjours d'enfants nés vivants;[1.Q.8.SENV];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Analyse des interruptions de grossesse;[1.Q.8.SIG];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Analyse des séjours de mort-nés;[1.Q.8.SMN];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Prélèvements d'organes des séjours non valorisés par l'AM;[1.Q.10.PONV];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Comparaison des prélèvements d'organes FICHCOMP et GENRSA;[1.Q.11.POFG];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séances en dehors de la CM 28;[1.Q.12.SHCM28];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:38";="590065223";Nombre de séjours avec un nombre de médicaments ou de dispositifs médicaux atypique;[1.Q.13.DMIMAT];0;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Synthèse des erreurs de groupage;[1.Q.1.EG];512;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Pourcentage de séjours en erreur;[1.Q.1.NSE];235;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Répartition des différences de groupage;[1.Q.1.RDG];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Analyse des séjours non programmés hors périmètre;[1.Q.2.ADNP];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec utilisation du mode d'entrée 8/5 et absence service urgences;[1.Q.2.MEURG];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec mutation et absence d'unité correspondante;[1.Q.2.MSU];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Codes géographiques erronés ou imprécis;[1.Q.3.CGI];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec DP incohérent avec un acte de prise en charge de cancérologie;[1.Q.5.DPCAN];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec un code imprécis en DP;[1.Q.5.DPI];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec un acte requérent un code Z en diagnostic principal et ayant pourtant un code non Z en diagnostic principal;[1.Q.5.DPNZ];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec un code Z en DP pour une affection chronique et sans DR;[1.Q.5.DPZAC];3;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec un code Z en DP et un mode de sortie décès;[1.Q.5.DPZDC];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec un code Z en DP et une durée de séjour > 15 jours;[1.Q.5.DPZSL];2;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec un code d'affection aigüe en DR;[1.Q.5.DRAA];3;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec un DR pour un DP non Z;[1.Q.5.DRDPNZ];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec un GHM de brûlure sans cause en DAS;[1.Q.5.GBSDA];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec une incompatibilité âge / diagnostic;[1.Q.5.IAD];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours de la racine 23C02 avec incompatibilité DP/acte;[1.Q.5.IDA23C02];0;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:50";="620003350";Nombre de séjours avec une incompatibilité sexe / diagnostic;[1.Q.5.ISD];0;2023.7;X620003350;29AUG23;14:20:57
