"champ";"statut";"annee";"periode";"date du resultat";"ipe";sej_fact;taux;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 12:11:32";="800000051";1 Séjour facturable à l'AM;100;346;64.672897196;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:32";="800000051";2 En attente de décision sur le taux de prise en charge du patient;80;14;2.6168224299;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";0 Séjour non facturable à l'AM;0;1;0.5263157895;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";1 Séjour facturable à l'AM;80;15;7.8947368421;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";1 Séjour facturable à l'AM;100;171;90;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:41:59";="800000135";2 En attente de décision sur le taux de prise en charge du patient;80;3;1.5789473684;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";0 Séjour non facturable à l'AM;0;100;0.8620689655;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";1 Séjour facturable à l'AM;0;492;4.2413793103;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";1 Séjour facturable à l'AM;80;2996;25.827586207;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";1 Séjour facturable à l'AM;100;8009;69.043103448;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";2 En attente de décision sur le taux de prise en charge du patient;80;1;0.0086206897;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:05";="590782165";2 En attente de décision sur le taux de prise en charge du patient;100;2;0.0172413793;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";0 Séjour non facturable à l'AM;0;140;0.8932559178;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";1 Séjour facturable à l'AM;0;532;3.3943724877;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";1 Séjour facturable à l'AM;80;5385;34.358450839;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";1 Séjour facturable à l'AM;90;10;0.0638039941;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";1 Séjour facturable à l'AM;100;9559;60.990237989;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";2 En attente de décision sur le taux de prise en charge du patient;80;25;0.1595099853;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:02";="620101360";2 En attente de décision sur le taux de prise en charge du patient;100;22;0.1403687871;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";0 Séjour non facturable à l'AM;0;52;1.5169194866;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";1 Séjour facturable à l'AM;80;1021;29.784130688;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";1 Séjour facturable à l'AM;90;2;0.0583430572;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";1 Séjour facturable à l'AM;100;2311;67.415402567;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:41";="590781662";2 En attente de décision sur le taux de prise en charge du patient;0;42;1.2252042007;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:27";="590781621";Non renseigné;;5;0.1141031492;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:27";="590781621";0 Séjour non facturable à l'AM;0;8;0.1825650388;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:27";="590781621";1 Séjour facturable à l'AM;0;204;4.6554084893;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:27";="590781621";1 Séjour facturable à l'AM;80;2152;49.109995436;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:27";="590781621";1 Séjour facturable à l'AM;90;1;0.0228206298;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:27";="590781621";1 Séjour facturable à l'AM;100;1836;41.898676403;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:27";="590781621";2 En attente de décision sur le taux de prise en charge du patient;80;176;4.0164308535;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";0 Séjour non facturable à l'AM;0;5;0.0502967508;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";0 Séjour non facturable à l'AM;80;35;0.3520772558;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";0 Séjour non facturable à l'AM;100;83;0.8349260638;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";1 Séjour facturable à l'AM;0;28;0.2816618046;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";1 Séjour facturable à l'AM;80;1435;14.435167488;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";1 Séjour facturable à l'AM;90;2;0.0201187003;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";1 Séjour facturable à l'AM;100;8346;83.955336485;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:17";="590052056";2 En attente de décision sur le taux de prise en charge du patient;100;7;0.0704154512;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";0 Séjour non facturable à l'AM;0;4;0.461361015;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";1 Séjour facturable à l'AM;80;287;33.102652826;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";1 Séjour facturable à l'AM;100;574;66.205305652;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";2 En attente de décision sur le taux de prise en charge du patient;80;2;0.2306805075;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:45";="620100677";0 Séjour non facturable à l'AM;0;4;0.1236476043;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:45";="620100677";1 Séjour facturable à l'AM;80;1381;42.689335394;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:45";="620100677";1 Séjour facturable à l'AM;100;1850;57.187017002;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";Non renseigné;;34;0.1008184083;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";0 Séjour non facturable à l'AM;0;506;1.5004151346;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";1 Séjour facturable à l'AM;0;908;2.6924445499;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";1 Séjour facturable à l'AM;80;4725;14.0107935;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";1 Séjour facturable à l'AM;90;5;0.0148262365;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";1 Séjour facturable à l'AM;100;27523;81.612501483;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";2 En attente de décision sur le taux de prise en charge du patient;80;1;0.0029652473;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";2 En attente de décision sur le taux de prise en charge du patient;100;22;0.0652354406;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="620103440";0 Séjour non facturable à l'AM;0;541;1.1549710724;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="620103440";1 Séjour facturable à l'AM;0;483;1.031147926;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="620103440";1 Séjour facturable à l'AM;80;4704;10.042484149;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="620103440";1 Séjour facturable à l'AM;90;7;0.0149441728;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="620103440";1 Séjour facturable à l'AM;100;41104;87.752182917;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="620103440";2 En attente de décision sur le taux de prise en charge du patient;80;1;0.0021348818;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:20";="620103440";2 En attente de décision sur le taux de prise en charge du patient;100;1;0.0021348818;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";Non renseigné;;3;0.1997336884;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";0 Séjour non facturable à l'AM;0;9;0.5992010652;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";1 Séjour facturable à l'AM;80;615;40.945406125;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";1 Séjour facturable à l'AM;100;793;52.796271638;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";2 En attente de décision sur le taux de prise en charge du patient;80;30;1.9973368842;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";2 En attente de décision sur le taux de prise en charge du patient;100;52;3.4620505992;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:46:48";="590780193";Non renseigné;;146;0.109780214;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:48";="590780193";0 Séjour non facturable à l'AM;0;4313;3.2430278285;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:48";="590780193";1 Séjour facturable à l'AM;80;20946;15.749701112;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:48";="590780193";1 Séjour facturable à l'AM;90;37;0.0278210131;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:48";="590780193";1 Séjour facturable à l'AM;100;107322;80.697480319;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:48";="590780193";2 En attente de décision sur le taux de prise en charge du patient;0;4;0.0030076771;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:48";="590780193";3 En attente de décision sur les droits du patient;0;225;0.1691818366;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";Non renseigné;;1;0.010845987;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";0 Séjour non facturable à l'AM;0;149;1.6160520607;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";1 Séjour facturable à l'AM;0;243;2.6355748373;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";1 Séjour facturable à l'AM;80;2966;32.169197397;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";1 Séjour facturable à l'AM;100;5860;63.557483731;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";2 En attente de décision sur le taux de prise en charge du patient;100;1;0.010845987;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";Non renseigné;;1;0.0070556692;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";0 Séjour non facturable à l'AM;0;125;0.8819586538;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";1 Séjour facturable à l'AM;0;265;1.869752346;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";1 Séjour facturable à l'AM;80;3568;25.174627813;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";1 Séjour facturable à l'AM;90;5;0.0352783462;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";1 Séjour facturable à l'AM;100;10175;71.791434418;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";2 En attente de décision sur le taux de prise en charge du patient;0;1;0.0070556692;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";2 En attente de décision sur le taux de prise en charge du patient;80;10;0.0705566923;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";2 En attente de décision sur le taux de prise en charge du patient;100;23;0.1622803923;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:04";="590781811";0 Séjour non facturable à l'AM;0;3;2.1739130435;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:04";="590781811";1 Séjour facturable à l'AM;80;77;55.797101449;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:04";="590781811";1 Séjour facturable à l'AM;100;58;42.028985507;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:36";="800000093";Non renseigné;;1;0.0322268772;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:36";="800000093";0 Séjour non facturable à l'AM;0;28;0.902352562;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:36";="800000093";1 Séjour facturable à l'AM;0;112;3.6094102481;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:36";="800000093";1 Séjour facturable à l'AM;80;883;28.456332581;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:36";="800000093";1 Séjour facturable à l'AM;100;2047;65.96841766;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:36";="800000093";2 En attente de décision sur le taux de prise en charge du patient;80;10;0.3222687722;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:36";="800000093";2 En attente de décision sur le taux de prise en charge du patient;100;22;0.7089912987;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";Non renseigné;;2;0.0057293457;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";0 Séjour non facturable à l'AM;0;240;0.687521485;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";1 Séjour facturable à l'AM;0;1015;2.9076429472;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";1 Séjour facturable à l'AM;80;4061;11.633436462;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";1 Séjour facturable à l'AM;100;29575;84.722699668;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";2 En attente de décision sur le taux de prise en charge du patient;0;4;0.0114586914;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";2 En attente de décision sur le taux de prise en charge du patient;80;1;0.0028646729;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";2 En attente de décision sur le taux de prise en charge du patient;100;10;0.0286467285;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:23";="020000048";Non renseigné;;4;1;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:23";="020000048";1 Séjour facturable à l'AM;80;52;13;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:23";="020000048";1 Séjour facturable à l'AM;100;344;86;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";Non renseigné;;27;0.0390992687;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";0 Séjour non facturable à l'AM;0;1101;1.5943812903;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";1 Séjour facturable à l'AM;80;11759;17.028455579;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";1 Séjour facturable à l'AM;90;9;0.0130330896;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";1 Séjour facturable à l'AM;100;55953;81.026717834;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";2 En attente de décision sur le taux de prise en charge du patient;0;11;0.0159293317;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";3 En attente de décision sur les droits du patient;0;195;0.2823836073;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";Non renseigné;;1;0.002488305;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";0 Séjour non facturable à l'AM;0;676;1.6820941575;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";1 Séjour facturable à l'AM;0;1104;2.7470886832;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";1 Séjour facturable à l'AM;80;5856;14.571513885;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";1 Séjour facturable à l'AM;90;5;0.0124415248;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";1 Séjour facturable à l'AM;100;32486;80.835075147;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";2 En attente de décision sur le taux de prise en charge du patient;80;10;0.0248830497;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";2 En attente de décision sur le taux de prise en charge du patient;100;50;0.1244152483;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";0 Séjour non facturable à l'AM;0;27;0.8002371073;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";1 Séjour facturable à l'AM;80;1050;31.12033195;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";1 Séjour facturable à l'AM;100;1859;55.097806758;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";2 En attente de décision sur le taux de prise en charge du patient;0;438;12.981624185;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";Non renseigné;;1;0.4424778761;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";0 Séjour non facturable à l'AM;0;2;0.8849557522;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";1 Séjour facturable à l'AM;80;78;34.513274336;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";1 Séjour facturable à l'AM;100;144;63.716814159;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";2 En attente de décision sur le taux de prise en charge du patient;80;1;0.4424778761;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";Non renseigné;;1;0.004787667;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";0 Séjour non facturable à l'AM;0;152;0.7277253794;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";1 Séjour facturable à l'AM;0;16;0.0766026715;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";1 Séjour facturable à l'AM;80;3339;15.986020012;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";1 Séjour facturable à l'AM;90;7;0.0335136688;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";1 Séjour facturable à l'AM;100;17324;82.941542586;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";2 En attente de décision sur le taux de prise en charge du patient;0;48;0.2298080146;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:01";="620100057";0 Séjour non facturable à l'AM;0;2468;8.1497870092;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:01";="620100057";1 Séjour facturable à l'AM;0;899;2.9686622858;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:01";="620100057";1 Séjour facturable à l'AM;80;10083;33.295908596;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:01";="620100057";1 Séjour facturable à l'AM;90;5;0.0165109137;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:01";="620100057";1 Séjour facturable à l'AM;100;16637;54.938414292;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:01";="620100057";2 En attente de décision sur le taux de prise en charge du patient;0;4;0.013208731;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:01";="620100057";2 En attente de décision sur le taux de prise en charge du patient;80;121;0.3995641119;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:01";="620100057";2 En attente de décision sur le taux de prise en charge du patient;100;66;0.217944061;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";Non renseigné;;12;0.0369959304;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";0 Séjour non facturable à l'AM;0;734;2.2629177457;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";1 Séjour facturable à l'AM;0;1275;3.9308176101;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";1 Séjour facturable à l'AM;80;4410;13.59600444;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";1 Séjour facturable à l'AM;100;25997;80.148600321;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";2 En attente de décision sur le taux de prise en charge du patient;80;1;0.0030829942;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";2 En attente de décision sur le taux de prise en charge du patient;100;7;0.0215809594;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";Non renseigné;;4;0.025383932;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";0 Séjour non facturable à l'AM;0;85;0.5394085544;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";1 Séjour facturable à l'AM;0;409;2.595507044;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";1 Séjour facturable à l'AM;80;4170;26.46274908;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";1 Séjour facturable à l'AM;90;8;0.0507678639;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";1 Séjour facturable à l'AM;100;10984;69.704277193;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";2 En attente de décision sur le taux de prise en charge du patient;0;4;0.025383932;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";2 En attente de décision sur le taux de prise en charge du patient;80;22;0.1396116258;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";2 En attente de décision sur le taux de prise en charge du patient;100;72;0.4569107755;2023.7;X800000028;01SEP23;13:07:27
