"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;nb;nb1;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:29:32";="590782652";Séjours sans anomalies;7770;;2023.7;X590782652;29AUG23;9:28:13
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours valorisés;1299;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours non controlés dans ce tableau (*);0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;9;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours où FJ et DS non compatibles;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 09:49:11";="590780052";Séjours sans anomalies;1290;;2023.7;X590780052;29AUG23;9:48:30
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours valorisés;3378;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours non controlés dans ce tableau (*);11;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours taux de remb différent de 100 et montant TM égal à 0;105;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;37;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours FJ n'est pas applicable et montant FJ différent de 0;1;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours où FJ et DS non compatibles;1;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 10:20:12";="600100648";Séjours sans anomalies;3223;;2023.7;X600100648;29AUG23;10:19:13
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours valorisés;7051;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours non controlés dans ce tableau (*);326;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours taux de remb différent de 100 et montant TM égal à 0;1274;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;46;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours FJ n'est pas applicable et montant FJ différent de 0;126;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours où FJ et DS non compatibles;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:05:55";="620000026";Séjours sans anomalies;5279;;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours valorisés;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours non controlés dans ce tableau (*);0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours où FJ et DS non compatibles;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 13:23:40";="590065223";Séjours sans anomalies;0;;2023.7;X590065223;29AUG23;13:23:00
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours valorisés;3441;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours non controlés dans ce tableau (*);0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours FJ n'est pas applicable et montant FJ différent de 0;3;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours où FJ et DS non compatibles;0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours où mnt BR différent de mnt AM+mnt TM;3;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Autres séjours avec exo Tm=2 et Tx remb=100% (***);12;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:21:53";="620003350";Séjours sans anomalies;3423;;2023.7;X620003350;29AUG23;14:20:57
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours valorisés;959;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours non controlés dans ce tableau (*);9;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;1;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours FJ n'est pas applicable et montant FJ différent de 0;1;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours où FJ et DS non compatibles;0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours où mnt BR différent de mnt AM+mnt TM;125;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Autres séjours avec exo Tm=2 et Tx remb=100% (***);2;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:45";="590000600";Séjours sans anomalies;821;;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours valorisés;9170;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours non controlés dans ce tableau (*);812;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours avec pb de codage des variables non bloquantes;2;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours taux de remb différent de 100 et montant TM égal à 0;398;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;156;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours FJ n'est pas applicable et montant FJ différent de 0;451;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours où FJ et DS non compatibles;0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours où mnt BR différent de mnt AM+mnt TM;533;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Autres séjours avec exo Tm=2 et Tx remb=100% (***);4;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:26";="620025346";Séjours sans anomalies;6923;;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours valorisés;3119;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours non controlés dans ce tableau (*);0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours FJ n'est pas applicable et montant FJ différent de 0;382;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours où FJ et DS non compatibles;0;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours où mnt BR différent de mnt AM+mnt TM;1;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);2;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Autres séjours avec exo Tm=2 et Tx remb=100% (***);1;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:58";="590001749";Séjours sans anomalies;2733;;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours valorisés;1099;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours non controlés dans ce tableau (*);0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours taux de remb différent de 100 et montant TM égal à 0;4;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours où FJ et DS non compatibles;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:47:06";="590781670";Séjours sans anomalies;1095;;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours valorisés;23440;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours non controlés dans ce tableau (*);4021;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours taux de remb différent de 100 et montant TM égal à 0;657;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;18;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours FJ n'est pas applicable et montant FJ différent de 0;1;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours où FJ et DS non compatibles;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:51:58";="020000261";Séjours sans anomalies;18743;;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours valorisés;28177;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours non controlés dans ce tableau (*);695;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours taux de remb différent de 100 et montant TM égal à 0;256;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours taux de remb égal à 100 et montant TM différent de 0;1;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;20;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours FJ n'est pas applicable et montant FJ différent de 0;162;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours où FJ et DS non compatibles;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Autres séjours avec exo Tm=2 et Tx remb=100% (***);5;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:37";="620100651";Séjours sans anomalies;27038;;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours valorisés;22137;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours non controlés dans ce tableau (*);22137;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours taux de remb différent de 100 et montant TM égal à 0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours où FJ et DS non compatibles;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours où mnt BR différent de mnt AM+mnt TM;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Autres séjours avec exo Tm=2 et Tx remb=100% (***);0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:58";="620027839";Séjours sans anomalies;0;;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours valorisés;16320;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours non controlés dans ce tableau (*);159;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours avec pb de codage des variables non bloquantes;2;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours taux de remb différent de 100 et montant TM égal à 0;708;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours taux de remb égal à 100 et montant TM différent de 0;6;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;1365;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours FJ n'est pas applicable et montant FJ différent de 0;44;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours où FJ et DS non compatibles;0;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours où mnt BR différent de mnt AM+mnt TM;47;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours de + 30 jours avec exo Tm=2, transfert depuis MCO et Tx remb différent de 100% (**);0;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Autres séjours avec exo Tm=2 et Tx remb=100% (***);3;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:24";="590780284";Séjours sans anomalies;14336;;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:43:25";="020000287";Séjours valorisés;5472;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:25";="020000287";Séjours non controlés dans ce tableau (*);291;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:25";="020000287";Séjours avec pb de codage des variables non bloquantes;0;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:25";="020000287";Séjours taux de remb différent de 100 et montant TM égal à 0;534;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:25";="020000287";Séjours taux de remb égal à 100 et montant TM différent de 0;0;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:25";="020000287";Séjours FJ à la charge de l'assuré et montant FJ égal à 0;1;;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:25";="020000287";Séjours FJ n'est pas applicable et montant FJ différent de 0;0;;2023.7;X020000287;30AUG23;8:42:17
