"champ";"statut";"annee";"periode";"date du resultat";"ipe";sej_fact;mam0;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;4;0.461361015;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;851;98.15455594;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;10;1.1534025375;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:33:48";="590781795";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;2;0.2306805075;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:45";="620100677";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;4;0.1236476043;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:45";="620100677";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;3213;99.319938176;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:36:45";="620100677";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;18;0.5564142195;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";Non renseigné;montant remboursé par l'AM non numérique ou à 0;34;0.1008184083;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;506;1.5004151346;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;32253;95.638121219;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;908;2.6924445499;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:18";="590781415";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;23;0.0682006879;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;541;1.1549710724;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;45204;96.505198437;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1094;2.3355607267;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:19";="620103440";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;2;0.0042697637;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";Non renseigné;montant remboursé par l'AM non numérique ou à 0;3;0.1997336884;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;9;0.5992010652;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;1398;93.075898802;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;10;0.6657789614;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:20";="800000085";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;82;5.4593874834;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";Non renseigné;montant remboursé par l'AM non numérique ou à 0;146;0.109780214;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;4313;3.2430278285;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;124294;93.459054236;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;4011;3.0159482078;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;4;0.0030076771;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";3 En attente de décision sur les droits du patient;montant remboursé par l'AM non numérique ou à 0;225;0.1691818366;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";Non renseigné;montant remboursé par l'AM non numérique ou à 0;1;0.010845987;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;149;1.6160520607;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;8266;89.652928416;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;803;8.7093275488;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:54";="020004404";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;1;0.010845987;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";Non renseigné;montant remboursé par l'AM non numérique ou à 0;1;0.0070556692;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;125;0.8819586538;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;12891;90.954632047;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1122;7.9164608763;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;33;0.2328370846;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:28";="590781605";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;1;0.0070556692;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:04";="590781811";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;3;2.1739130435;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:04";="590781811";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;135;97.826086957;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";Non renseigné;montant remboursé par l'AM non numérique ou à 0;1;0.0322268772;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;28;0.902352562;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;2847;91.749919433;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;195;6.284241057;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;32;1.0312600709;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";Non renseigné;montant remboursé par l'AM non numérique ou à 0;2;0.0057293457;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;240;0.687521485;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;32976;94.465452045;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1675;4.7983270311;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;11;0.0315114014;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:07";="600100713";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;4;0.0114586914;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:23";="020000048";Non renseigné;montant remboursé par l'AM non numérique ou à 0;4;1;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:23";="020000048";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;394;98.5;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:23";="020000048";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;2;0.5;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";Non renseigné;montant remboursé par l'AM non numérique ou à 0;27;0.0390992687;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1101;1.5943812903;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;65867;95.383390051;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1854;2.6848164507;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;11;0.0159293317;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";3 En attente de décision sur les droits du patient;montant remboursé par l'AM non numérique ou à 0;195;0.2823836073;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";Non renseigné;montant remboursé par l'AM non numérique ou à 0;1;0.002488305;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;676;1.6820941575;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;37891;94.284363492;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1560;3.881755748;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:12";="620100685";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;60;0.149298298;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;27;0.8002371073;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;2274;67.397747481;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;635;18.820391227;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:36";="800000069";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;438;12.981624185;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";Non renseigné;montant remboursé par l'AM non numérique ou à 0;1;0.4424778761;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;2;0.8849557522;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;221;97.787610619;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1;0.4424778761;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:32";="020000071";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;1;0.4424778761;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";Non renseigné;montant remboursé par l'AM non numérique ou à 0;1;0.004787667;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;152;0.7277253794;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;18544;88.78249629;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;2142;10.255182649;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;48;0.2298080146;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;2468;8.1497870092;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;20568;67.919294654;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;7056;23.300201433;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;187;0.6175081729;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;4;0.013208731;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";Non renseigné;montant remboursé par l'AM non numérique ou à 0;12;0.0369959304;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;734;2.2629177457;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;30013;92.529905044;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1669;5.1455173264;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:12";="600101984";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;8;0.0246639536;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";Non renseigné;montant remboursé par l'AM non numérique ou à 0;4;0.025383932;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;85;0.5394085544;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;14105;89.510090113;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1466;9.3032110674;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;94;0.5965224013;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:42";="800000028";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;4;0.025383932;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";Non renseigné;montant remboursé par l'AM non numérique ou à 0;21;0.0762139798;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;347;1.2593452856;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;23406;84.945924367;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;3474;12.607969805;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;305;1.106917326;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:29";="590783239";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;1;0.0036292371;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";Non renseigné;montant remboursé par l'AM non numérique ou à 0;10;0.2140869193;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;56;1.198886748;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;4523;96.831513595;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;82;1.7555127382;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";Non renseigné;montant remboursé par l'AM non numérique ou à 0;2;0.0044355733;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;370;0.8205810601;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;39732;88.117099135;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;4971;11.024617432;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;15;0.0332667997;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";0 Séjour non facturable à l'AM;montant remboursé par l'AM numérique;349;0.7077097782;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;325;0.659042057;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;20593;41.758932555;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:54";="590000188";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;28047;56.87431561;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";Non renseigné;montant remboursé par l'AM non numérique ou à 0;1;0.0083780161;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;150;1.2567024129;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;11417;95.651809651;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;364;3.0495978552;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:09";="620103432";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;4;0.0335120643;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;265;2.0724172988;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;11946;93.423007742;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;562;4.395088762;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:37";="590782637";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;14;0.1094861969;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";Non renseigné;montant remboursé par l'AM non numérique ou à 0;526;3.9611416522;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;348;2.620679268;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;11873;89.411853302;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;528;3.9762030273;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;3;0.0225920627;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:23";="590781803";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM non numérique ou à 0;1;0.0075306876;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";Non renseigné;montant remboursé par l'AM non numérique ou à 0;13;0.0906555091;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;89;0.6206415621;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;13105;91.387726639;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;1109;7.7336122734;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";2 En attente de décision sur le taux de prise en charge du patient;montant remboursé par l'AM numérique;24;0.1673640167;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";Non renseigné;montant remboursé par l'AM non numérique ou à 0;434;0.5454728269;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";0 Séjour non facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;667;0.8383188377;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";1 Séjour facturable à l'AM;montant remboursé par l'AM numérique;69993;87.970690262;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";1 Séjour facturable à l'AM;montant remboursé par l'AM non numérique ou à 0;7944;9.9844150621;2023.7;X800000044;05SEP23;17:44:11
