"champ";"statut";"annee";"periode";"date du resultat";"ipe";diag;ponder;ponder_cn;dms;dur_med;age_moy;age_med;pct_homme;pct_rea;pct_sc;pct_si;sej_rea;moy_rea;med_rea;moy_age;med_age;pct_homme_rea;ponder_dp;ponder_dr;ponder_da;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 16:13:52";="620100651";Total;359;359;10.200557103;5;64.025512268;72;39.832869081;6.1281337047;1.9498607242;6.6852367688;22;12.5;8;65.772727273;70.5;63.636363636;141;1;247;Tous diagnostics;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:19";="620027839";Total;;;;0;;0;;;;;;;0;;0;;0;0;0;Tous diagnostics;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:49";="590780284";U0710;113;113;12.699115044;7;76.283185841;79;56.637168142;11.504424779;8.8495575221;9.7345132743;13;13.230769231;9;68.538461538;74;92.307692308;59;0;54;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:49";="590780284";U0711;11;11;14;6;74.727272727;80;63.636363636;18.181818182;0;9.0909090909;2;25.5;25.5;77;77;50;6;0;5;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:49";="590780284";U0712;13;13;17.692307692;12;74;76;69.230769231;0;7.6923076923;7.6923076923;0;;;;;;1;0;12;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:49";="590780284";U0714;23;23;7.7826086957;5;72.956521739;76;47.826086957;4.347826087;4.347826087;8.6956521739;1;1;1;78;78;100;16;0;7;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:49";="590780284";U0715;2;2;9.5;9.5;73.5;73.5;50;0;0;0;0;;;;;;2;0;0;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:49";="590780284";Total;149;149;11.973154362;7;74.838926174;78;57.046979866;8.7248322148;6.711409396;9.3959731544;13;13.230769231;9;68.538461538;74;92.307692308;84;0;87;Tous diagnostics;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";U0710;66;66;10.212121212;8;79.954545455;84;53.03030303;0;4.5454545455;3.0303030303;0;;;;;;47;0;19;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";U0711;1;1;4;4;75;75;0;0;0;0;0;;;;;;1;0;0;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";U0712;19;19;9.0526315789;7;73.947368421;81;63.157894737;0;5.2631578947;10.526315789;0;;;;;;0;0;19;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";U0714;18;18;9.6111111111;10;77.888888889;84.5;38.888888889;0;11.111111111;16.666666667;0;;;;;;8;0;10;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:54";="020000287";Total;103;103;9.6601941748;8;78.368932039;83;51.45631068;0;4.854368932;6.7961165049;0;;;;;;56;0;48;Tous diagnostics;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";U0710;100;100;12.22;9;69.364739726;77;42;0;23;1;0;;;;;;54;0;46;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";U0711;3;3;2;2;78;84;66.666666667;0;0;0;0;;;;;;0;0;3;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";U0712;30;30;15.933333333;7;59.566666667;70.5;30;0;0;0;0;;;;;;0;0;30;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";U0714;27;27;7.7407407407;5;54.44870624;65;33.333333333;0;3.7037037037;0;0;;;;;;15;0;12;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";U0715;2;2;2.5;2.5;77.5;77.5;0;0;0;0;0;;;;;;2;0;0;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:56";="590797353";Total;157;157;11.891719745;7;65.035598988;75;38.21656051;0;14.012738854;0.6369426752;0;;;;;;71;0;221;Tous diagnostics;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";U0710;171;171;13.426900585;9;73.933028919;78;57.894736842;11.695906433;6.432748538;4.6783625731;20;6.75;3.5;69.95;75.5;70;108;0;63;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";U0711;1;1;7;7;90;90;0;0;0;0;0;;;;;;1;0;0;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";U0712;131;131;14.152671756;12;71.725546377;74;47.328244275;3.8167938931;3.0534351145;7.6335877863;5;25;32;63.8;70;60;5;0;126;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";U0714;95;95;8.5684210526;4;56.890785869;70;46.315789474;2.1052631579;7.3684210526;2.1052631579;2;22.5;22.5;62.5;62.5;100;49;0;46;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";U0715;1;1;56;56;80;80;0;0;0;0;0;;;;;;0;0;1;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:39";="590782421";Total;390;390;12.358974359;8;69.087741482;76;51.282051282;5.8974358974;5.1282051282;5.1282051282;23;12.173913043;5;66.956521739;73;69.565217391;163;0;345;Tous diagnostics;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";U0710;9;9;12.555555556;11;83.666666667;82;33.333333333;0;0;0;0;;;;;;8;0;1;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";U0711;1;1;2;2;86;86;0;0;0;0;0;;;;;;0;0;1;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";U0712;4;4;11;10;72.5;68;75;0;0;0;0;;;;;;0;0;4;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:54";="800000051";Total;14;14;11.357142857;9.5;80.642857143;81.5;42.857142857;0;0;0;0;;;;;;8;0;6;Tous diagnostics;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:15";="800000135";U0712;2;2;39;39;78.5;78.5;50;0;0;0;0;;;;;;0;0;2;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:15";="800000135";Total;2;2;39;39;78.5;78.5;50;0;0;0;0;;;;;;0;0;2;Tous diagnostics;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";U0710;82;82;14.926829268;13;77.719512195;82;43.902439024;0;17.073170732;0;0;;;;;;39;0;43;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";U0712;97;97;13.24742268;11;71.134020619;76;43.298969072;0;6.1855670103;0;0;;;;;;1;0;96;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";U0714;42;42;9.119047619;7;73.238095238;80;40.476190476;0;4.7619047619;0;0;;;;;;22;0;20;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:26";="590782165";Total;214;214;12.780373832;10.5;73.668224299;79.5;43.925233645;0;8.8785046729;0;0;;;;;;62;0;1641;Tous diagnostics;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";U0710;67;67;10.776119403;9;75.934042118;83;47.76119403;11.940298507;7.4626865672;4.4776119403;8;10.125;8;65.5;65;87.5;39;0;28;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";U0711;1;1;34;34;73;73;100;100;100;0;1;26;26;73;73;100;0;0;1;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";U0712;35;35;7.1714285714;5;68.342857143;71;48.571428571;2.8571428571;5.7142857143;2.8571428571;1;8;8;72;72;100;3;0;32;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";U0714;55;55;12.272727273;13;79.345454545;84;49.090909091;3.6363636364;1.8181818182;3.6363636364;2;3.5;3.5;70.5;70.5;50;22;0;33;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";U0715;1;1;4;4;54;54;100;0;0;0;0;;;;;;0;0;1;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:26";="620101360";Total;154;154;10.435064935;8;75.036239103;82;48.701298701;7.1428571429;5.8441558442;3.2467532468;11;10.363636364;8;66.909090909;72;81.818181818;64;0;127;Tous diagnostics;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";U0710;47;47;12.085106383;9;70.388283299;75;38.29787234;0;12.765957447;0;0;;;;;;28;0;19;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";U0712;24;24;8.125;7;72.25;77;8.3333333333;0;0;0;0;;;;;;0;0;24;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";U0714;4;4;4.75;3;47.75;47.5;25;0;0;0;0;;;;;;1;0;3;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:56:03";="590781662";Total;73;73;10.273972603;8;69.756839932;75;28.767123288;0;6.8493150685;0;0;;;;;;29;0;50;Tous diagnostics;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 15:04:48";="590781621";U0710;36;36;10.25;9;76.972222222;78.5;55.555555556;0;25;0;0;;;;;;15;0;21;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:48";="590781621";U0711;1;1;9;9;71;71;0;0;0;0;0;;;;;;0;0;1;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:48";="590781621";U0712;22;22;7.8636363636;4;70.818181818;75;54.545454545;0;0;0;0;;;;;;0;0;22;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:48";="590781621";U0714;38;38;8.3157894737;7;72.894736842;78;47.368421053;0;10.526315789;0;0;;;;;;16;0;22;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:04:48";="590781621";Total;91;91;9.0549450549;7;73.549450549;74;51.648351648;0;14.285714286;0;0;;;;;;31;0;76;Tous diagnostics;2023.7;X590781621;30AUG23;15:03:46
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";U0710;3;3;6;5;67.333333333;67;66.666666667;0;33.333333333;0;0;;;;;;1;0;2;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";U0712;1;1;19;19;59;59;100;0;100;0;0;;;;;;0;0;1;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 15:19:34";="590052056";Total;4;4;9.25;8;65.25;65.5;75;0;50;0;0;;;;;;1;0;11;Tous diagnostics;2023.7;X590052056;30AUG23;15:19:03
"mco";"dgf";"2023";"7";"2023/08/30 16:34:46";="590781795";U0710;19;19;15.842105263;11;85.684210526;87;42.105263158;0;0;0;0;;;;;;3;0;16;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:46";="590781795";U0712;24;24;17.416666667;15;83;85;25;0;0;0;0;;;;;;1;0;23;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:46";="590781795";U0714;2;2;20;20;84;84;50;0;0;0;0;;;;;;2;0;0;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/30 16:34:46";="590781795";Total;45;45;16.866666667;13;84.177777778;85;33.333333333;0;0;0;0;;;;;;6;0;41;Tous diagnostics;2023.7;X590781795;30AUG23;16:33:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";U0710;15;15;18.333333333;20;81.6;86;46.666666667;0;0;0;0;;;;;;2;0;13;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";U0712;5;5;16;9;36.6;19;20;0;0;0;0;;;;;;0;0;5;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";U0714;5;5;28;32;63.4;77;20;0;0;0;0;;;;;;0;0;5;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";U0715;10;10;0;0;26;26;0;0;0;0;0;;;;;;0;0;10;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 09:37:02";="620100677";Total;35;35;14.142857143;12;56.685714286;61;25.714285714;0;0;0;0;;;;;;2;0;33;Tous diagnostics;2023.7;X620100677;31AUG23;9:36:32
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";U0710;150;150;11.573333333;8;73.665150685;78;50.666666667;5.3333333333;5.3333333333;7.3333333333;8;12.75;7;65.875;69;37.5;60;0;90;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";U0712;90;90;12.066666667;8;73.177777778;75;46.666666667;6.6666666667;3.3333333333;20;6;17.166666667;8;68.666666667;70;100;3;0;87;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";U0714;91;91;11.758241758;8;69.720517838;75;48.351648352;3.2967032967;3.2967032967;14.285714286;3;5.6666666667;6;73;73;33.333333333;26;0;65;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:37:41";="590781415";Total;318;318;11.663522013;8;72.019936245;76;49.371069182;5.0314465409;4.0880503145;12.893081761;16;13.5;7;67.9375;70;62.5;89;0;236;Tous diagnostics;2023.7;X590781415;31AUG23;10:37:00
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0710;169;169;10.183431953;6;70.170851909;76;50.295857988;3.550295858;6.5088757396;2.9585798817;6;6.3333333333;6;66;72.5;16.666666667;116;0;53;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0711;1;1;1;1;86;86;0;0;0;0;0;;;;;;1;0;0;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0712;94;94;11.64893617;7;69.194403964;73;50;0;1.0638297872;7.4468085106;0;;;;;;6;1;87;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0714;40;40;11.15;6;67.453630137;79.5;55;2.5;5;0;1;6;6;64;64;100;17;0;23;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";U0715;1;1;7;7;70;70;100;0;0;0;0;;;;;;1;0;0;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:48";="620103440";Total;304;304;10.697368421;6;69.527280101;76;50.986842105;2.3026315789;4.2763157895;3.9473684211;7;6.2857142857;6;65.714285714;72;28.571428571;141;1;809;Tous diagnostics;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";U0710;39;39;9.6666666667;7;79.128205128;81;64.102564103;0;0;0;0;;;;;;29;0;10;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";U0712;1;1;10;10;74;74;0;0;0;0;0;;;;;;1;0;0;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";U0714;6;6;10.5;10;81.666666667;85;66.666666667;0;0;0;0;;;;;;3;0;3;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:38";="800000085";Total;45;45;9.7111111111;8;79.066666667;81;64.444444444;0;0;0;0;;;;;;33;0;12;Tous diagnostics;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:48:18";="590780193";U0710;470;470;11.370212766;4;61.14498397;67;50.85106383;8.5106382979;6.170212766;15.957446809;40;24.2;13;46.118219178;55;62.5;201;91;178;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:18";="590780193";U0711;12;12;15.166666667;8.5;65.416666667;67;58.333333333;16.666666667;16.666666667;25;2;11;11;66.5;66.5;50;3;0;9;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:18";="590780193";U0712;330;330;15.23030303;8.5;62.870543794;67;50.606060606;18.484848485;11.818181818;34.242424242;61;11.360655738;5;56.004581181;61;57.37704918;4;1;325;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:18";="590780193";U0714;137;137;9.9708029197;4;53.695990401;63;51.824817518;6.5693430657;11.678832117;17.518248175;9;17.555555556;7;63.555555556;64;55.555555556;43;6;88;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:18";="590780193";U0715;7;7;7.5714285714;4;33;47;71.428571429;14.285714286;0;0;1;14;14;47;47;0;1;0;6;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:18";="590780193";Total;946;946;12.391120507;6;60.524072519;66;51.268498943;11.733615222;8.6680761099;22.198731501;111;16.126126126;7;53.126200173;60;58.558558559;252;98;1091;Tous diagnostics;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:24";="020004404";U0710;157;157;20.611464968;14;78.955414013;80;47.133757962;13.375796178;8.9171974522;5.7324840764;21;20.761904762;13;72.333333333;73;66.666666667;73;1;83;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:24";="020004404";U0711;7;7;7.2857142857;5;69.714285714;76;71.428571429;0;0;0;0;;;;;;5;0;2;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:24";="020004404";U0712;39;39;20.794871795;18;79.58974359;84;38.461538462;10.256410256;10.256410256;2.5641025641;4;5.25;4.5;62.75;69;50;0;0;39;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:24";="020004404";U0714;15;15;12.4;8;75.933333333;89;33.333333333;0;0;0;0;;;;;;6;0;9;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:24";="020004404";Total;207;207;19.512077295;14;78.463768116;81;46.376811594;10.628019324;7.729468599;4.347826087;22;19.090909091;12;69.227272727;71;68.181818182;84;1;151;Tous diagnostics;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:52";="590781605";U0710;68;68;13.367647059;12;74.955882353;78;51.470588235;8.8235294118;7.3529411765;7.3529411765;6;12.333333333;12.5;68.5;69;100;49;0;19;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:52";="590781605";U0711;1;1;0;0;47;47;0;0;0;0;0;;;;;;0;0;1;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:52";="590781605";U0712;52;52;13.634615385;13;71.576923077;76;50;3.8461538462;5.7692307692;1.9230769231;2;5;5;60;60;0;1;0;51;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:52";="590781605";U0714;46;46;11.413043478;9;73.586956522;80;52.173913043;2.1739130435;2.1739130435;4.347826087;1;10;10;79;79;100;24;0;22;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:52";="590781605";Total;155;155;12.916129032;11;72.535483871;78;51.612903226;5.8064516129;5.8064516129;5.1612903226;9;10.444444444;10;67.777777778;66;77.777777778;74;0;99;Tous diagnostics;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:19";="590781811";U0712;2;2;19.5;19.5;38;38;100;0;0;0;0;;;;;;0;0;2;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:19";="590781811";Total;2;2;19.5;19.5;38;38;100;0;0;0;0;;;;;;0;0;20;Tous diagnostics;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:54";="800000093";U0710;26;26;8.7692307692;7;82.192307692;83;61.538461538;0;7.6923076923;0;0;;;;;;19;0;7;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:54";="800000093";U0712;6;6;18.333333333;18.5;75.166666667;73.5;50;0;16.666666667;0;0;;;;;;1;0;5;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:54";="800000093";U0714;10;10;11.4;12;75.2;82.5;50;0;10;0;0;;;;;;5;0;5;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X800000093;31AUG23;14:33:22
