"champ";"statut";"annee";"periode";"date du resultat";"ipe";gdreg;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 14:23:13";="590000600";08 Militaires de carrière;2;0.2057613169;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:13";="590000600";10 Clercs et employés de notaire;2;0.2057613169;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:13";="590000600";90 Caisse d'Assurance Maladie des cultes;1;0.1028806584;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:13";="590000600";91 Mutuelle Générale de l'Education Nationale (MGEN);30;3.0864197531;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:23:13";="590000600";99 Autres mutuelles;7;0.7201646091;2023.7;X590000600;29AUG23;14:23:02
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";01 Régime général;7645;81.165728846;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";02 Régime agricole;303;3.2169020066;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";04 SNCF;42;0.4459072088;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";05 RATP;5;0.0530841915;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";07 Mineurs et assimilés;562;5.9666631277;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";08 Militaires de carrière;58;0.6157766217;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";10 Clercs et employés de notaire;14;0.1486357363;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";15 Caisses Autonomes de Sécurité Sociale du Sénat;1;0.0106168383;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";90 Caisse d'Assurance Maladie des cultes;2;0.0212336766;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";91 Mutuelle Générale de l'Education Nationale (MGEN);393;4.1724174541;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";93 Mutuelle Générale de la Police (MGP);13;0.138018898;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";99 Autres mutuelles;148;1.5712920692;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:24:47";="620025346";XX;233;2.4737233252;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";01 Régime général;2795;89.069471001;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";02 Régime agricole;83;2.6449968133;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";04 SNCF;30;0.9560229446;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";06 Etablissement National des Invalides de la Marine (ENIM);45;1.4340344168;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";07 Mineurs et assimilés;4;0.1274697259;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";08 Militaires de carrière;7;0.2230720204;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";10 Clercs et employés de notaire;1;0.0318674315;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";91 Mutuelle Générale de l'Education Nationale (MGEN);98;3.1230082855;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";93 Mutuelle Générale de la Police (MGP);3;0.0956022945;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";99 Autres mutuelles;58;1.8483110261;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:40:19";="590001749";XX;14;0.4461440408;2023.7;X590001749;29AUG23;14:40:05
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";01 Régime général;937;85.259326661;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";02 Régime agricole;68;6.1874431301;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";04 SNCF;21;1.9108280255;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";07 Mineurs et assimilés;6;0.5459508644;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";08 Militaires de carrière;4;0.3639672429;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";90 Caisse d'Assurance Maladie des cultes;4;0.3639672429;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";91 Mutuelle Générale de l'Education Nationale (MGEN);52;4.7315741583;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";93 Mutuelle Générale de la Police (MGP);2;0.1819836215;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:46:28";="590781670";99 Autres mutuelles;5;0.4549590537;2023.7;X590781670;29AUG23;14:46:17
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";01 Régime général;20733;86.057612485;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";02 Régime agricole;1840;7.637390005;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";04 SNCF;144;0.597708783;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";05 RATP;189;0.7844927777;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";06 Etablissement National des Invalides de la Marine (ENIM);1;0.0041507554;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";08 Militaires de carrière;65;0.2697991034;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";10 Clercs et employés de notaire;12;0.0498090652;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";17 Caisse des Français de l'étranger;2;0.0083015109;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";91 Mutuelle Générale de l'Education Nationale (MGEN);796;3.3040013282;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";93 Mutuelle Générale de la Police (MGP);8;0.0332060435;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";99 Autres mutuelles;108;0.4482815872;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 14:50:37";="020000261";XX;194;0.8052465549;2023.7;X020000261;29AUG23;14:50:19
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";01 Régime général;25204;85.23791809;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";02 Régime agricole;865;2.92536102;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";04 SNCF;267;0.9029727079;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";05 RATP;1;0.0033819203;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";06 Etablissement National des Invalides de la Marine (ENIM);1;0.0033819203;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";07 Mineurs et assimilés;1195;4.0413947039;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";08 Militaires de carrière;168;0.5681626027;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";10 Clercs et employés de notaire;27;0.0913118469;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";14 Assemblée Nationale;13;0.0439649633;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";15 Caisses Autonomes de Sécurité Sociale du Sénat;1;0.0033819203;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";90 Caisse d'Assurance Maladie des cultes;96;0.3246643444;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";91 Mutuelle Générale de l'Education Nationale (MGEN);1035;3.5002874632;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";93 Mutuelle Générale de la Police (MGP);39;0.1318948899;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";99 Autres mutuelles;506;1.7112516487;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:31";="620100651";XX;151;0.5106699584;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";01 Régime général;19093;86.245369952;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";02 Régime agricole;966;4.3635378083;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";03 Régime Social des Indépendants (RSI);60;0.2710271931;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";04 SNCF;193;0.8718041377;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";05 RATP;34;0.1535820761;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";06 Etablissement National des Invalides de la Marine (ENIM);116;0.5239859066;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";07 Mineurs et assimilés;15;0.0677567983;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";08 Militaires de carrière;123;0.5556057458;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";10 Clercs et employés de notaire;5;0.0225855994;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";90 Caisse d'Assurance Maladie des cultes;11;0.0496883187;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";91 Mutuelle Générale de l'Education Nationale (MGEN);1159;5.235341946;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:01";="620027839";99 Autres mutuelles;363;1.639714518;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";01 Régime général;14925;90.268537559;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";02 Régime agricole;434;2.6248941575;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";04 SNCF;169;1.0221362042;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";06 Etablissement National des Invalides de la Marine (ENIM);3;0.0181444297;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";07 Mineurs et assimilés;56;0.3386960203;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";08 Militaires de carrière;83;0.5019958873;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";10 Clercs et employés de notaire;21;0.1270110076;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";17 Caisse des Français de l'étranger;2;0.0120962864;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";90 Caisse d'Assurance Maladie des cultes;9;0.054433289;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";91 Mutuelle Générale de l'Education Nationale (MGEN);575;3.4776823515;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";93 Mutuelle Générale de la Police (MGP);16;0.0967702915;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";99 Autres mutuelles;221;1.3366396516;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:29";="590780284";XX;20;0.1209628644;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";01 Régime général;4901;87.268518519;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";02 Régime agricole;253;4.504985755;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";04 SNCF;147;2.6175213675;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";05 RATP;3;0.0534188034;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";07 Mineurs et assimilés;1;0.0178062678;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";08 Militaires de carrière;26;0.462962963;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";10 Clercs et employés de notaire;5;0.089031339;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";15 Caisses Autonomes de Sécurité Sociale du Sénat;1;0.0178062678;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";91 Mutuelle Générale de l'Education Nationale (MGEN);244;4.3447293447;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";93 Mutuelle Générale de la Police (MGP);1;0.0178062678;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";99 Autres mutuelles;27;0.4807692308;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:42:35";="020000287";XX;7;0.1246438746;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";01 Régime général;27391;90.030896661;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";02 Régime agricole;512;1.6828819353;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";04 SNCF;192;0.6310807257;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";05 RATP;1;0.0032868788;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";06 Etablissement National des Invalides de la Marine (ENIM);2;0.0065737576;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";07 Mineurs et assimilés;106;0.3484091507;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";08 Militaires de carrière;68;0.223507757;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";10 Clercs et employés de notaire;43;0.1413357875;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";17 Caisse des Français de l'étranger;1;0.0032868788;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";90 Caisse d'Assurance Maladie des cultes;15;0.0493031817;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";91 Mutuelle Générale de l'Education Nationale (MGEN);1405;4.6180646858;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";93 Mutuelle Générale de la Police (MGP);28;0.0920326058;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";99 Autres mutuelles;407;1.3377596634;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:32:31";="590797353";XX;253;0.8315803313;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";01 Régime général;41423;95.135619301;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";02 Régime agricole;328;0.7533129694;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";03 Régime Social des Indépendants (RSI);6;0.0137801153;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";04 SNCF;157;0.3605796835;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";05 RATP;2;0.0045933718;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";07 Mineurs et assimilés;10;0.0229668588;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";08 Militaires de carrière;137;0.3146459659;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";10 Clercs et employés de notaire;31;0.0711972624;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";15 Caisses Autonomes de Sécurité Sociale du Sénat;1;0.0022966859;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";17 Caisse des Français de l'étranger;3;0.0068900576;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";90 Caisse d'Assurance Maladie des cultes;4;0.0091867435;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";91 Mutuelle Générale de l'Education Nationale (MGEN);1049;2.4092234905;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";93 Mutuelle Générale de la Police (MGP);13;0.0298569165;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";99 Autres mutuelles;142;0.3261293953;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:13";="590782421";XX;235;0.5397211823;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:11:33";="800000051";01 Régime général;467;87.289719626;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:33";="800000051";02 Régime agricole;33;6.1682242991;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:33";="800000051";04 SNCF;7;1.308411215;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:33";="800000051";08 Militaires de carrière;1;0.1869158879;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:33";="800000051";10 Clercs et employés de notaire;1;0.1869158879;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:33";="800000051";91 Mutuelle Générale de l'Education Nationale (MGEN);23;4.2990654206;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:33";="800000051";92 Mutuelle Générale (MG);1;0.1869158879;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:11:33";="800000051";99 Autres mutuelles;2;0.3738317757;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:00";="800000135";01 Régime général;157;82.631578947;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:00";="800000135";02 Régime agricole;23;12.105263158;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:00";="800000135";04 SNCF;3;1.5789473684;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:00";="800000135";10 Clercs et employés de notaire;1;0.5263157895;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:00";="800000135";91 Mutuelle Générale de l'Education Nationale (MGEN);5;2.6315789474;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:00";="800000135";99 Autres mutuelles;1;0.5263157895;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";01 Régime général;10551;90.956896552;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";02 Régime agricole;212;1.8275862069;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";04 SNCF;83;0.7155172414;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";07 Mineurs et assimilés;279;2.4051724138;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";08 Militaires de carrière;40;0.3448275862;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";10 Clercs et employés de notaire;6;0.0517241379;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";90 Caisse d'Assurance Maladie des cultes;3;0.025862069;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";91 Mutuelle Générale de l'Education Nationale (MGEN);286;2.4655172414;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";93 Mutuelle Générale de la Police (MGP);14;0.1206896552;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";99 Autres mutuelles;101;0.8706896552;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:11:06";="590782165";XX;25;0.2155172414;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";01 Régime général;14023;89.472340969;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";02 Régime agricole;821;5.2383079181;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";04 SNCF;58;0.370063166;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";06 Etablissement National des Invalides de la Marine (ENIM);25;0.1595099853;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";07 Mineurs et assimilés;21;0.1339883877;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";08 Militaires de carrière;56;0.3573023671;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";10 Clercs et employés de notaire;41;0.2615963759;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";90 Caisse d'Assurance Maladie des cultes;5;0.0319019971;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";91 Mutuelle Générale de l'Education Nationale (MGEN);447;2.8520385376;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";93 Mutuelle Générale de la Police (MGP);12;0.076564793;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";99 Autres mutuelles;114;0.7273655331;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:03";="620101360";XX;50;0.3190199707;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:55:42";="590781662";01 Régime général;3070;89.556592765;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:42";="590781662";02 Régime agricole;202;5.8926487748;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:42";="590781662";03 Régime Social des Indépendants (RSI);1;0.0291715286;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:42";="590781662";04 SNCF;7;0.2042007001;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:42";="590781662";07 Mineurs et assimilés;2;0.0583430572;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:42";="590781662";08 Militaires de carrière;21;0.6126021004;2023.7;X590781662;30AUG23;14:55:22
"mco";"dgf";"2023";"7";"2023/08/30 14:55:42";="590781662";10 Clercs et employés de notaire;6;0.1750291715;2023.7;X590781662;30AUG23;14:55:22
