"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib;aff;acte2;nb_occur;ponder;ponder_cn;dms;pct_rea;pct_si;pct_sc;age_moy;age_med;pct_homme;pct_dp;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";DEQP007 SCOPE/TÉLÉECG CONTINU +SURV. PRESS ART+/-SAO2 NON EFFRACTIVES/24H;0;DEQP007;270;21;21;24.666666667;100;9.5238095238;9.5238095238;65.904761905;71;61.904761905;33.333333333;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";EQQP011 SURV. CONTINUE PRESS. ART.+/- PVC EFFRACTIVES/24H;0;EQQP011;226;19;19;26.842105263;100;10.526315789;10.526315789;65.105263158;71;68.421052632;31.578947368;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";DZQM005 DOPPLER COEUR +DES VSSX INTRATHOR. AU LIT;0;DZQM005;43;18;18;29.611111111;100;11.111111111;11.111111111;67.888888889;70.5;61.111111111;33.333333333;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";ENLF001 POSE DISPOSITIF ART. SURV. PRESSION ART.;0;ENLF001;24;17;17;27.647058824;100;11.764705882;11.764705882;63.647058824;70;58.823529412;29.411764706;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";ZCQH001 SCAN. ABD. +PELVIS +INJECT IV;0;ZCQH001;33;15;15;32.133333333;100;6.6666666667;13.333333333;71.4;72;66.666666667;26.666666667;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";EQLF003 DOBU/DOPA CONTINUE DÉBIT >8µG/KG/MN /ADRÉNALINE/N.ADRÉN SF NÉONAT /24H;0;EQLF003;87;14;14;28.285714286;100;7.1428571429;7.1428571429;68.5;71;64.285714286;21.428571429;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";GLLD017 O2THÉR. +SURV. CONTINUE OXYMÉTRIE SF VENTIL/24H;0;GLLD017;99;14;14;29;100;14.285714286;14.285714286;65.714285714;71.5;64.285714286;42.857142857;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";ZBQH001 SCAN. THOR. +INJECT IV;0;ZBQH001;17;13;13;31.230769231;100;7.6923076923;15.384615385;71.846153846;72;61.538461538;23.076923077;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";JDLD001 POSE 1SONDE UR.VÉSIC;0;JDLD001;19;13;13;28.461538462;100;7.6923076923;7.6923076923;64.153846154;70;69.230769231;30.769230769;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";EPLF002 POSE 1CATHÉ CTR TRANSCUT.;0;EPLF002;21;12;12;29;100;16.666666667;0;63.666666667;66;50;25;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";GLLD008 VENTIL. TRACH. +PEP SUP. À 6+/- FIO2 SUP. À 60%/24H;0;GLLD008;135;12;12;26.166666667;100;8.3333333333;8.3333333333;65.666666667;67.5;75;25;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";DEQP004 SCOPE/TÉLÉECG CONTINU/24H;0;DEQP004;13;9;9;35.111111111;100;11.111111111;22.222222222;72.444444444;72;66.666666667;33.333333333;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";FELF011 TRANSFU. CG 1<1/2MASSE;0;FELF011;32;8;8;32.375;100;12.5;12.5;73;72.5;87.5;25;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";HSLD001 ALIMT ENTÉR. SONDE 20-35CAL/KG/J/24H;0;HSLD001;123;8;8;31.375;100;12.5;0;68.125;71;87.5;37.5;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";GLHF001 GDS (PRÉLÈV+MESURES+PH) SANS ÉPREUVE HYPEROXIE;0;GLHF001;10;7;7;31.142857143;100;0;28.571428571;74;73;71.428571429;28.571428571;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";EQLF002 PERF REMPLISSAGE DÉBIT >50ML/KG/24H CHEZ ADULTE;0;EQLF002;13;7;7;25.857142857;100;0;14.285714286;68;70;42.857142857;14.285714286;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";ZZQP003 SURV. MÉD. TRANSPORT INTRAHOSPITALIER 1PATIENT VENTILÉ;0;ZZQP003;16;7;7;30.714285714;100;14.285714286;14.285714286;70.428571429;73;71.428571429;28.571428571;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";HSLF002 ALIMT PARENTÉRALE 20-35CAL/KG/J/24H;0;HSLF002;45;7;7;31.857142857;100;14.285714286;0;70.714285714;72;71.428571429;14.285714286;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";ZBQK001 SCAN. THOR. SANS INJ. IV PROD. CONTRASTE;0;ZBQK001;8;6;6;43.666666667;100;16.666666667;0;70.166666667;71;83.333333333;33.333333333;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";ZCQK004 SCAN. ABD. +PELVIS SANS INJ. IV PROD. CONTRASTE;0;ZCQK004;8;6;6;33.166666667;100;0;0;69.833333333;70;66.666666667;16.666666667;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";GLLD015 VENTIL. TRACH. +PEP < 6+FIO2 < 60%/24H;0;GLLD015;69;6;6;31.166666667;100;16.666666667;0;57;59.5;66.666666667;33.333333333;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";ECQH010 SCAN. DES VSSX THOR. +/- COEUR;0;ECQH010;6;5;5;45.2;100;40;0;61;71;60;60;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";GLLD019 VENTIL. NON INVASIVE MASQUE CUMUL. 2H/12H PR INSUF. RESP. AIG.;0;GLLD019;9;5;5;21;100;20;20;72;73;80;80;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";JVJF002 HÉMODIALYSE H.FILTR DISCONT. PR IRA/24H;0;JVJF002;12;5;5;19.2;100;0;0;74.4;80;60;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";GLLD004 VENTIL. TRACH +PEP>6 +/-FIO2 >60% +DÉCUBITUS VENTRAL ALTERNÉ/24H;0;GLLD004;22;5;5;33.2;100;20;0;70.4;72;80;60;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";EPLA002 POSE 1CATHÉ CTR À DBLE COURANT PR CEC AB. DIRECT;0;EPLA002;4;4;4;22.75;100;0;0;73;75;50;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";GELD002 +INTUB HORS BLOC;0;GELD002;5;4;4;37;100;25;0;72;73;75;50;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";HEQE002 ENDOS. O.G.D;0;HEQE002;6;4;4;34.75;100;0;0;70.25;66.5;75;0;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:13:55";="620100651";Actes avec < 10 séjours;1;tt;222;122;122;34.557377049;100;15.573770492;10.655737705;71.016393443;72;61.475409836;23.770491803;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";EQQP011 SURV. CONTINUE PRESS. ART.+/- PVC EFFRACTIVES/24H;0;EQQP011;159;13;13;34.538461538;100;23.076923077;46.153846154;68.538461538;74;92.307692308;15.384615385;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";DEQP007 SCOPE/TÉLÉECG CONTINU +SURV. PRESS ART+/-SAO2 NON EFFRACTIVES/24H;0;DEQP007;182;13;13;34.538461538;100;23.076923077;46.153846154;68.538461538;74;92.307692308;15.384615385;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ZBQK002 RX THOR.;0;ZBQK002;186;13;13;34.538461538;100;23.076923077;46.153846154;68.538461538;74;92.307692308;15.384615385;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";GLLD017 O2THÉR. +SURV. CONTINUE OXYMÉTRIE SF VENTIL/24H;0;GLLD017;44;11;11;38.181818182;100;27.272727273;45.454545455;68.909090909;75;90.909090909;18.181818182;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";EQLF003 DOBU/DOPA CONTINUE DÉBIT >8µG/KG/MN /ADRÉNALINE/N.ADRÉN SF NÉONAT /24H;0;EQLF003;44;10;10;42.4;100;30;60;68.5;72;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";GELD005 AÉROSOL THÉRAP. BR. +SPO2+SURV. FC > 2H;0;GELD005;41;9;9;40.111111111;100;11.111111111;44.444444444;71.777777778;75;88.888888889;11.111111111;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";HSLD001 ALIMT ENTÉR. SONDE 20-35CAL/KG/J/24H;0;HSLD001;62;9;9;44.888888889;100;22.222222222;66.666666667;70.111111111;74;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ENLF001 POSE DISPOSITIF ART. SURV. PRESSION ART.;0;ENLF001;8;8;8;36.25;100;25;50;75.75;76.5;87.5;12.5;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";EPLF002 POSE 1CATHÉ CTR TRANSCUT.;0;EPLF002;12;8;8;32;100;25;37.5;72.25;74.5;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";EQLF002 PERF REMPLISSAGE DÉBIT >50ML/KG/24H CHEZ ADULTE;0;EQLF002;20;8;8;37.875;100;25;62.5;73.5;74.5;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";GLLD008 VENTIL. TRACH. +PEP SUP. À 6+/- FIO2 SUP. À 60%/24H;0;GLLD008;71;8;8;45.375;100;25;62.5;65;66.5;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ZZQP003 SURV. MÉD. TRANSPORT INTRAHOSPITALIER 1PATIENT VENTILÉ;0;ZZQP003;9;6;6;38.5;100;16.666666667;50;74.666666667;74.5;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";GLLD019 VENTIL. NON INVASIVE MASQUE CUMUL. 2H/12H PR INSUF. RESP. AIG.;0;GLLD019;17;6;6;36.833333333;100;16.666666667;33.333333333;78.5;77.5;83.333333333;16.666666667;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";HSLF002 ALIMT PARENTÉRALE 20-35CAL/KG/J/24H;0;HSLF002;21;6;6;40.166666667;100;33.333333333;50;75;76;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ACQK001 SCAN. CRÂNE;0;ACQK001;7;5;5;24.6;100;40;40;71.8;76;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ZBQK001 SCAN. THOR. SANS INJ. IV PROD. CONTRASTE;0;ZBQK001;7;5;5;40.6;100;40;60;68.8;74;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";DZQM005 DOPPLER COEUR +DES VSSX INTRATHOR. AU LIT;0;DZQM005;8;5;5;33.2;100;0;40;73.8;74;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";GLLD015 VENTIL. TRACH. +PEP < 6+FIO2 < 60%/24H;0;GLLD015;8;5;5;45;100;20;60;72;74;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";HSLD002 ALIMT ENTÉR. SONDE >35CAL/KG/J/24H;0;HSLD002;14;5;5;35.4;100;0;60;68.8;70;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ZCQK004 SCAN. ABD. +PELVIS SANS INJ. IV PROD. CONTRASTE;0;ZCQK004;5;4;4;39.5;100;50;50;67.25;68.5;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ZCQH001 SCAN. ABD. +PELVIS +INJECT IV;0;ZCQH001;6;4;4;56.75;100;25;75;71;77;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ZBQH001 SCAN. THOR. +INJECT IV;0;ZBQH001;7;4;4;71.75;100;25;75;67.75;74.5;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";GLLD003 VENTIL. SPONTANÉE MASQUE/CANULE SANS AIDE INSPIRATOIRE +PEP/24H;0;GLLD003;26;4;4;40.5;100;0;50;72.75;74.5;75;25;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ECQH010 SCAN. DES VSSX THOR. +/- COEUR;0;ECQH010;3;3;3;61;100;0;33.333333333;55.666666667;50;100;33.333333333;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";FELF004 TRANSFU. CG > 1/2MASSE SANG CHEZ ADULTE/À 40ML/KG CHEZ N-NÉ MOINS/24H;0;FELF004;3;3;3;26;100;0;66.666666667;75;75;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";GELD004 INTUB.;0;GELD004;3;3;3;31.333333333;100;33.333333333;66.666666667;70.666666667;70;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";GLLD013 VENTIL. SPONTANÉE SUR TRACHÉO PDT SEVRAGE 1VENTIL/24H;0;GLLD013;3;3;3;39;100;0;33.333333333;72;74;66.666666667;33.333333333;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";FELF003 TRAITT COAGULOPATHIE/24H (2PSL DIFF.);0;FELF003;4;3;3;15;100;0;33.333333333;73.333333333;70;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";ZZQP001 SURV. MÉD. TRANSPORT INTRAHOSPITALIER 1PATIENT NON VENTILÉ;0;ZZQP001;4;3;3;62;100;66.666666667;66.666666667;77;78;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";HEQE002 ENDOS. O.G.D;0;HEQE002;6;3;3;34.666666667;100;33.333333333;66.666666667;70.333333333;70;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:35:51";="590780284";Actes avec < 10 séjours;1;tt;97;65;65;50;100;29.230769231;67.692307692;69.292307692;74;100;0;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ZBQK002 RX THOR.;0;ZBQK002;192;23;23;25.608695652;100;8.6956521739;30.434782609;66.956521739;73;69.565217391;47.826086957;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";DEQP007 SCOPE/TÉLÉECG CONTINU +SURV. PRESS ART+/-SAO2 NON EFFRACTIVES/24H;0;DEQP007;315;21;21;27.476190476;100;9.5238095238;28.571428571;68.047619048;73;76.19047619;47.619047619;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";EQQP011 SURV. CONTINUE PRESS. ART.+/- PVC EFFRACTIVES/24H;0;EQQP011;296;20;20;27.6;100;10;25;67.1;71.5;80;50;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";GLLD017 O2THÉR. +SURV. CONTINUE OXYMÉTRIE SF VENTIL/24H;0;GLLD017;177;19;19;27.473684211;100;5.2631578947;26.315789474;70.157894737;73;78.947368421;47.368421053;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";GELD005 AÉROSOL THÉRAP. BR. +SPO2+SURV. FC > 2H;0;GELD005;142;15;15;32.6;100;13.333333333;33.333333333;65.4;69;73.333333333;33.333333333;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";JDLD001 POSE 1SONDE UR.VÉSIC;0;JDLD001;40;14;14;34.142857143;100;14.285714286;42.857142857;66.428571429;71.5;64.285714286;35.714285714;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";DZQM005 DOPPLER COEUR +DES VSSX INTRATHOR. AU LIT;0;DZQM005;44;13;13;34.769230769;100;15.384615385;38.461538462;65;70;76.923076923;23.076923077;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";DEQP003 ECG SUR AU MOINS 12DÉRIV.;0;DEQP003;28;12;12;35.666666667;100;16.666666667;41.666666667;65.666666667;69.5;66.666666667;25;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";GLLD003 VENTIL. SPONTANÉE MASQUE/CANULE SANS AIDE INSPIRATOIRE +PEP/24H;0;GLLD003;29;12;12;16.5;100;8.3333333333;41.666666667;68.666666667;72;75;66.666666667;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ENLF001 POSE DISPOSITIF ART. SURV. PRESSION ART.;0;ENLF001;12;9;9;39.222222222;100;11.111111111;22.222222222;66.222222222;70;77.777777778;44.444444444;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";EQLF003 DOBU/DOPA CONTINUE DÉBIT >8µG/KG/MN /ADRÉNALINE/N.ADRÉN SF NÉONAT /24H;0;EQLF003;48;9;9;43.666666667;100;11.111111111;22.222222222;67;70;66.666666667;22.222222222;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";EQLF002 PERF REMPLISSAGE DÉBIT >50ML/KG/24H CHEZ ADULTE;0;EQLF002;42;8;8;44.75;100;12.5;37.5;63.75;71.5;75;12.5;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";EPLF002 POSE 1CATHÉ CTR TRANSCUT.;0;EPLF002;10;7;7;43;100;28.571428571;28.571428571;64.571428571;70;85.714285714;14.285714286;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";GLLD015 VENTIL. TRACH. +PEP < 6+FIO2 < 60%/24H;0;GLLD015;70;7;7;52.857142857;100;14.285714286;28.571428571;64;70;57.142857143;14.285714286;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";GLLD008 VENTIL. TRACH. +PEP SUP. À 6+/- FIO2 SUP. À 60%/24H;0;GLLD008;117;7;7;52.857142857;100;14.285714286;28.571428571;64;70;57.142857143;14.285714286;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ECQH010 SCAN. DES VSSX THOR. +/- COEUR;0;ECQH010;5;5;5;16.2;100;20;20;69.6;75;80;80;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ACQK001 SCAN. CRÂNE;0;ACQK001;6;5;5;45.2;100;0;20;74.8;73;80;20;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ZBQK001 SCAN. THOR. SANS INJ. IV PROD. CONTRASTE;0;ZBQK001;6;5;5;23.2;100;0;0;75;76;100;80;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ZCQH001 SCAN. ABD. +PELVIS +INJECT IV;0;ZCQH001;6;5;5;39.2;100;0;40;69.4;73;60;40;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ZZQH033 SCAN. 3 TERRIT ANAT / PLUS + INJECT PROD CONTRAST;0;ZZQH033;6;5;5;53;100;20;40;64.8;73;80;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";HEQE002 ENDOS. O.G.D;0;HEQE002;8;5;5;53;100;20;40;61.8;70;60;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";HSLD001 ALIMT ENTÉR. SONDE 20-35CAL/KG/J/24H;0;HSLD001;37;5;5;60.2;100;20;40;62.4;73;60;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ZZQK024 SCAN. 3 TERRIT ANAT / PLUS SANS INJECT PROD CONTRAST;0;ZZQK024;4;4;4;33;100;0;25;72.25;71.5;100;50;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ZCQM010 ÉCHO ÉTAGE SUP. ABD. +PELVIS;0;ZCQM010;5;4;4;49.5;100;25;50;60.75;63.5;75;25;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";GFQM001 ÉCHO TRANSTHOR. MÉDIAST. POUMON +/- CAV. PLEURALE;0;GFQM001;6;4;4;50.75;100;0;50;68;73;75;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";HSLD002 ALIMT ENTÉR. SONDE >35CAL/KG/J/24H;0;HSLD002;10;4;4;63.25;100;0;50;68.5;73;50;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ZZLB004 SÉDATION +CURARISATION CONTINUES +SURV. STIMUL. NF SPINAL/24H;0;ZZLB004;10;4;4;56;100;25;50;59.75;63.5;50;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";DEQP004 SCOPE/TÉLÉECG CONTINU/24H;0;DEQP004;22;4;4;22.5;100;25;100;62;54.5;50;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";FELF011 TRANSFU. CG 1<1/2MASSE;0;FELF011;3;3;3;40.333333333;100;0;0;74;74;66.666666667;33.333333333;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";ZZQP003 SURV. MÉD. TRANSPORT INTRAHOSPITALIER 1PATIENT VENTILÉ;0;ZZQP003;4;3;3;54.666666667;100;0;66.666666667;65.666666667;70;66.666666667;0;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:29:42";="590782421";Actes avec < 10 séjours;1;tt;116;76;76;48.921052632;100;7.8947368421;46.052631579;67.197368421;73;64.473684211;15.789473684;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";ZZQK002 RX AU LIT SELON 1/2INCIDENCES;0;ZZQK002;78;11;11;17.454545455;100;0;36.363636364;66.909090909;72;81.818181818;27.272727273;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";ZBQK002 RX THOR.;0;ZBQK002;81;11;11;17.454545455;100;0;36.363636364;66.909090909;72;81.818181818;27.272727273;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";DEQP007 SCOPE/TÉLÉECG CONTINU +SURV. PRESS ART+/-SAO2 NON EFFRACTIVES/24H;0;DEQP007;119;9;9;19.333333333;100;0;44.444444444;64.333333333;63;77.777777778;22.222222222;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";GLLD017 O2THÉR. +SURV. CONTINUE OXYMÉTRIE SF VENTIL/24H;0;GLLD017;78;8;8;17.5;100;0;37.5;72.5;73.5;75;37.5;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";ENLF001 POSE DISPOSITIF ART. SURV. PRESSION ART.;0;ENLF001;7;7;7;18.857142857;100;0;42.857142857;64;56;100;14.285714286;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";EQQP011 SURV. CONTINUE PRESS. ART.+/- PVC EFFRACTIVES/24H;0;EQQP011;90;7;7;18.142857143;100;0;42.857142857;63.142857143;56;100;14.285714286;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";EPLF002 POSE 1CATHÉ CTR TRANSCUT.;0;EPLF002;5;5;5;19.8;100;0;40;61.4;56;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";EQLF003 DOBU/DOPA CONTINUE DÉBIT >8µG/KG/MN /ADRÉNALINE/N.ADRÉN SF NÉONAT /24H;0;EQLF003;31;5;5;18;100;0;20;66.2;72;100;0;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:39:29";="620101360";GLLD003 VENTIL. SPONTANÉE MASQUE/CANULE SANS AIDE INSPIRATOIRE +PEP/24H;0;GLLD003;53;5;5;23;100;0;40;72;74;80;40;2023.7;X620101360;30AUG23;14:38:44
