"champ";"statut";"annee";"periode";"date du resultat";"ipe";motif_nonf;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 08:06:34";="020000071";2 Patient sous convention internationale;1;50;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:34";="020000071";9 Autre situation;1;50;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:32";="600100721";1 Patient AME;64;42.105263158;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:32";="600100721";2 Patient sous convention internationale;14;9.2105263158;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:32";="600100721";3 Patient payant;27;17.763157895;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:32";="600100721";4 Patient pris en charge dans le cadre du dispositif des soins urgents;15;9.8684210526;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:32";="600100721";9 Autre situation;32;21.052631579;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:02";="620100057";1 Patient AME;44;1.7828200972;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:02";="620100057";2 Patient sous convention internationale;32;1.2965964344;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:02";="620100057";3 Patient payant;32;1.2965964344;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:02";="620100057";4 Patient pris en charge dans le cadre du dispositif des soins urgents;1;0.0405186386;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:02";="620100057";9 Autre situation;2359;95.583468395;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:14";="600101984";Non renseigné;29;3.9509536785;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:14";="600101984";1 Patient AME;515;70.163487738;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:14";="600101984";2 Patient sous convention internationale;13;1.7711171662;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:14";="600101984";3 Patient payant;59;8.038147139;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:14";="600101984";4 Patient pris en charge dans le cadre du dispositif des soins urgents;31;4.2234332425;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:14";="600101984";9 Autre situation;87;11.852861035;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:07:43";="800000028";1 Patient AME;2;2.3529411765;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:43";="800000028";2 Patient sous convention internationale;33;38.823529412;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:43";="800000028";3 Patient payant;12;14.117647059;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:43";="800000028";4 Patient pris en charge dans le cadre du dispositif des soins urgents;1;1.1764705882;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:43";="800000028";9 Autre situation;37;43.529411765;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:31";="590783239";1 Patient AME;20;5.7636887608;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:31";="590783239";2 Patient sous convention internationale;37;10.662824207;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:31";="590783239";3 Patient payant;13;3.7463976945;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:31";="590783239";4 Patient pris en charge dans le cadre du dispositif des soins urgents;46;13.25648415;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:31";="590783239";9 Autre situation;231;66.570605187;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:12:51";="590785374";1 Patient AME;2;3.5714285714;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:51";="590785374";2 Patient sous convention internationale;50;89.285714286;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:51";="590785374";3 Patient payant;3;5.3571428571;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:51";="590785374";9 Autre situation;1;1.7857142857;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:22";="020000063";1 Patient AME;33;8.9189189189;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:22";="020000063";2 Patient sous convention internationale;55;14.864864865;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:22";="020000063";3 Patient payant;30;8.1081081081;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:22";="020000063";5 Patient hospitalisé dans un autre établissement;34;9.1891891892;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:22";="020000063";9 Autre situation;218;58.918918919;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:26:55";="590000188";Non renseigné;99;14.6884273;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:55";="590000188";1 Patient AME;80;11.869436202;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:55";="590000188";2 Patient sous convention internationale;349;51.78041543;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:26:55";="590000188";3 Patient payant;146;21.661721068;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:54:11";="620103432";1 Patient AME;7;4.6666666667;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:11";="620103432";2 Patient sous convention internationale;95;63.333333333;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:11";="620103432";3 Patient payant;7;4.6666666667;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:11";="620103432";5 Patient hospitalisé dans un autre établissement;1;0.6666666667;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:11";="620103432";9 Autre situation;40;26.666666667;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:23:39";="590782637";1 Patient AME;32;12.075471698;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:39";="590782637";2 Patient sous convention internationale;164;61.886792453;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:39";="590782637";3 Patient payant;42;15.849056604;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:39";="590782637";4 Patient pris en charge dans le cadre du dispositif des soins urgents;1;0.3773584906;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:39";="590782637";5 Patient hospitalisé dans un autre établissement;2;0.7547169811;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:39";="590782637";9 Autre situation;24;9.0566037736;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:25";="590781803";1 Patient AME;43;12.356321839;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:25";="590781803";2 Patient sous convention internationale;238;68.390804598;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:25";="590781803";3 Patient payant;39;11.206896552;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:25";="590781803";4 Patient pris en charge dans le cadre du dispositif des soins urgents;2;0.5747126437;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:25";="590781803";5 Patient hospitalisé dans un autre établissement;8;2.2988505747;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:25";="590781803";9 Autre situation;18;5.1724137931;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:40:50";="590780227";1 Patient AME;25;28.08988764;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:50";="590780227";2 Patient sous convention internationale;41;46.06741573;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:50";="590780227";3 Patient payant;10;11.235955056;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:50";="590780227";9 Autre situation;13;14.606741573;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:44:37";="800000044";1 Patient AME;134;20.089955022;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:37";="800000044";2 Patient sous convention internationale;40;5.9970014993;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:37";="800000044";3 Patient payant;82;12.293853073;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:37";="800000044";4 Patient pris en charge dans le cadre du dispositif des soins urgents;14;2.0989505247;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:37";="800000044";5 Patient hospitalisé dans un autre établissement;120;17.991004498;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:37";="800000044";9 Autre situation;277;41.529235382;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:00:57";="590781902";1 Patient AME;161;26.051779935;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:57";="590781902";2 Patient sous convention internationale;379;61.326860841;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:57";="590781902";3 Patient payant;26;4.2071197411;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:57";="590781902";4 Patient pris en charge dans le cadre du dispositif des soins urgents;6;0.9708737864;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:57";="590781902";9 Autre situation;40;6.4724919094;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:57";="590781902";E Article 51;6;0.9708737864;2023.7;X590781902;07SEP23;20:00:41
