"champ";"statut";"annee";"periode";"date du resultat";"ipe";finess_esms;rai_soc;type_etab;code_cat;ehpad;type_lieu;codefs;date_deb;date_fin;date_fin1;indic;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590782850;EHPAD RESIDENCE ABBE LEFRANCOIS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;21/06/2007;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590782868;EHPAD RESIDENCE DU PLESSY;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;02/01/2007;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590783346;EHPAD RESIDENCE DES HAUTS DE FLANDRE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;13/11/2006;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590783585;EHPAD RÉSIDENCE DE CLOOSTERMEULEN;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;12/10/2006;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590788428;EHPAD MAISON DE FAMILLE CLAIREFONTAINE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;18/10/2006;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590788535;LOGEMENT-FOYER  LES MYOSOTIS;22;202 Résidences autonomie;0;5;0;21/10/2022;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590789905;EHPAD RESIDENCE VAN KEMPEN;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;02/04/2008;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590791315;EHPAD RESIDENCE FRANCOISE LUXEMBOURG;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;09/07/2010;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590794954;SSIAD DE BAISIEUX;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;05/10/2018;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590796918;F.H.H.M. SAINT-EXUPERY;22;252 Foyer Hébergement Adultes Handicapés;0;5;0;21/03/2014;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590804316;EHPAD CH BAILLEUL;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;05/02/2009;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590804415;EHPAD LE CLOS DES TILLEULS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;02/11/2006;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";590809349;SSIAD DE WORMHOUT;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;20/02/2019;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";620105296;EHPAD TEMPS DE VIE LAVENTIE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;31/03/2007;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/29 12:11:34";="590782652";620117762;EHPAD  SAILLY-SUR-LA LYS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;18/12/2008;;06/06/2179;;2022.11;X590782652;29DEC22;12:11:02
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600009732;EHPAD SOS SENIORS MÉRU;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2022;;;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600010557;EHPAD ORPEA BEAUVAIS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2015;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600101133;IMP OPHS BEAUVAIS;33;183 Institut Médico-Educatif (I.M.E.);0;6;1;01/01/2022;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600101323;EHPAD L'ÂGE BLEU BRESLES;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/09/2011;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600101331;EHPAD BRETEUIL;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2017;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600101513;EHPAD COMPASSION CHAUMONT-EN-VEXIN;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/08/2011;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600102636;EHPAD TEMPS DE VIE SONGEONS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/03/2011;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600102792;EHPAD IROISE LABOISSIÈRE-EN-THELLE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2015;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600103105;EHPAD COMPASSION BEAUVAIS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/08/2011;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600105308;EHPAD GHCPO MÉRU;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;0;01/10/2020;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600107858;SSIAD AMAPA CHAUMONT-EN-VEXIN;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;1;01/03/2020;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600108526;SSIAD AVEC GRANDVILLIERS;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;1;01/03/2020;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600111066;EHPAD SAINT-CRÉPIN-IBOUVILLERS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/04/2018;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600111405;EHPAD HL CRÈVECOEUR-LE-GRAND;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2013;;06/06/2179;;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600111827;EHPAD ÂGE D'OR BEAUVAIS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;29/04/2009;;06/06/2179;***;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2022/12/22 15:00:50";="600100713";600111827;EHPAD ÂGE D'OR BEAUVAIS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;4;1;29/04/2009;;06/06/2179;***;2022.11;X600100713;22DEC22;15:00:15
"had";"dgf";"2022";"11";"2023/01/02 09:22:59";="600100721";600008379;EHPAD MIC THOUROTTE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;30/06/2011;31/12/2035;;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:59";="600100721";600100978;EHPAD SAINT-JACQUES COMPIÈGNE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2018;31/12/2035;31/12/2035;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:59";="600100721";600101547;EHPAD TEMPS DE VIE ATTICHY;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/09/2011;31/12/2035;31/12/2035;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:59";="600100721";600105225;EHPAD HL CRÉPY-EN-VALOIS PRIMEVÈRES;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;15/09/2014;31/12/2035;31/12/2035;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:59";="600100721";600105282;EHPAD ROND ROYAL COMPIÈGNE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2017;31/12/2035;31/12/2035;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:59";="600100721";600110670;EHPAD LES JARDINS DE NAMPCEL;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;13/10/2011;31/12/2035;31/12/2035;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:59";="600100721";600111058;EHPAD DOLCÉA COMPIÈGNE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;09/12/2009;31/12/2035;31/12/2035;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/02 09:22:59";="600100721";600113674;EHPAD COLISÉE MARGNY-LES-COMPIÈGNE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;21/02/2012;31/12/2035;31/12/2035;;2022.11;X600100721;02JAN23;9:22:25
"had";"dgf";"2022";"11";"2023/01/03 14:07:45";="800000028";800000739;EHPAD SAINT-RIQUIER;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2020;;;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:45";="800000028";800002289;EHPAD EPISSOS AIRAINES;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;12/06/2014;;06/06/2179;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:45";="800000028";800003998;EHPAD CH ABBEVILLE VAUBAN;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2000;;06/06/2179;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:45";="800000028";800004244;EHPAD ACIS ABBEVILLE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;19/04/2010;;06/06/2179;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:45";="800000028";800005670;EHPAD UGECAM WOINCOURT;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;17/04/2013;;06/06/2179;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:45";="800000028";800006975;SSIAD CHIBS SAINT-VALERY-SUR-SOMME;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;01/01/2020;;06/06/2179;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:45";="800000028";800007510;SSIAD MBV ABBEVILLE;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;07/08/2013;;06/06/2179;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:45";="800000028";800008971;SSIAD ADMR CHÉPY;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;01/05/2022;;06/06/2179;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2023/01/03 14:07:45";="800000028";800009003;SSIAD EPISSOS AIRAINES;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;01/01/2022;;06/06/2179;;2022.11;X800000028;03JAN23;14:07:11
"had";"dgf";"2022";"11";"2022/12/22 09:39:37";="800000036";800000655;EHPAD SENEOS BRAY-SUR-SOMME;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;29/12/2009;;;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:37";="800000036";800003352;EHPAD ADACA ACHEUX-EN-AMIÉNOIS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2011;;06/06/2179;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:37";="800000036";800006140;SSIAD CCAS ALBERT;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;09/05/2019;;06/06/2179;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:37";="800000036";800006330;EHPAD CH ALBERT;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;14/06/2007;31/12/2050;06/06/2179;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:37";="800000036";800006512;EHPAD CH CORBIE GAMBETTA;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2022;;31/12/2050;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 09:39:37";="800000036";800015505;EHPAD PCP ALBERT;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/10/2012;;06/06/2179;;2022.11;X800000036;22DEC22;9:39:05
"had";"dgf";"2022";"11";"2022/12/22 12:54:47";="800000069";800002305;EHPAD DOMART-EN-PONTHIEU;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2012;;;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:47";="800000069";800002313;EHPAD SENEOS FOUILLOY;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2012;;06/06/2179;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:47";="800000069";800002339;EHPAD SENEOS VILLERS-BRETONNEUX;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2014;;06/06/2179;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:47";="800000069";800005837;SSIAD AMVAV-ASD SAINT-OUEN;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;30/08/2018;;06/06/2179;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:47";="800000069";800006314;FH NICOLAS ROUSSEL GÉZAINCOURT;22;252 Foyer Hébergement Adultes Handicapés;0;5;0;21/12/2021;;06/06/2179;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:47";="800000069";800007528;SPASAD ADACA ACHEUX-EN-AMIENOIS;33;209 Service Polyvalent Aide et Soins A Domicile (S.P.A.S.A.D.);0;6;0;12/07/2018;;06/06/2179;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:47";="800000069";800007650;EHPAD CH DOULLENS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2012;;06/06/2179;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:47";="800000069";800009151;SSIAD ADMR CORBIE-BRAY CORBIE;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;21/12/2018;;06/06/2179;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:47";="800000069";800009219;FV LE COULANT D’EAU DOULLENS;22;382 Foyer de Vie pour Adultes Handicapés;0;5;0;20/04/2022;;06/06/2179;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:53";="800000077";800000747;EHPAD NESLE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/10/2007;31/12/2050;;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:53";="800000077";800000770;EHPAD ATHIES;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/10/2007;31/12/2050;31/12/2050;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:53";="800000077";800004293;EHPAD KORIAN LA RIVIERE BLEUE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;05/04/2012;31/12/2050;31/12/2050;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:53";="800000077";800006215;EHPAD CH HAM;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2012;31/12/2050;31/12/2050;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";600011274;EHPAD ADEF SAINT-JUST-EN-CHAUSSÉE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;23/12/2014;;;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";600101331;EHPAD BRETEUIL;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;17/09/2014;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";600102073;EHPAD COMPASSION DOMFRONT;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;15/01/2010;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";800000630;EHPAD SENEOS MOREUIL;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;08/03/2011;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";800004186;EHPAD CHIMR MONTDIDIER;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;15/01/2010;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";800004285;RESIDENCE VALLEE DE LA LUCE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;16/04/2010;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";800004293;EHPAD KORIAN LA RIVIERE BLEUE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;05/08/2014;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";800005712;EHPAD CHIMR ROYE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;23/01/2019;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";800008708;SISA DU SUD AMIÉNOIS;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;04/05/2020;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";800009037;SSIAD CHIMR ROYE;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;08/04/2019;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:46";="800000085";800009334;SSIAD SENEOS MOREUIL;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;20/12/2019;;06/06/2179;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:52";="800000093";800002255;EHPAD ÉPEHY;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/12/2009;;;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:52";="800000093";800004160;EHPAD CH PÉRONNE PAUME;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/12/2009;;06/06/2179;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:52";="800000093";800006181;EHPAD CH PÉRONNE BERLIOZ;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/12/2009;;06/06/2179;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:52";="800000093";800010571;EHPAD ORPEA PÉRONNE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;14/08/2008;;06/06/2179;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800000762;EHPAD RESIDENCE SAINT-ANTOINE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;09/01/2017;;;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800002321;EHPAD PICQUIGNY;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;31/07/2015;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800003915;EHPAD EPISSOS POIX-DE-PICARDIE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;07/02/2022;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800004228;EHPAD LES QUATRES CHENES;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;10/11/2016;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800004251;EHPAD LEON BURCKEL;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;11/07/2018;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800005456;EHPAD CCAS HORNOY-LE-BOURG;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;09/11/2018;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800005829;SSIAD AMIENS SANTÉ AMIENS;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;02/01/2019;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800005837;SSIAD AMVAV-ASD SAINT-OUEN;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;01/01/2020;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800008708;SISA DU SUD AMIÉNOIS;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;01/06/2021;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800009003;SSIAD EPISSOS AIRAINES;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;01/01/2019;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800009052;EHPAD PSP AMIENS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;04/04/2017;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800009342;SSIAD MSOS POIX-DE-PICARDIE;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;01/06/2019;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800009953;SSIAD SCESS HORNOY-LE-BOURG;33;354 Service de Soins Infirmiers A Domicile (S.S.I.A.D);0;6;0;01/01/2020;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800010282;EHPAD CHATEAU DE MONTIERES;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;20/07/2016;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800010472;EHPAD KORIAN AMIENS;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;12/05/2017;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800010589;EHPAD LES JARDINS D'HENRIVILLE;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;03/03/2021;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800016966;FAM LADAPT AMIENS;17;437 Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.);0;3;1;08/07/2021;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:44";="800000523";800020422;EHPAD PAUL CLAUDEL;17;500 Etablissement d'hébergement pour personnes âgées dépendantes;1;3;1;01/01/2021;;06/06/2179;;2022.11;X800000523;22DEC22;10:53:02
