"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;nb;noligne;nb1;evol;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge en SSIAD/SPASAD;423;6;323;30.959752322;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de séquences terminées dans la période;509;7;443;14.898419865;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de séquences non terminées dans la période;5;8;10;-50;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de séjours terminés dans la période;379;9;368;2.9891304348;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de séjours non terminés dans la période;6;10;10;-40;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de patients (1);364;11;341;6.7448680352;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb moyen de modes de prise en charge associés;1.0079113924;12;1.0017421603;0.6158503027;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb moyen de diagnostics (DCMPP, DCMPA, DA);3.4066455696;13;3.1341463415;8.6945279023;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Durée moyenne des sous-séquences;7.0759493671;14;7.987804878;-11.41559571;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Durée moyenne des séquences terminées;8.905697446;15;10.297968397;-13.5198604;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Durée moyenne des séjours terminés;12.147757256;16;12.182065217;-0.281626808;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb moyen de séjours par patient (1);1.0631868132;17;1.1085043988;-4.088173731;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nombre de RAPSS transmis;69;1;9;666.66666667;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de journées de prise en charge;1071;2;65;1547.6923077;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge en EHPAD;193;3;65;196.92307692;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;0;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge en ES;0;5;0;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge en SSIAD/SPASAD;878;6;0;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de séquences terminées dans la période;33;7;6;450;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de séquences non terminées dans la période;2;8;0;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de séjours terminés dans la période;27;9;6;350;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de séjours non terminés dans la période;2;10;0;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de patients (1);23;11;6;283.33333333;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb moyen de diagnostics (DCMPP, DCMPA, DA);2.9855072464;13;2.6666666667;11.956521739;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Durée moyenne des sous-séquences;15.52173913;14;7.2222222222;114.91638796;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Durée moyenne des séquences terminées;26.151515152;15;10.833333333;141.3986014;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Durée moyenne des séjours terminés;31.962962963;16;10.833333333;195.04273504;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb moyen de séjours par patient (1);1.2608695652;17;1;26.086956522;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nombre de RAPSS transmis;29;1;39;-25.64102564;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nb de journées de prise en charge;60;2;709;-91.53737659;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Dont nombre de journées prise en charge en EHPAD;34;3;182;-81.31868132;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;0;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Dont nombre de journées prise en charge en ES;0;5;0;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Dont nombre de journées prise en charge en SSIAD/SPASAD;26;6;527;-95.06641366;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nb de séquences terminées dans la période;29;7;32;-9.375;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nb de séquences non terminées dans la période;0;8;0;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nb de séjours terminés dans la période;25;9;27;-7.407407407;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nb de séjours non terminés dans la période;0;10;0;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nb de patients (1);17;11;19;-10.52631579;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nb moyen de modes de prise en charge associés;1.0689655172;12;1.0256410256;4.224137931;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nb moyen de diagnostics (DCMPP, DCMPA, DA);3.4137931034;13;5.2820512821;-35.36993639;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Durée moyenne des sous-séquences;2.0689655172;14;18.179487179;-88.61923058;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Durée moyenne des séquences terminées;2.0689655172;15;26.125;-92.08051477;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Durée moyenne des séjours terminés;2.4;16;30.962962963;-92.24880383;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:58";="590780193";Nb moyen de séjours par patient (1);1.4705882353;17;1.4210526316;3.48583878;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nombre de RAPSS transmis;29;1;40;-27.5;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de journées de prise en charge;365;2;539;-32.28200371;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge en EHPAD;365;3;539;-32.28200371;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;0;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge en ES;0;5;0;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge en SSIAD/SPASAD;0;6;0;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de séquences terminées dans la période;21;7;27;-22.22222222;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de séquences non terminées dans la période;0;8;1;-100;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de séjours terminés dans la période;17;9;22;-22.72727273;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de séjours non terminés dans la période;0;10;1;-100;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de patients (1);17;11;21;-19.04761905;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb moyen de diagnostics (DCMPP, DCMPA, DA);5.8620689655;13;6.275;-6.580574255;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Durée moyenne des sous-séquences;12.586206897;14;13.475;-6.595867187;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Durée moyenne des séquences terminées;17.904761905;15;18.481481481;-3.120526768;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Durée moyenne des séjours terminés;22.117647059;16;22.681818182;-2.487327596;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb moyen de séjours par patient (1);1;17;1.0952380952;-8.695652174;2022.12;X600100721;13FEB23;16:00:35
