"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;nb;noligne;nb1;evol;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Dont nombre de journées prise en charge en SSIAD/SPASAD;0;6;0;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de séquences terminées dans la période;12;7;13;-7.692307692;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de séquences non terminées dans la période;1;8;0;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de séjours terminés dans la période;10;9;11;-9.090909091;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de séjours non terminés dans la période;1;10;0;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de patients (1);11;11;11;0;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb moyen de diagnostics (DCMPP, DCMPA, DA);2.7647058824;13;2.8421052632;-2.723311547;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Durée moyenne des sous-séquences;11.058823529;14;7.4736842105;47.970173985;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Durée moyenne des séquences terminées;7.8333333333;15;10.923076923;-28.28638498;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Durée moyenne des séjours terminés;9.4;16;12.909090909;-27.18309859;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb moyen de séjours par patient (1);1;17;1;0;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nombre de RAPSS transmis;119;1;94;26.595744681;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de journées de prise en charge;1527;2;1333;14.55363841;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge en EHPAD;912;3;821;11.084043849;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;0;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge en ES;0;5;0;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge en SSIAD/SPASAD;615;6;512;20.1171875;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de séquences terminées dans la période;76;7;46;65.217391304;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de séquences non terminées dans la période;4;8;6;-33.33333333;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de séjours terminés dans la période;44;9;35;25.714285714;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de séjours non terminés dans la période;4;10;6;-33.33333333;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de patients (1);46;11;34;35.294117647;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb moyen de diagnostics (DCMPP, DCMPA, DA);2.3109243697;13;1.9468085106;18.703218993;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Durée moyenne des sous-séquences;12.831932773;14;14.180851064;-9.512252013;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Durée moyenne des séquences terminées;19.934210526;15;24.52173913;-18.70800672;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Durée moyenne des séjours terminés;39;16;30.571428571;27.570093458;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb moyen de séjours par patient (1);1.0652173913;17;1.2352941176;-13.76811594;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nombre de RAPSS transmis;83;1;80;3.75;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de journées de prise en charge;727;2;742;-2.021563342;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge en EHPAD;727;3;742;-2.021563342;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge en EMS hors EHPAD;0;4;0;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge en ES;0;5;0;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge en SSIAD/SPASAD;0;6;0;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de séquences terminées dans la période;53;7;67;-20.89552239;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de séquences non terminées dans la période;1;8;1;0;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de séjours terminés dans la période;43;9;54;-20.37037037;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de séjours non terminés dans la période;1;10;1;0;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de patients (1);39;11;52;-25;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb moyen de diagnostics (DCMPP, DCMPA, DA);3.1204819277;13;2.5375;22.97465725;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Durée moyenne des sous-séquences;8.7590361446;14;9.275;-5.562952619;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Durée moyenne des séquences terminées;13.773584906;15;11.746268657;17.259236173;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Durée moyenne des séjours terminés;17.23255814;16;15.814814815;8.9646533413;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb moyen de séjours par patient (1);1.1025641026;17;1.0576923077;4.2424242424;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nombre de RAPSS transmis;295;1;247;19.433198381;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nb de journées de prise en charge;5370;2;3853;39.371917986;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Dont nombre de journées prise en charge en EHPAD;1448;3;1972;-26.57200811;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Dont nombre de journées prise en charge en EMS hors EHPAD;14;4;66;-78.78787879;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Dont nombre de journées prise en charge en ES;0;5;0;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Dont nombre de journées prise en charge en SSIAD/SPASAD;3908;6;1815;115.31680441;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nb de séquences terminées dans la période;129;7;122;5.737704918;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nb de séquences non terminées dans la période;16;8;16;0;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nb de séjours terminés dans la période;66;9;80;-17.5;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nb de séjours non terminés dans la période;16;10;16;0;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nb de patients (1);61;11;87;-29.88505747;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nb moyen de modes de prise en charge associés;1;12;1;0;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nb moyen de diagnostics (DCMPP, DCMPA, DA);4.5525423729;13;4.6396761134;-1.878013429;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Durée moyenne des sous-séquences;18.203389831;14;15.599190283;16.694453365;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Durée moyenne des séquences terminées;50.093023256;15;32.655737705;53.397310171;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Durée moyenne des séjours terminés;94.787878788;16;32.3875;192.66809352;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:11";="800000523";Nb moyen de séjours par patient (1);1.3770491803;17;1.1149425287;23.50853473;2022.11;X800000523;22DEC22;10:53:02
