"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;noligne;nb;nb1;evol;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Dont nombre de journées prise en charge en ESMS;4;1665;1520;9.5394736842;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Dont nombre de journées prise en charge en EHPAD;5;964;915;5.3551912568;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Dont nombre de journées prise en charge en ES;7;0;0;;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;701;605;15.867768595;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de séquences terminées dans la période;9;285;249;14.457831325;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de séquences non terminées dans la période;10;18;20;-10;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de séjours terminés dans la période;11;175;170;2.9411764706;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de séjours non terminés dans la période;12;18;20;-10;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb de patients (1);13;134;118;13.559322034;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb moyen de modes de prise en charge associés;14;1;1;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;2.3515151515;2.0446247465;15.00962001;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Durée moyenne des sous-séquences;16;14.195959596;15.097363083;-5.970602166;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Durée moyenne des séquences terminées;17;24.249122807;27.955823293;-13.25913548;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Durée moyenne des séjours terminés;18;45.931428571;37.029411765;24.040394871;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:49:52";="800000085";Nb moyen de séjours par patient (1);19;1.4402985075;1.6101694915;-10.54988217;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nombre de RAPSS (hors GHT 99);1;2101;2224;-5.53057554;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de journées de prise en charge;2;18763;22605;-16.99623977;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge au domicile du patient;3;13651;17783;-23.23567452;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge en ESMS;4;4472;4585;-2.464558342;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge en EHPAD;5;4000;4198;-4.716531682;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge en EMS hors EHPAD;6;40;39;2.5641025641;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge en ES;7;9;25;-64;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;423;323;30.959752322;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de séquences terminées dans la période;9;1530;1550;-1.290322581;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de séquences non terminées dans la période;10;42;53;-20.75471698;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de séjours terminés dans la période;11;1166;1208;-3.476821192;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de séjours non terminés dans la période;12;43;53;-18.86792453;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb de patients (1);13;918;985;-6.802030457;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb moyen de modes de prise en charge associés;14;1.0033317468;1.0085431655;-0.516727381;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;2.843407901;3.1569244604;-9.931075747;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Durée moyenne des sous-séquences;16;8.9305092813;10.164118705;-12.13690493;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Durée moyenne des séquences terminées;17;12.466013072;14.928387097;-16.49457513;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Durée moyenne des séjours terminés;18;16.305317324;19.263245033;-15.35529296;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 14:56:12";="590048476";Nb moyen de séjours par patient (1);19;1.3169934641;1.2802030457;2.8737955663;2022.12;X590048476;02FEB23;14:56:04
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nombre de RAPSS (hors GHT 99);1;604;1147;-47.34088928;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de journées de prise en charge;2;8993;9768;-7.934070434;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge au domicile du patient;3;7768;9703;-19.94228589;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge en ESMS;4;1071;65;1547.6923077;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge en EHPAD;5;193;65;196.92307692;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge en ES;7;0;0;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;878;0;;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de séquences terminées dans la période;9;317;320;-0.9375;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de séquences non terminées dans la période;10;24;13;84.615384615;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de séjours terminés dans la période;11;254;261;-2.681992337;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de séjours non terminés dans la période;12;24;17;41.176470588;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb de patients (1);13;227;215;5.5813953488;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb moyen de modes de prise en charge associés;14;1;1;0;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;3.4370860927;2.8884045336;18.9960081;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Durée moyenne des sous-séquences;16;14.889072848;8.5161290323;74.833809954;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Durée moyenne des séquences terminées;17;30.003154574;32.55;-7.82440991;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Durée moyenne des séjours terminés;18;37.248031496;38.808429119;-4.020769864;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/02 15:56:40";="800000028";Nb moyen de séjours par patient (1);19;1.2246696035;1.288372093;-4.944417055;2022.12;X800000028;02FEB23;15:56:32
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nombre de RAPSS (hors GHT 99);1;3453;3413;1.1719894521;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nb de journées de prise en charge;2;23258;24326;-4.390364219;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Dont nombre de journées prise en charge au domicile du patient;3;23178;23477;-1.273586915;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Dont nombre de journées prise en charge en ESMS;4;60;709;-91.53737659;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Dont nombre de journées prise en charge en EHPAD;5;34;182;-81.31868132;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Dont nombre de journées prise en charge en ES;7;0;0;;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;26;527;-95.06641366;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nb de séquences terminées dans la période;9;2969;3096;-4.102067183;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nb de séquences non terminées dans la période;10;36;37;-2.702702703;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nb de séjours terminés dans la période;11;2646;2513;5.2924791086;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nb de séjours non terminés dans la période;12;38;47;-19.14893617;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nb de patients (1);13;1044;1011;3.2640949555;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nb moyen de modes de prise en charge associés;14;1.1112076455;1.1462056841;-3.053382051;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;3.2400810889;3.7559331966;-13.73432595;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Durée moyenne des sous-séquences;16;6.7355922386;7.1274538529;-5.497918645;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Durée moyenne des séquences terminées;17;7.6786796901;7.7419250646;-0.81692052;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Durée moyenne des séjours terminés;18;8.6001511716;9.5925189017;-10.34522569;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/06 14:14:57";="590780193";Nb moyen de séjours par patient (1);19;2.5632183908;2.5232443126;1.5842333635;2022.12;X590780193;06FEB23;14:14:49
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nombre de RAPSS (hors GHT 99);1;588;579;1.5544041451;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de journées de prise en charge;2;7628;8300;-8.096385542;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge au domicile du patient;3;7258;7679;-5.482484699;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge en ESMS;4;365;539;-32.28200371;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge en EHPAD;5;365;539;-32.28200371;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge en ES;7;0;0;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;0;0;;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de séquences terminées dans la période;9;366;332;10.240963855;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de séquences non terminées dans la période;10;2;13;-84.61538462;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de séjours terminés dans la période;11;307;247;24.291497976;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de séjours non terminés dans la période;12;2;24;-91.66666667;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb de patients (1);13;196;189;3.7037037037;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb moyen de modes de prise en charge associés;14;1;1;0;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;5.7840136054;6.8221070812;-15.21661069;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Durée moyenne des sous-séquences;16;12.972789116;14.335060449;-9.503073519;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Durée moyenne des séquences terminées;17;25.773224044;26.677710843;-3.390421333;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Durée moyenne des séjours terminés;18;32.86970684;37.303643725;-11.88606914;2022.12;X600100721;13FEB23;16:00:35
"had";"dgf";"2022";"12";"2023/02/13 16:00:42";="600100721";Nb moyen de séjours par patient (1);19;1.5765306122;1.4338624339;9.9499209278;2022.12;X600100721;13FEB23;16:00:35
