"champ";"statut";"annee";"periode";"date du resultat";"ipe";lib_tab;ref_tab;nb_sej;nb_seq;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Code géographique erroné ou imprécis;[1.Q.3.CGI];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];13;13;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];4;4;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Chaînage - codes retour;[1.Q.6.CHCR];3;3;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Synthèse de la procédure;[1.Q.6.CHSP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 07:44:20";="800000077";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.12;X800000077;27JAN23;7:43:50
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];84;146;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];1;1;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Code géographique erroné ou imprécis;[1.Q.3.CGI];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Chaînage - codes retour;[1.Q.6.CHCR];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Synthèse de la procédure;[1.Q.6.CHSP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];7;7;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];1;1;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/27 16:29:55";="800000069";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.12;X800000069;27JAN23;16:29:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];124;187;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];2;2;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];1;1;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Code géographique erroné ou imprécis;[1.Q.3.CGI];2;8;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];1;1;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];12;31;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];7;12;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];2;2;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];2;5;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Chaînage - codes retour;[1.Q.6.CHCR];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Synthèse de la procédure;[1.Q.6.CHSP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];59;59;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];2;2;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];10;22;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/30 11:42:56";="590782652";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.12;X590782652;30JAN23;11:42:15
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];15;19;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Code géographique erroné ou imprécis;[1.Q.3.CGI];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec un code CIM10 imprécis en DCMPP;[1.Q.4.DCMPPI];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec un code CIM10 imprécis en DP;[1.Q.4.DPI];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec un DP redondant avec le MPP;[1.Q.4.DPRMP];2;2;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité âge / DA;[1.Q.4.IADA];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS  avec incompatibilité âge / DCMPA;[1.Q.4.IADCMPA];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité entre DCMPP et âge;[1.Q.4.IADCMPP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité entre DP et âge;[1.Q.4.IADP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité DP / MPP;[1.Q.4.IDPMP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec improbabilité DP / NDS;[1.Q.4.IDPNDS];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité sexe / DA;[1.Q.4.ISDA];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité sexe / DCMPA;[1.Q.4.ISDCMPA];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité entre DCMPP et sexe;[1.Q.4.ISDCMPP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité entre DP et sexe;[1.Q.4.ISDP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Séquences avec MP 04 x 07 sans acte traduisant l'utilisation d'un injecteur programmable;[1.Q.5.S0407SA];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de séquences avec un MP 18 'Transfusion sanguine' et aucun acte de transfusion;[1.Q.5.SSA];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Chaînage - codes retour;[1.Q.6.CHCR];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Synthèse de la procédure;[1.Q.6.CHSP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";RAPSS avec séquencement en erreur;[1.Q.7.SCS];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de séquences avec association MPPxMPA non autorisée;[1.Q.8.ANA];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité MP/ âge;[1.Q.8.IAMP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec improbabilité MP/ NDS;[1.Q.8.INMP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incompatibilité MP/ sexe;[1.Q.8.ISMP];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de séjours avec décès et une valeur d'IK atypique;[1.Q.9.IKI];4;4;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de séquences avec IK^=100 pour MPP22;[1.Q.9.IKNN];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de séquences avec IK supérieur au seuil maximal défini pour MPPxMPA;[1.Q.9.IKS];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Bilan sur les conventions HAD-ESMS;[1.Q.10.CONV];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/01/31 11:17:33";="020000022";Nombre de RAPSS avec incohérence sur le Finess ESMS / type domicile;[1.Q.10.ESMS];0;0;2022.12;X020000022;31JAN23;11:17:03
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";Synthèse des erreurs de la fonction groupage;[1.Q.1.EG];43;61;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";Groupage GHPC ou GHT en erreur;[1.Q.1.GERR];0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";Groupage GHPC ou GHT différent  de celui de PAPRICA;[1.Q.1.RDG];0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";Nombre de RAPSS avec incohérence entre mode d'entrée/provenance et le MPP ou le MPA;[1.Q.2.MEMP];0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";Code géographique erroné ou imprécis;[1.Q.3.CGI];0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";Nombre de séquences avec un MPA renseigné et aucun DCMPA;[1.Q.4.ABSDCMPA];0;0;2022.12;X800000085;01FEB23;15:49:45
"had";"dgf";"2022";"12";"2023/02/01 15:50:22";="800000085";Nombre de RAPSS avec aucun DCMPA compatible avec le MPA;[1.Q.4.DCMPAPCP];0;0;2022.12;X800000085;01FEB23;15:49:45
