"champ";"statut";"annee";"periode";"date du resultat";"ipe";libel;noligne;nb;nb1;evol;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Dont nombre de journées prise en charge en ESMS;4;507;399;27.067669173;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Dont nombre de journées prise en charge en EHPAD;5;158;161;-1.863354037;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;6;-100;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Dont nombre de journées prise en charge en ES;7;24;0;;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;325;232;40.086206897;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nb de séquences terminées dans la période;9;437;456;-4.166666667;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nb de séquences non terminées dans la période;10;0;28;-100;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nb de séjours terminés dans la période;11;253;275;-8;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nb de séjours non terminés dans la période;12;0;28;-100;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nb de patients (1);13;169;201;-15.92039801;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nb moyen de modes de prise en charge associés;14;1.2124645892;1.3278481013;-8.689511392;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;8.0651558074;7.882278481;2.3201074003;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Durée moyenne des sous-séquences;16;13.195467422;13.687341772;-3.5936441;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Durée moyenne des séquences terminées;17;28.201372998;27.600877193;2.1756402905;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Durée moyenne des séjours terminés;18;49.881422925;51.669090909;-3.459840212;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/22 12:54:15";="800000069";Nb moyen de séjours par patient (1);19;1.4970414201;1.5074626866;-0.691311735;2022.11;X800000069;22DEC22;12:54:07
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nombre de RAPSS (hors GHT 99);1;218;228;-4.385964912;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de journées de prise en charge;2;3581;3285;9.0106544901;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Dont nombre de journées prise en charge au domicile du patient;3;3393;3089;9.8413726125;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Dont nombre de journées prise en charge en ESMS;4;188;142;32.394366197;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Dont nombre de journées prise en charge en EHPAD;5;188;142;32.394366197;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Dont nombre de journées prise en charge en ES;7;0;0;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;0;0;;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de séquences terminées dans la période;9;100;120;-16.66666667;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de séquences non terminées dans la période;10;9;8;12.5;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de séjours terminés dans la période;11;91;101;-9.900990099;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de séjours non terminés dans la période;12;9;8;12.5;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb de patients (1);13;80;68;17.647058824;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb moyen de modes de prise en charge associés;14;1;1;0;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;3.1559633028;3.2807017544;-3.802188098;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Durée moyenne des sous-séquences;16;16.426605505;14.407894737;14.011143228;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Durée moyenne des séquences terminées;17;31.86;34.725;-8.250539957;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Durée moyenne des séjours terminés;18;36.087912088;40.287128713;-10.42322141;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/26 10:01:30";="800000077";Nb moyen de séjours par patient (1);19;1.2125;1.6029411765;-24.35779817;2022.11;X800000077;26DEC22;10:01:24
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nombre de RAPSS (hors GHT 99);1;455;462;-1.515151515;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de journées de prise en charge;2;6512;6861;-5.086722052;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge au domicile du patient;3;4474;4712;-5.050933786;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge en ESMS;4;1527;1333;14.55363841;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge en EHPAD;5;912;821;11.084043849;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge en ES;7;0;0;;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;615;512;20.1171875;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de séquences terminées dans la période;9;264;238;10.924369748;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de séquences non terminées dans la période;10;14;20;-30;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de séjours terminés dans la période;11;160;164;-2.43902439;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de séjours non terminés dans la période;12;14;20;-30;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb de patients (1);13;116;113;2.6548672566;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb moyen de modes de prise en charge associés;14;1;1;0;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;2.378021978;2.0303030303;17.126455634;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Durée moyenne des sous-séquences;16;14.312087912;14.850649351;-3.626517776;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Durée moyenne des séquences terminées;17;25.636363636;27.617647059;-7.173976184;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Durée moyenne des séjours terminés;18;48.0125;36.951219512;29.934818482;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/28 15:59:22";="800000085";Nb moyen de séjours par patient (1);19;1.5;1.6283185841;-7.880434783;2022.11;X800000085;28DEC22;15:59:16
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nombre de RAPSS (hors GHT 99);1;438;443;-1.128668172;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de journées de prise en charge;2;5481;5881;-6.80156436;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge au domicile du patient;3;4140;4278;-3.225806452;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge en ESMS;4;727;742;-2.021563342;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge en EHPAD;5;727;742;-2.021563342;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge en EMS hors EHPAD;6;0;0;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge en ES;7;0;0;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;0;0;;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de séquences terminées dans la période;9;253;271;-6.642066421;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de séquences non terminées dans la période;10;18;13;38.461538462;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de séjours terminés dans la période;11;213;216;-1.388888889;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de séjours non terminés dans la période;12;18;13;38.461538462;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb de patients (1);13;180;178;1.1235955056;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb moyen de modes de prise en charge associés;14;1;1;0;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;3.0365296804;2.9435665914;3.1581785584;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Durée moyenne des sous-séquences;16;12.51369863;13.275395034;-5.737655277;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Durée moyenne des séquences terminées;17;20.628458498;24.653136531;-16.32521699;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Durée moyenne des séjours terminés;18;24.20657277;31.462962963;-23.06327666;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/27 14:51:17";="800000093";Nb moyen de séjours par patient (1);19;1.2666666667;1.2808988764;-1.111111111;2022.11;X800000093;27DEC22;14:51:09
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nombre de RAPSS (hors GHT 99);1;4891;4777;2.386435001;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nb de journées de prise en charge;2;88476;91599;-3.409425867;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Dont nombre de journées prise en charge au domicile du patient;3;80826;86195;-6.228899588;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Dont nombre de journées prise en charge en ESMS;4;5370;3853;39.371917986;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Dont nombre de journées prise en charge en EHPAD;5;1448;1972;-26.57200811;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Dont nombre de journées prise en charge en EMS hors EHPAD;6;14;66;-78.78787879;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Dont nombre de journées prise en charge en ES;7;0;0;;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Dont nombre de journées prise en charge en SSIAD/SPASAD;8;3908;1815;115.31680441;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nb de séquences terminées dans la période;9;2186;1968;11.077235772;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nb de séquences non terminées dans la période;10;231;252;-8.333333333;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nb de séjours terminés dans la période;11;1153;1153;0;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nb de séjours non terminés dans la période;12;231;266;-13.15789474;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nb de patients (1);13;868;842;3.0878859857;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nb moyen de modes de prise en charge associés;14;1.0030668575;1.0029307097;0.0135749999;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nb moyen de diagnostics (DCMPP, DCMPA, DA);15;4.7315477407;4.7592631359;-0.582346349;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Durée moyenne des sous-séquences;16;18.089552239;19.175005233;-5.660770265;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Durée moyenne des séquences terminées;17;46.917200366;53.300304878;-11.97573734;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Durée moyenne des séjours terminés;18;85.953165655;82.673894189;3.9665138529;2022.11;X800000523;22DEC22;10:53:02
"had";"dgf";"2022";"11";"2022/12/22 10:53:10";="800000523";Nb moyen de séjours par patient (1);19;1.5944700461;1.6852731591;-5.388035321;2022.11;X800000523;22DEC22;10:53:02
